chr	start	stops	name	BRCA	GACA	LICA	LUAD	MB	PA	PRAD
chr13	72668899	72669154	Ultra-conserved	1	1	1	1	1	1	1
chr13	72694164	72694364	Ultra-conserved	1	0.255246749827704	1	1	1	1	1
chr13	72771552	72771875	Ultra-conserved	1	1	1	1	1	1	1
chr13	78976828	78977063	Ultra-conserved	1	1	1	1	1	1	1
chr1	38495003	38495216	Ultra-conserved	1	1	1	0.13052471341676	1	1	1
chr1	38561075	38561308	Ultra-conserved	1	1	1	1	1	1	1
chr1	38628198	38628409	Ultra-conserved	1	1	0.0461995884567122	1	1	1	1
chr1	38802150	38802387	Ultra-conserved	1	1	1	0.0537827293730248	1	1	1
chr13	95618881	95619109	Ultra-conserved	1	1	0.0645816438578903	1	1	1	1
chr13	98008819	98009070	Ultra-conserved	1	0.0348768912571971	1	1	1	1	0.034049719248876
chr14	26378033	26378259	Ultra-conserved	1	0.344910297571088	1	1	1	1	1
chr14	26914967	26915291	Ultra-conserved	1	0.454433437543169	1	1	1	1	0.0590290119175492
chr14	26915381	26915668	Ultra-conserved	1	0.415437639077249	1	1	1	1	0.0524724559129122
chr14	29233134	29233401	Ultra-conserved	1	1	1	1	1	1	1
chr14	29348751	29348990	Ultra-conserved	1	0.354730171480548	0.147186157037159	1	1	1	1
chr14	29861318	29861583	Ultra-conserved	1	0.384700886590899	1	1	1	1	1
chr14	30712758	30712965	Ultra-conserved	1	1	1	1	1	1	1
chr14	30742361	30742639	Ultra-conserved	1	1	1	1	1	1	1
chr14	31382706	31382908	Ultra-conserved	1	1	1	1	1	1	1
chr14	33844462	33844760	Ultra-conserved	1	1	1	1	1	1	1
chr14	34068575	34068803	Ultra-conserved	1	1	1	1	1	1	1
chr14	34122616	34122829	Ultra-conserved	1	1	1	1	1	1	1
chr14	34202570	34202963	Ultra-conserved	0.068846990750524	0.0622082737525347	1	1	1	1	1
chr14	36020188	36020484	Ultra-conserved	1	0.0399502146027048	1	1	1	1	1
chr14	36043034	36043311	Ultra-conserved	1	1	1	1	1	1	1
chr14	36581806	36582200	Ultra-conserved	1	0.339768339929853	1	1	1	1	1
chr14	37715912	37716136	Ultra-conserved	1	1	1	1	1	1	1
chr14	37777219	37777519	Ultra-conserved	1	1	1	1	1	1	1
chr14	45565749	45566039	Ultra-conserved	1	1	1	1	1	1	1
chr14	45579022	45579239	Ultra-conserved	1	1	1	1	1	1	1
chr1	44715660	44715898	Ultra-conserved	1	1	1	1	1	1	1
chr1	44990311	44990567	Ultra-conserved	1	1	1	1	1	1	1
chr1	45002371	45002640	Ultra-conserved	1	1	1	1	1	1	1
chr14	80327476	80327727	Ultra-conserved	0.0535309926034342	0.0509799398456885	1	1	1	1	1
chr1	49112985	49113220	Ultra-conserved	0.0536199298998967	1	1	1	1	1	1
chr14	97431367	97431619	Ultra-conserved	1	0.00053366144692962	1	1	1	1	1
chr14	97762593	97762825	Ultra-conserved	1	1	1	1	1	1	1
chr14	97879289	97879527	Ultra-conserved	1	0.0458831565579771	1	1	1	1	1
chr1	51006230	51006538	Ultra-conserved	1	1	1	1	1	1	1
chr1	51035776	51036005	Ultra-conserved	1	1	1	1	1	1	1
chr1	51099144	51099480	Ultra-conserved	1	1	1	1	1	1	1
chr1	51166033	51166268	Ultra-conserved	1	1	0.0473529448347829	1	1	1	1
chr15	35918911	35919111	Ultra-conserved	1	1	1	1	1	1	1
chr15	36819926	36820195	Ultra-conserved	1	1	1	1	1	1	1
chr15	36965392	36965658	Ultra-conserved	1	1	1	1	1	1	1
chr15	37185669	37185878	Ultra-conserved	1	1	1	1	1	1	1
chr15	37522008	37522211	Ultra-conserved	1	1	0.0537402409025544	1	1	1	1
chr15	42032053	42032291	Ultra-conserved	1	1	1	1	1	1	1
chr15	57425524	57425822	Ultra-conserved	1	1	1	1	1	1	1
chr15	67665384	67665655	Ultra-conserved	1	1	1	1	1	1	1
chr15	67878169	67878374	Ultra-conserved	1	1	1	1	1	1	1
chr15	68040303	68040614	Ultra-conserved	1	1	1	1	1	1	1
chr15	70392133	70392389	Ultra-conserved	1	1	0.0489227100964062	1	1	1	1
chr15	74914241	74914516	Ultra-conserved	1	1	1	1	1	1	1
chr15	97236099	97236301	Ultra-conserved	1	1	1	1	1	1	1
chr16	24579002	24579251	Ultra-conserved	1	1	1	1	1	1	1
chr1	63369645	63369857	Ultra-conserved	1	1	1	1	1	1	1
chr1	63369879	63370169	Ultra-conserved	1	1	1	1	1	1	1
chr16	49094730	49094938	Ultra-conserved	1	0.274827608759297	1	0.147820202326002	1	1	1
chr16	49735847	49736158	Ultra-conserved	1	1	1	1	1	1	1
chr16	49890890	49891212	Ultra-conserved	1	1	1	1	1	1	1
chr16	50848990	50849204	Ultra-conserved	1	1	1	1	1	1	1
chr16	51671486	51671692	Ultra-conserved	1	0.267659889488723	1	1	1	1	1
chr16	52494714	52494964	Ultra-conserved	1	0.215781712905333	1	1	1	1	1
chr16	53654384	53654629	Ultra-conserved	1	0.233212023470662	1	1	1	1	1
chr16	54323854	54324060	Ultra-conserved	1	1	1	1	1	1	1
chr16	55223356	55223591	Ultra-conserved	1	1	1	1	1	1	0.0344963948271679
chr16	59575394	59575604	Ultra-conserved	1	1	1	1	1	1	1
chr16	69680363	69680574	Ultra-conserved	1	1	1	1	1	1	1
chr16	69681154	69681480	Ultra-conserved	1	1	1	1	1	1	1
chr16	72821044	72821296	Ultra-conserved	1	1	1	1	1	1	1
chr16	73092870	73093114	Ultra-conserved	1	1	1	1	1	1	1
chr1	70696712	70697067	Ultra-conserved	0.0864215593746125	1	1	1	1	1	1
chr17	35012229	35012448	Ultra-conserved	1	1	1	1	1	1	1
chr17	35329618	35329847	Ultra-conserved	1	1	1	1	1	1	1
chr17	35336485	35336753	Ultra-conserved	1	1	1	1	1	1	1
chr17	37566518	37566790	Ultra-conserved	1	0.268954737858457	1	1	1	1	1
chr17	38249173	38249419	Ultra-conserved	1	1	1	1	1	1	1
chr17	46663905	46664112	Ultra-conserved	1	1	1	1	1	1	1
chr17	46670886	46671172	Ultra-conserved	1	1	1	1	1	1	1
chr17	46682311	46682533	Ultra-conserved	1	1	1	1	1	1	1
chr17	56082227	56082444	Ultra-conserved	1	1	1	1	1	1	1
chr17	56082714	56083003	Ultra-conserved	1	1	1	1	1	1	1
chr17	62496770	62497003	Ultra-conserved	1	1	1	1	1	1	1
chr18	22693154	22693499	Ultra-conserved	1	1	1	1	1	1	0.050881098644624
chr18	22748187	22748413	Ultra-conserved	1	0.267913974701494	1	1	0.0087398323252493	1	1
chr18	22756354	22756577	Ultra-conserved	1	1	0.0973771008499256	1	1	1	1
chr18	22767778	22767993	Ultra-conserved	1	1	0.0940555227793089	0.10810380361907	1	1	1
chr18	22865206	22865531	Ultra-conserved	0.0799805583213261	1	1	1	1	1	1
chr18	23915591	23915853	Ultra-conserved	1	1	1	1	1	1	1
chr18	24237198	24237413	Ultra-conserved	1	1	0.0589085973336321	0.0981662826044813	1	1	1
chr18	30353208	30353447	Ultra-conserved	0.0600241194146502	1	1	1	1	1	1
chr18	34480540	34480778	Ultra-conserved	1	1	1	1	1	1	1
chr18	35063649	35063862	Ultra-conserved	1	1	1	1	1	1	1
chr18	35178599	35178829	Ultra-conserved	1	1	1	0.209772720779791	1	1	1
chr18	35564931	35565142	Ultra-conserved	1	0.319419237482938	1	1	1	1	1
chr18	36063631	36063837	Ultra-conserved	1	0.044117361541525	1	1	1	1	1
chr18	44770787	44771036	Ultra-conserved	1	1	0.0445802777127496	1	1	1	1
chr18	53089930	53090157	Ultra-conserved	1	1	1	1	1	1	1
chr18	53254240	53254450	Ultra-conserved	1	1	1	1	1	1	1
chr18	72357657	72357872	Ultra-conserved	1	1	1	1	1	1	1
chr18	72357873	72358114	Ultra-conserved	0.0612678893695197	0.281243845562522	1	1	1	1	1
chr18	72363030	72363293	Ultra-conserved	1	1	1	1	1	1	1
chr18	72363364	72363693	Ultra-conserved	1	1	1	1	1	1	1
chr18	72568591	72568839	Ultra-conserved	1	1	1	1	1	1	1
chr18	72592711	72592960	Ultra-conserved	1	0.343207068183466	1	1	1	1	1
chr1	87822382	87822601	Ultra-conserved	1	1	1	1	1	1	1
chr1	88028999	88029242	Ultra-conserved	1	0.219438802590261	1	1	1	1	1
chr1	88928017	88928270	Ultra-conserved	1	1	1	1	1	1	1
chr19	30494778	30495166	Ultra-conserved	1	1	1	0.223241347119126	1	1	1
chr19	30566434	30566744	Ultra-conserved	1	1	0.0859593919590498	1	1	1	1
chr19	30747853	30748125	Ultra-conserved	1	0.312335420692395	0.0758380334101324	0.162462996120984	1	1	1
chr19	30767780	30768053	Ultra-conserved	1	0.313279952715588	1	1	1	1	1
chr19	30841529	30841761	Ultra-conserved	1	1	1	1	1	1	1
chr19	31003540	31003830	Ultra-conserved	1	1	1	1	1	1	1
chr19	31587625	31587836	Ultra-conserved	1	1	0.106749830378518	1	1	1	1
chr19	31806619	31806844	Ultra-conserved	1	1	1	1	1	1	1
chr19	31827946	31828150	Ultra-conserved	1	1	1	1	1	1	1
chr19	42437316	42437641	Ultra-conserved	1	1	1	1	1	1	1
chr1	97271736	97272048	Ultra-conserved	1	1	1	1	1	1	1
chr1	97280171	97280379	Ultra-conserved	1	1	1	1	1	1	1
chr1	98002281	98002486	Ultra-conserved	1	1	1	1	1	1	1
chr19	8527268	8527507	Ultra-conserved	0.0529085736374341	1	1	1	1	1	1
chr20	34328378	34328623	Ultra-conserved	1	1	1	1	1	1	1
chr20	42087755	42088075	Ultra-conserved	1	1	0.0597281362463599	1	1	1	1
chr20	4866439	4866647	Ultra-conserved	1	1	1	1	1	1	1
chr2	104736725	104736942	Ultra-conserved	1	1	0.111377086572897	1	1	1	1
chr2	143914721	143914976	Ultra-conserved	1	1	1	1	1	1	1
chr2	144112109	144112410	Ultra-conserved	1	0.33295478636405	0.114024611664309	1	1	1	1
chr2	144437338	144437575	Ultra-conserved	1	1	1	1	1	1	1
chr2	144712855	144713103	Ultra-conserved	1	1	1	1	1	1	1
chr2	144714971	144715378	Ultra-conserved	1	0.105558960644429	1	1	1	1	1
chr2	144762312	144762513	Ultra-conserved	1	1	0.0776812609072556	1	1	1	1
chr2	144825962	144826500	Ultra-conserved	1	1	0.194479294549177	1	1	1	1
chr2	145145849	145146085	Ultra-conserved	1	1	1	1	1	1	1
chr2	145161132	145161467	Ultra-conserved	1	1	1	1	1	1	1
chr2	145185764	145186060	Ultra-conserved	1	1	1	1	1	1	1
chr2	145188353	145188601	Ultra-conserved	0.0563550829334041	1	1	1	1	1	1
chr2	145197176	145197471	Ultra-conserved	1	1	1	1	1	1	1
chr2	145200851	145201145	Ultra-conserved	1	0.343484995151413	1	1	1	1	1
chr2	147134064	147134275	Ultra-conserved	1	0.237346328181731	1	1	1	1	0.000710863785210033
chr2	156727098	156727308	Ultra-conserved	1	0.199694887831434	1	1	1	1	1
chr2	156991626	156991922	Ultra-conserved	1	1	1	1	1	1	1
chr2	157194705	157194914	Ultra-conserved	1	1	1	1	1	1	1
chr2	157551413	157551661	Ultra-conserved	1	1	1	0.0805969127012546	1	1	1
chr2	157660109	157660449	Ultra-conserved	1	1	1	1	1	1	0.0501616921454562
chr2	157900268	157900558	Ultra-conserved	1	1	0.0875757256735079	1	1	1	1
chr2	162095041	162095353	Ultra-conserved	1	1	1	1	1	1	1
chr2	162238672	162238979	Ultra-conserved	1	1	1	0.0698296258080025	1	1	1
chr2	162273026	162273232	Ultra-conserved	1	0.0156107356745386	1	1	1	1	1
chr2	163045021	163045228	Ultra-conserved	1	0.027860462586046	1	1	1	1	1
chr2	164450678	164450987	Ultra-conserved	1	0.365953593819251	0.115289893562584	1	1	1	1
chr2	164661906	164662169	Ultra-conserved	1	0.321530378939228	1	1	1	1	1
chr2	164844169	164844369	Ultra-conserved	1	1	1	0.0950393098984605	1	1	1
chr2	171571529	171571780	Ultra-conserved	1	1	1	1	1	1	1
chr2	172820673	172820934	Ultra-conserved	1	1	1	1	1	1	1
chr2	172822630	172823072	Ultra-conserved	1	1	1	1	1	1	1
chr2	172956517	172956755	Ultra-conserved	1	1	1	1	1	1	1
chr2	172958380	172958778	Ultra-conserved	1	0.357693409879092	1	1	1	1	1
chr2	174114779	174114986	Ultra-conserved	1	1	1	1	1	1	1
chr2	174774480	174774734	Ultra-conserved	1	1	1	1	1	1	1
chr2	174946408	174946746	Ultra-conserved	1	0.306435043719758	0.086945918076735	1	1	1	1
chr2	174969671	174969904	Ultra-conserved	1	1	1	1	1	1	1
chr2	174986933	174987149	Ultra-conserved	1	1	1	1	1	1	1
chr2	174989786	174990009	Ultra-conserved	1	1	1	1	1	1	1
chr2	175025422	175025628	Ultra-conserved	1	1	1	1	1	1	1
chr2	175207607	175207844	Ultra-conserved	1	1	1	1	1	1	1
chr2	176940356	176940730	Ultra-conserved	1	1	1	1	1	1	1
chr2	177503337	177503561	Ultra-conserved	1	1	1	1	1	1	1
chr2	20478332	20478630	Ultra-conserved	1	1	1	1	1	1	1
chr22	19395908	19396119	Ultra-conserved	1	0.0174172137524396	1	1	1	1	1
chr22	36148491	36148695	Ultra-conserved	1	0.174996155034509	1	1	1	1	1
chr2	237071381	237071624	Ultra-conserved	1	1	1	1	1	1	1
chr2	33813408	33813615	Ultra-conserved	1	0.244862723558389	1	1	1	1	1
chr2	38976300	38976522	Ultra-conserved	1	1	1	1	1	1	1
chr2	57972558	57972765	Ultra-conserved	0.0523008162232735	1	1	1	1	1	1
chr2	59108185	59108459	Ultra-conserved	1	0.0590530306979251	1	1	1	1	1
chr2	59133310	59133542	Ultra-conserved	1	1	1	1	1	1	0.0310438630587156
chr2	59199402	59199611	Ultra-conserved	1	0.256816174831023	1	1	1	1	1
chr2	59746577	59746817	Ultra-conserved	1	1	1	1	1	1	1
chr2	59947830	59948032	Ultra-conserved	1	1	1	1	1	1	1
chr2	60139239	60139485	Ultra-conserved	1	1	0.0796615274402796	1	1	1	1
chr2	60297962	60298165	Ultra-conserved	1	1	1	1	1	1	1
chr2	60298382	60298602	Ultra-conserved	1	1	0.00265423351928866	1	1	1	1
chr2	60441559	60441776	Ultra-conserved	1	0.227751269993847	1	1	1	1	1
chr2	60687572	60687898	Ultra-conserved	1	1	1	0.150435869041898	1	1	1
chr2	60780681	60780915	Ultra-conserved	1	1	1	1	1	1	1
chr2	61752500	61752778	Ultra-conserved	1	0.273870714252592	1	1	1	1	1
chr2	63194090	63194335	Ultra-conserved	1	1	1	1	1	1	1
chr2	66298590	66298802	Ultra-conserved	1	1	1	1	1	1	0.0376210814480957
chr2	73175002	73175249	Ultra-conserved	1	1	1	1	1	1	1
chr2	7774650	7774877	Ultra-conserved	1	0.294106741343312	1	1	1	1	1
chr3	114433466	114433767	Ultra-conserved	1	1	1	1	1	1	1
chr3	114435038	114435308	Ultra-conserved	1	0.265647401147698	1	1	1	1	1
chr3	114575473	114575766	Ultra-conserved	1	1	1	1	1	1	0.0335531639301517
chr3	114611890	114612105	Ultra-conserved	1	1	1	0.0609479592320543	1	1	1
chr3	136983543	136984035	Ultra-conserved	0.0972698852690995	1	1	0.130998399951946	1	1	1
chr3	137048443	137048730	Ultra-conserved	1	1	1	1	1	1	1
chr3	137068316	137068581	Ultra-conserved	1	1	1	1	1	1	1
chr3	137125647	137125918	Ultra-conserved	1	1	1	1	1	1	0.0505978978326116
chr3	147030707	147030979	Ultra-conserved	1	1	0.124582568422723	1	1	1	1
chr3	147049637	147049936	Ultra-conserved	1	1	0.136058665219069	1	1	1	1
chr3	152164386	152164598	Ultra-conserved	1	1	1	1	1	1	1
chr3	157776573	157776797	Ultra-conserved	1	1	1	1	1	1	1
chr3	157990039	157990246	Ultra-conserved	1	1	1	1	1	1	1
chr3	158026158	158026366	Ultra-conserved	1	1	1	1	1	1	1
chr3	158026477	158026754	Ultra-conserved	1	1	1	1	1	1	1
chr3	158245903	158246114	Ultra-conserved	1	0.22362689674116	1	1	1	1	1
chr3	168834282	168834483	Ultra-conserved	1	0.225153833816772	1	1	1	1	1
chr3	169193951	169194298	Ultra-conserved	1	1	1	1	1	1	1
chr3	17592728	17593130	Ultra-conserved	1	1	0.0940031791878382	0.110083407744949	1	1	1
chr3	180436856	180437241	Ultra-conserved	1	1	0.159493606998174	1	1	1	1
chr3	18169563	18169909	Ultra-conserved	1	1	1	1	1	1	1
chr3	185649295	185649714	Ultra-conserved	0.0846290743760884	1	1	1	1	1	1
chr3	18676403	18676650	Ultra-conserved	1	1	1	1	1	1	1
chr3	18844449	18844743	Ultra-conserved	1	1	1	1	1	1	1
chr3	19034157	19034376	Ultra-conserved	1	0.251039470817707	1	1	1	1	1
chr3	70566423	70566629	Ultra-conserved	1	1	1	1	1	1	1
chr3	70871839	70872090	Ultra-conserved	1	0.0384121712906426	1	1	1	1	1
chr3	70872091	70872310	Ultra-conserved	1	1	1	1	1	1	1
chr3	9471460	9471756	Ultra-conserved	1	1	1	1	1	1	1
chr4	105346312	105346560	Ultra-conserved	1	1	0.0814507325952019	1	1	1	0.0433258209581486
chr4	111916475	111916689	Ultra-conserved	1	1	1	1	1	1	1
chr4	13009869	13010092	Ultra-conserved	1	0.0357730410096843	1	1	1	1	1
chr4	151236382	151236690	Ultra-conserved	1	1	1	1	1	1	1
chr4	151493951	151494191	Ultra-conserved	1	0.242853638231506	0.061576231952684	1	1	1	1
chr4	151494192	151494396	Ultra-conserved	1	1	1	1	1	1	1
chr4	24529161	24529456	Ultra-conserved	1	1	1	1	1	1	1
chr4	41750068	41750327	Ultra-conserved	1	1	1	1	1	1	1
chr4	4523439	4523777	Ultra-conserved	1	1	1	1	1	1	1
chr4	76579123	76579341	Ultra-conserved	1	1	1	1	1	1	1
chr4	83346664	83346869	Ultra-conserved	1	1	1	0.0565971901674654	1	1	1
chr5	133726159	133726435	Ultra-conserved	1	1	1	1	1	1	1
chr5	138643653	138643913	Ultra-conserved	1	1	1	1	1	1	1
chr5	158341837	158342087	Ultra-conserved	0.0541184158874417	1	1	1	1	1	1
chr5	167332694	167332940	Ultra-conserved	1	1	1	1	1	1	0.0356735323145761
chr5	170417628	170417885	Ultra-conserved	1	1	1	1	1	1	1
chr5	170417997	170418246	Ultra-conserved	1	1	1	1	1	1	1
chr5	170628211	170628430	Ultra-conserved	1	1	1	1	1	1	1
chr5	170628488	170628713	Ultra-conserved	1	1	1	1	1	1	1
chr5	170629478	170629756	Ultra-conserved	1	1	0.0852100713545027	1	1	1	1
chr5	170703078	170703317	Ultra-conserved	1	1	1	1	1	1	1
chr5	171384519	171384755	Ultra-conserved	1	0.219762062668726	1	1	1	1	1
chr5	173385291	173385521	Ultra-conserved	1	1	1	1	1	1	1
chr5	178044306	178044717	Ultra-conserved	1	1	1	1	1	1	1
chr5	179046196	179046501	Ultra-conserved	1	1	1	1	1	1	1
chr5	32380136	32380350	Ultra-conserved	1	1	1	1	1	1	1
chr5	3512620	3512882	Ultra-conserved	1	0.122181746342452	1	1	1	1	1
chr5	50335637	50335838	Ultra-conserved	1	1	1	1	1	1	1
chr5	72195685	72195925	Ultra-conserved	1	1	1	1	1	1	1
chr5	72210014	72210217	Ultra-conserved	1	1	1	1	0.0081481378115103	1	0.0218889611104131
chr5	76934363	76934570	Ultra-conserved	1	1	1	1	1	1	1
chr5	76935418	76935631	Ultra-conserved	0.0400752590253373	1	1	1	1	1	1
chr5	76941160	76941367	Ultra-conserved	1	1	0.000911803457306289	1	1	1	1
chr5	77140252	77140476	Ultra-conserved	1	1	1	1	1	1	1
chr5	77147931	77148403	Ultra-conserved	1	1	1	0.120157123781176	1	1	1
chr5	77268843	77269165	Ultra-conserved	1	0.271630193175361	1	1	1	1	1
chr5	77358528	77358806	Ultra-conserved	1	0.0315129151173418	1	0.0726773296434604	1	1	1
chr5	81147360	81147578	Ultra-conserved	1	1	1	1	1	1	1
chr5	87168622	87168998	Ultra-conserved	1	1	1	0.190046970900878	1	1	1
chr5	87240404	87240607	Ultra-conserved	1	0.250200092337402	1	1	1	1	1
chr5	87692932	87693156	Ultra-conserved	1	1	1	1	1	1	1
chr5	87961804	87962114	Ultra-conserved	1	1	0.107749895605288	1	1	1	1
chr5	88179623	88179824	Ultra-conserved	1	1	1	1	1	1	1
chr5	90928792	90929012	Ultra-conserved	1	1	1	1	1	1	1
chr5	92921016	92921220	Ultra-conserved	1	1	1	1	1	1	1
chr5	93227669	93227979	Ultra-conserved	1	1	1	1	1	1	0.0471013224627952
chr5	93575846	93576054	Ultra-conserved	1	0.221032759925918	1	1	1	1	1
chr5	93650718	93650936	Ultra-conserved	1	1	1	1	1	1	1
chr6	100051983	100052223	Ultra-conserved	0.0617816611111719	1	1	1	1	1	1
chr6	100973982	100974212	Ultra-conserved	1	1	1	1	1	1	1
