gene	len	ct	mu	sigma	region	p-value
PLCB3	3705	3	127.25154405486	0.0236069799037587	reg1878	0.00157251948890352
KRTAP5-8	564	0	284.022789188472	0.0236069799037587	reg1885	0.000646200405001152
KRTAP5-10	681	0	284.022789188472	0.0236069799037587	reg1885	0.0167515859405543
LIPT2	734	0	127.652816712825	0.0236069799037587	reg1888	0.00421004861118269
RAB38	686	0	191.118874753261	0.0236069799037587	reg1902	0.0080330577839969
TRIM49	1359	0	180.508230833565	0.0236069799037587	reg1903	0.0260086995238004
FAT3	13928	6	169.700714151243	0.0236069799037587	reg1906	0.0377173480906034
CASP12	1026	0	157.935908449979	0.0236069799037587	reg1918	0.0120128848529653
ATM	9171	3	125.736154945015	0.0236069799037587	reg1922	0.00750639117067833
OR10G9	936	1	160.844842549075	0.0236069799037587	reg1937	0.0104516216766544
ESAM	1279	0	143.288851468544	0.0236069799037587	reg1938	0.0151439287118965
AP003062.1	1251	1	201.518924655958	0.0236069799037587	reg1947	8.44021804624582e-06
MRPL51	387	0	104.712481655235	0.0236069799037587	reg1955	0.0396950218362746
PRB3	1057	0	153.201092382187	0.0236069799037587	reg1960	1.00300108037511e-06
PRB2	1251	0	153.201092382187	0.0236069799037587	reg1960	2.26614062095726e-06
ERP27	852	1	110.890722133674	0.0236069799037587	reg1964	0.00427827921667538
ABCC9	4939	0	132.628222047152	0.0236069799037587	reg1971	0.0300501873482931
DDX11	3238	3	162.679754592426	0.0236069799037587	reg1980	0.0023377825627065
ACVRL1	1662	0	136.590127631485	0.0236069799037587	reg2001	0.0225525759220767
KRT8	1798	0	132.06440184179	0.0236069799037587	reg2002	0.000123677477786413
CS	1414	0	114.721539861542	0.0236069799037587	reg2005	2.87509183797651e-05
NACA	6237	1	138.452745873522	0.0236069799037587	reg2006	0.0127200760510789
MUC8	927	1	309.609042933316	0.0236069799037587	reg2080	0.000252928654207559
TUBA3C	1353	0	172.946351328027	0.0236069799037587	reg2102	0.0238477775944457
TPTE2	1569	0	172.946351328027	0.0236069799037587	reg2102	0.00287680215690402
ZDHHC20	1148	2	167.885423645845	0.0236069799037587	reg2103	0.00109680613101513
AL359736.1	303	0	130.907967916567	0.0236069799037587	reg2106	0.0388709147789807
KBTBD6	2025	1	143.728943447415	0.0236069799037587	reg2123	0.00349530539475515
AL445989.1	390	1	212.782790881364	0.0236069799037587	reg2146	0.00332700971589645
MYH6	5820	0	134.2650737237	0.0236069799037587	reg2220	0.00913436398958414
FOXA1	1419	2	159.887316132944	0.0236069799037587	reg2235	0.000104025923469024
DLGAP5	2632	0	106.775058708885	0.0236069799037587	reg2252	0.0333170898666377
SIPA1L1	5461	0	138.134791395849	0.0236069799037587	reg2269	0.00811478153913929
FAM181A	1065	1	139.3936937242	0.0236069799037587	reg2291	0.0101772120333725
AK7	2279	0	121.914537490782	0.0236069799037587	reg2293	0.0326357510751005
GOLGA6L1	2007	0	302.764219535462	0.0236069799037587	reg2328	0.0248738939255635
GOLGA8S	1878	0	302.764219535462	0.0236069799037587	reg2328	0.0210001384000119
SRP14	516	0	93.0038318064945	0.0236069799037587	reg2344	0.046830768878848
TGM7	2133	0	117.886974230292	0.0236069799037587	reg2347	0.0272135694987542
DIS3L	3165	0	108.88625149255	0.0236069799037587	reg2370	0.0479959360987085
TLE3	2594	0	113.63421878694	0.0236069799037587	reg2374	0.0363141472805719
LOXL1	1725	1	140.535037393719	0.0236069799037587	reg2378	0.0254499059133136
MESP2	1224	2	130.541124347225	0.0236069799037587	reg2394	0.0116982784438224
WASH4P	1434	0	176.716356882379	0.0236069799037587	reg2407	0.0276023461135303
DNASE1L2	900	0	151.226413348483	0.0236069799037587	reg2408	0.0086272477401906
TMC7	2343	1	122.033626388207	0.0236069799037587	reg2425	0.0343732128800201
HS3ST4	1371	2	190.15626936465	0.0236069799037587	reg2431	0.0290696039198681
IRX6	1341	0	149.446781584225	0.0236069799037587	reg2461	0.0178982690666539
DYNC1LI2	1536	0	124.810042550346	0.0236069799037587	reg2472	0.0164757488039546
CDH1	2649	0	121.71180360103	0.0236069799037587	reg2474	0.042641974194512
NPIPB15	1332	0	174.408289733669	0.0236069799037587	reg2480	0.0235326272345662
C17orf97	1430	0	180.768862347426	0.0236069799037587	reg2497	0.00251236330522666
NEURL4	4689	1	131.283009751374	0.0236069799037587	reg2503	0.0257045514487326
TP53	1378	0	131.283009751374	0.0236069799037587	reg2503	1.71510237343989e-06
UBB	690	0	185.151175916246	0.0236069799037587	reg2512	0.00764503509335225
ANKRD13B	1936	0	156.244957844855	0.0236069799037587	reg2523	0.0380428053257308
TBC1D29	453	0	134.956964004322	0.0236069799037587	reg2524	9.59417990508607e-11
SUZ12	2220	1	145.683677751695	0.0236069799037587	reg2526	0.00467555322715778
AATF	1687	0	111.683495459028	0.0236069799037587	reg2531	5.11480326909238e-05
SP2	1842	0	158.816268075813	0.0236069799037587	reg2541	0.0358213005173827
CDK5RAP3	1750	0	88.7621609500091	0.0236069799037587	reg2542	0.000591482722245973
SPOP	1125	0	145.455226582743	0.0236069799037587	reg2543	2.00503551149264e-11
ITGA3	3464	0	95.0316521425281	0.0236069799037587	reg2544	0.044250356301009
SEPT4	1733	0	127.260764705044	0.0236069799037587	reg2552	0.0213794768488531
CEP95	2725	0	119.661896054065	0.0236069799037587	reg2559	0.0435090738547372
TMEM104	1867	0	169.326685512578	0.0236069799037587	reg2568	0.0411706612487242
PGS1	1694	1	122.68432626921	0.0236069799037587	reg2572	0.019150681223347
DNAH17	13510	3	122.68432626921	0.0236069799037587	reg2572	0.0297110687236368
LOXHD1	6963	0	145.649254137526	0.0236069799037587	reg2620	0.00446582155592269
ODF3L2	870	1	197.921573825692	0.0236069799037587	reg2656	0.0134707700975903
ABHD17A	1086	0	197.921573825692	0.0236069799037587	reg2656	0.0203852381615643
ADAMTS10	3371	3	148.657808473647	0.0236069799037587	reg2664	0.00195708878686702
RAVER1	2271	0	146.466437073444	0.0236069799037587	reg2665	0.0450743693608669
ZNF799	2050	1	165.489618058041	0.0236069799037587	reg2667	1.16687523717636e-07
NWD1	4786	1	139.157182880672	0.0236069799037587	reg2671	0.000744780025703885
KLHL26	2007	0	116.5974532081	0.0236069799037587	reg2673	0.0238505306150949
ZNF98	2045	0	228.670768034738	0.0236069799037587	reg2676	0.0126301517442744
RHPN2	2061	0	138.893404300948	0.0236069799037587	reg2688	0.0344458876378942
LSM14A	1449	0	144.71065201884	0.0236069799037587	reg2689	0.0194699988317509
LGI4	1951	0	140.436553167613	0.0236069799037587	reg2690	0.0318201791830075
SBSN	1773	1	140.436553167613	0.0236069799037587	reg2690	0.00226216469448476
WDR62	4737	1	140.436553167613	0.0236069799037587	reg2690	0.0312312292946358
CLASRP	2107	0	151.174413065429	0.0236069799037587	reg2700	0.0417285421811266
BBC3	786	0	164.799335989595	0.0236069799037587	reg2702	0.0078496913088618
TPRX1	1527	0	167.592562180778	0.0236069799037587	reg2703	0.000164225875467314
SYT3	1773	0	192.167715932127	0.0236069799037587	reg2706	0.0470362140493985
ZNF525	1686	0	203.340655363992	0.0236069799037587	reg2708	0.0475552337756037
LILRB5	2012	1	258.351698507348	0.0236069799037587	reg2709	0.00222989974819273
AC009892.10	201	0	224.796045749727	0.0236069799037587	reg2710	0.0441553932469707
ZSCAN1	1394	0	109.194161136856	0.0236069799037587	reg2713	0.0106719808307652
ZNF497	1626	0	109.194161136856	0.0236069799037587	reg2713	0.0142696380076785
YPEL5	366	0	139.873617025261	0.0236069799037587	reg280	0.0498760546921735
THADA	6295	1	119.289034205243	0.0236069799037587	reg293	0.0420826937511751
ERLEC1	1452	1	104.919810213046	0.0236069799037587	reg304	0.0106888509586076
CTNNA2	3141	0	221.020293060223	0.0236069799037587	reg330	0.034716653449211
CD8B	804	1	105.639445338506	0.0236069799037587	reg336	0.000102265956055539
IL18R1	1671	0	139.999277873526	0.0236069799037587	reg352	0.023836969556408
ANAPC1	5870	1	213.846279515435	0.0236069799037587	reg362	0.0411567560786162
HS6ST1	1236	0	162.366338356126	0.0236069799037587	reg379	0.0179443266996619
POTEF	3258	1	236.863997125877	0.0236069799037587	reg380	0.00875924726029716
ANKRD30BL	777	3	211.138793733508	0.0236069799037587	reg381	0.0122961511518776
METTL8	1176	0	123.546366137338	0.0236069799037587	reg422	0.00976927578277167
SP9	1455	0	106.024653145723	0.0236069799037587	reg425	0.010945839294749
CCDC108	6229	3	120.100513775952	0.0236069799037587	reg469	0.0416997085143274
UGT1A10	1624	0	157.652134309097	0.0236069799037587	reg485	0.0281251045628083
AC011298.1	228	0	160.064785054745	0.0236069799037587	reg491	0.0358217157677897
SCRT2	924	0	129.174520365637	0.0236069799037587	reg2715	0.00671179827057174
GNRH2	363	0	127.111971429373	0.0236069799037587	reg2717	0.0450693258270498
BANF2	294	0	127.637884809729	0.0236069799037587	reg2731	0.0368141803598029
PAX1	1829	1	141.017153875321	0.0236069799037587	reg2735	0.0285059286873589
FRG1B	582	1	144.618343727505	0.0236069799037587	reg2744	0.00341970922745111
CDK5RAP1	1806	0	130.776888414933	0.0236069799037587	reg2745	0.0242594217000559
ERGIC3	1367	0	112.465784365564	0.0236069799037587	reg2747	0.0108753655596518
KRTAP13-4	483	1	185.516673841049	0.0236069799037587	reg2808	0.00386120860663204
CLIC6	2115	1	113.686024021374	0.0236069799037587	reg2813	0.000129698646487064
FKSG68	375	0	127.893173504309	0.0236069799037587	reg2814	0.00113855942759356
KRTAP10-1	849	0	159.39716493923	0.0236069799037587	reg2822	0.00853375772117557
KRTAP10-10	756	0	159.39716493923	0.0236069799037587	reg2822	0.000283908140946231
FAM230A	2858	0	208.865199005542	0.0236069799037587	reg2846	0.0237762534581781
GGT1	1791	1	168.36658372203	0.0236069799037587	reg2850	0.0378294799320163
CHEK2	1834	0	143.581071864097	0.0236069799037587	reg2854	0.000182925741466183
FOXRED2	2055	1	116.336909578221	0.0236069799037587	reg2861	0.0248077607721229
CERK	1614	1	191.071120054789	0.0236069799037587	reg2872	0.0393836696971525
EDEM1	2010	1	158.597545050114	0.0236069799037587	reg498	0.0417885611271366
TPRXL	759	0	137.243139189986	0.0236069799037587	reg507	2.25120852820078e-09
FGD5	4389	1	137.243139189986	0.0236069799037587	reg507	0.0243287014030629
SGOL1	1706	0	148.304199423079	0.0236069799037587	reg513	0.0275219026580232
EXOG	1317	0	137.831170959999	0.0236069799037587	reg531	0.0148750134571495
SCN10A	5871	3	137.831170959999	0.0236069799037587	reg531	0.0102633060379894
SPINK8	294	0	146.093536690626	0.0236069799037587	reg541	0.0420213038016309
MST1	2183	0	150.438753523048	0.0236069799037587	reg542	0.0440636222976421
ITIH3	2673	0	121.581301085795	0.0236069799037587	reg545	0.0432500115076949
SELK	285	0	102.601474248538	0.0236069799037587	reg546	0.0288082293568269
ROBO2	4847	0	203.639703913246	0.0236069799037587	reg569	0.019599526571183
TSC22D2	2343	0	128.269974530312	0.0236069799037587	reg643	0.0376026030021082
HRG	1578	0	147.039159596032	0.0236069799037587	reg679	0.0234796574140279
MUC4	16239	9	242.384020147619	0.0236069799037587	reg688	1.23864528046019e-09
POLN	2703	0	123.523552412232	0.0236069799037587	reg693	0.0453777054288138
OTOP1	1839	3	212.386742067806	0.0236069799037587	reg695	0.00781366550896124
KCTD8	1539	0	194.205246676857	0.0236069799037587	reg735	0.0372313086474839
FDCSP	258	0	145.252753777944	0.0236069799037587	reg762	0.036765747129739
DSPP	3906	1	145.667335163453	0.0236069799037587	reg779	0.0210366305069826
ANK2	12780	3	121.442566994305	0.0236069799037587	reg805	0.0234196576647795
SMAD1	1398	0	127.855847049773	0.0236069799037587	reg837	0.0144501950714318
RNF175	1153	0	133.535159744003	0.0236069799037587	reg845	0.0109055775181227
TRIML2	1434	1	245.753202397656	0.0236069799037587	reg880	0.049926837399232
SDHA	2031	3	313.438527981564	0.0236069799037587	reg883	0.0279731174989709
PRDM9	2685	0	239.078793652919	0.0236069799037587	reg905	6.83099361776764e-07
CHD1	5133	0	173.670498501071	0.0236069799037587	reg980	0.0141151587690648
P4HA2	1764	0	141.697014025958	0.0236069799037587	reg1013	0.0269174125179928
CDKN2AIPNL	370	0	128.090055664856	0.0236069799037587	reg1015	0.0462625244055365
PCDHA8	2904	0	189.10111465264	0.0236069799037587	reg1022	0.0192042141586453
PCDHB2	2397	0	189.10111465264	0.0236069799037587	reg1022	0.0116311178377635
PCDHB4	2388	2	189.10111465264	0.0236069799037587	reg1022	0.00134608044678111
PCDHB7	2382	2	189.10111465264	0.0236069799037587	reg1022	0.000128156582580448
ATP10B	4395	1	168.528101399479	0.0236069799037587	reg1042	0.0406990864947885
PRELID1	763	0	125.976267630668	0.0236069799037587	reg1058	0.00442316865319456
AC136604.1	928	0	131.238868582667	0.0236069799037587	reg1061	0.00697644209928918
HLA-A	1116	2	185.443745336915	0.0236069799037587	reg1091	0.0190016205228855
MUC21	1701	0	163.322811723724	0.0236069799037587	reg1092	1.33958277303605e-05
HSP90AB1	2175	0	124.054570243716	0.0236069799037587	reg1106	0.00283170216179706
TMEM151B	1794	1	124.054570243716	0.0236069799037587	reg1106	0.0217413151309548
DEFB113	249	0	175.938232026648	0.0236069799037587	reg1111	0.042841215409715
GSTA2	669	0	115.126128927937	0.0236069799037587	reg1114	7.6741273940995e-05
QRSL1	1698	0	125.708868075732	0.0236069799037587	reg1169	0.0201241893661008
SOBP	2622	2	125.708868075732	0.0236069799037587	reg1169	0.0443505517755785
AL590867.1	888	0	207.637505968419	0.0236069799037587	reg1215	0.000966705268361525
NOX3	1707	0	141.840730161847	0.0236069799037587	reg1217	0.0253919813579145
AC187652.1	501	0	230.975329147105	0.0236069799037587	reg1234	0.000252368699561668
RPA3-AS1	309	0	151.428514529839	0.0236069799037587	reg1240	0.0456889257216715
PRPS1L1	957	0	137.059753009876	0.0236069799037587	reg1251	0.00803992009217388
SP8	1527	1	150.442408206393	0.0236069799037587	reg1253	0.0230521486208916
NFE2L3	2133	0	128.151891196854	0.0236069799037587	reg1259	0.0316846601593481
CDK13	4539	2	161.454804141022	0.0236069799037587	reg1273	0.0396560697847266
TRIM74	753	0	214.426323043669	0.0236069799037587	reg1305	0.0119318999982822
SAMD9	4770	0	122.669068434309	0.0236069799037587	reg1325	0.0033875138364042
GNG11	222	0	166.874239826966	0.0236069799037587	reg1326	0.0363526698754822
MKLN1	2211	0	133.28689495909	0.0236069799037587	reg1364	0.0362986563433675
KMT2C	14922	4	147.432543655368	0.0236069799037587	reg1384	0.0283472346332843
SLC35G5	1017	0	129.527418429458	0.0236069799037587	reg1403	1.28381167502177e-05
CHRNB3	1378	1	150.877719332679	0.0236069799037587	reg1434	0.00136041633082827
RRS1	1098	1	125.148203603346	0.0236069799037587	reg1459	0.00878607091279716
MSC	621	1	191.115630362159	0.0236069799037587	reg1464	0.00663924636229498
IMPA1	1120	0	140.325890222586	0.0236069799037587	reg1474	0.011338521131339
SYBU	2069	1	164.627190658146	0.0236069799037587	reg1502	0.0470118442079821
TATDN1	1147	0	136.806482552301	0.0236069799037587	reg1517	0.0113046959125901
POU5F1B	1080	0	144.168528922262	0.0236069799037587	reg1520	0.0111395968216532
CCDC166	1320	0	213.709856041327	0.0236069799037587	reg1536	0.00320501885313862
MLLT3	1710	1	127.52928691374	0.0236069799037587	reg1558	0.00155731451286212
IFNA7	570	0	138.540603270523	0.0236069799037587	reg1559	1.73588737251624e-06
PRSS3	1056	0	136.901896476519	0.0236069799037587	reg1572	0.000480926126105721
FLJ00273	435	0	115.188708807294	0.0236069799037587	reg1573	0.0488442704934459
AL354718.1	270	0	185.729096566823	0.0236069799037587	reg1576	0.0488820503511002
GCNT1	1287	0	137.881092385052	0.0236069799037587	reg1618	0.0142550370068459
NTRK2	2584	0	135.89999360384	0.0236069799037587	reg1625	0.0496163244408641
BICD2	2574	1	167.526325601122	0.0236069799037587	reg1633	0.0101872242681641
OR13D1	1041	0	168.319979086441	0.0236069799037587	reg1645	0.0139199845910504
OLFML2A	1986	0	131.635600438397	0.0236069799037587	reg1665	0.0292169329865022
CEL	2271	0	121.4066357945	0.0236069799037587	reg1673	0.0321839750542914
TRAF2	1662	0	205.604313549937	0.0236069799037587	reg1678	0.0472811404287737
DMD	11250	2	106.924585918471	0.0236069799037587	reg2908	0.036216628900984
RBM10	2793	0	104.820019404877	0.0236069799037587	reg2923	0.0358704657366012
ZXDA	2400	1	144.73313863864	0.0236069799037587	reg2933	0.0486710335197917
TEX11	2860	1	115.311638674312	0.0236069799037587	reg2945	0.0443942504461483
CAPN6	1926	2	110.712328309431	0.0236069799037587	reg2986	0.020085444062759
SLC25A5	897	0	119.414454235754	0.0236069799037587	reg2994	0.000201534870361738
USP26	2742	0	94.1678541681901	0.0236069799037587	reg3008	0.0285640136662795
MAGEA10	1110	0	122.335691996072	0.0236069799037587	reg3027	0.00858968547517211
