gene	len	ct	mu	sigma	region	p-value
IER3IP1	249	0	145.649254137526	0.0236069799037587	reg2620	0.0431273767013447
SERPINB3	1173	0	174.352000386164	0.0236069799037587	reg2638	0.0365163297810409
SALL3	3906	0	290.16000754293	0.0236069799037587	reg2653	0.0323233218498563
THEG	1339	0	197.921573825692	0.0236069799037587	reg2656	0.024739618875874
PTBP1	1852	1	197.921573825692	0.0236069799037587	reg2656	0.0445191794543681
PLIN5	1686	0	149.517493275038	0.0236069799037587	reg2659	0.00425654936706563
NRTN	594	0	164.573227987525	0.0236069799037587	reg2660	0.00732369695212192
MYO1F	3327	2	148.657808473647	0.0236069799037587	reg2664	0.00793676269213387
OR7G1	1022	0	148.657808473647	0.0236069799037587	reg2664	0.0234216997182643
OR7G3	939	0	148.657808473647	0.0236069799037587	reg2664	0.0200239063230198
ZNF177	2511	0	148.657808473647	0.0236069799037587	reg2664	0.0209094732768725
OLFM2	1500	0	146.466437073444	0.0236069799037587	reg2665	0.00438106935326856
S1PR2	1062	0	146.466437073444	0.0236069799037587	reg2665	0.0221017934053444
ZNF433	2187	0	165.489618058041	0.0236069799037587	reg2667	0.0161084169767874
LPHN1	4497	2	164.441817100832	0.0236069799037587	reg2669	0.0274396858830737
CALR3	1155	0	139.157182880672	0.0236069799037587	reg2671	9.67490126521313e-05
GDF15	927	0	116.5974532081	0.0236069799037587	reg2673	0.012652612914828
ZNF91	3692	1	228.670768034738	0.0236069799037587	reg2676	0.000407460377237265
COX7A1	240	0	140.436553167613	0.0236069799037587	reg2690	0.048955574703885
PAF1	1750	0	162.224293823707	0.0236069799037587	reg2694	0.00554879787548324
BCKDHA	1831	0	204.994994275321	0.0236069799037587	reg2696	0.0495236321836687
MEGF8	8589	1	150.74294735291	0.0236069799037587	reg2697	0.00867800648680855
ZNF229	2478	0	151.174413065429	0.0236069799037587	reg2700	0.0159310849530691
BLOC1S3	609	0	151.174413065429	0.0236069799037587	reg2700	0.00743571949522688
GYS1	2391	0	167.298926579609	0.0236069799037587	reg2704	0.0194867876004077
TSKS	1842	0	134.73173651199	0.0236069799037587	reg2705	0.000790890803179044
SIGLEC10	2102	1	192.167715932127	0.0236069799037587	reg2706	0.000566941170891038
ZNF534	2336	3	125.37096533581	0.0236069799037587	reg2707	0.0250070002561542
GALP	351	0	217.794383836988	0.0236069799037587	reg2711	0.00518183149805624
ZSCAN5A	1524	0	217.794383836988	0.0236069799037587	reg2711	0.00132589610491431
ZNF586	1583	1	109.194161136856	0.0236069799037587	reg2713	0.044617792729767
ZNF587B	2042	0	109.194161136856	0.0236069799037587	reg2713	0.001061996155287
OSR1	801	0	137.524799121651	0.0236069799037587	reg269	0.0193802948888545
TDRD15	5805	0	105.165888416261	0.0236069799037587	reg270	0.00730332033884456
ITSN2	5222	1	121.183088876769	0.0236069799037587	reg274	0.00363715205359397
EFR3B	2499	0	127.937725568967	0.0236069799037587	reg275	0.0141904768834605
SLC3A1	2391	1	118.918512675822	0.0236069799037587	reg294	0.0121407369644908
USP34	10645	0	115.639008744	0.0236069799037587	reg311	0.0276078873793085
SPRED2	1420	0	133.719922736992	0.0236069799037587	reg315	0.03905969145963
PROKR1	1182	0	128.297334192359	0.0236069799037587	reg318	0.0027969058068683
DNAH6	12540	4	181.51202377586	0.0236069799037587	reg334	0.0147005016706245
UNC50	854	0	128.330303058246	0.0236069799037587	reg349	0.0134964919374125
C2orf49	813	0	181.425471713313	0.0236069799037587	reg355	0.0169323321811246
POLR1B	3526	0	155.522610330441	0.0236069799037587	reg363	0.0376981502976149
NT5DC4	1287	0	155.522610330441	0.0236069799037587	reg363	0.0294657687173475
TUBA3E	1353	0	236.863997125877	0.0236069799037587	reg380	0.0340004094906222
ARHGEF4	4997	1	211.138793733508	0.0236069799037587	reg381	0.0116246202350377
XIRP2	12295	1	181.83633263843	0.0236069799037587	reg417	0.0336973330457407
TTN	114431	12	128.234168683595	0.0236069799037587	reg429	0.00814392453931313
TFPI	1043	1	161.720326595589	0.0236069799037587	reg438	0.0314379106896035
TMEFF2	1227	0	129.160754748836	0.0236069799037587	reg442	0.0352712572622211
SPATS2L	1951	0	115.829305039888	0.0236069799037587	reg451	0.00924355298702681
CASP8	1713	0	128.511825754886	0.0236069799037587	reg452	0.0437114420386941
ALS2CR12	1338	0	128.511825754886	0.0236069799037587	reg452	0.00239510010976041
NBEAL1	8115	0	147.335746748218	0.0236069799037587	reg453	0.0182271392288344
WDFY1	1233	0	128.557724590284	0.0236069799037587	reg474	0.0248966435478505
NYAP2	1966	0	139.706701765996	0.0236069799037587	reg476	0.00998982080963351
IRS1	3729	1	106.166214372793	0.0236069799037587	reg477	0.0432018781658314
PTMA	779	0	162.352696158181	0.0236069799037587	reg482	0.00931067411306744
UGT1A10	1624	0	157.652134309097	0.0236069799037587	reg485	0.0459031099410484
LRRFIP1	3527	0	143.750623385213	0.0236069799037587	reg488	0.0337650939514873
NSFL1C	1125	0	129.174520365637	0.0236069799037587	reg2715	0.0203113002903482
CENPB	1800	0	127.111971429373	0.0236069799037587	reg2717	0.0369128093791703
RIN2	2835	0	110.461671711412	0.0236069799037587	reg2733	0.0155522356732273
RALGAPA2	5802	3	117.203615296496	0.0236069799037587	reg2734	2.84130940168528e-05
REM1	897	1	144.618343727505	0.0236069799037587	reg2744	0.0202417186239164
WFDC3	707	0	158.902470974213	0.0236069799037587	reg2758	0.0121439547207095
CTCFL	2691	0	132.894358788749	0.0236069799037587	reg2770	0.0481490630155868
CCT8	1650	1	117.488614248289	0.0236069799037587	reg2807	0.0401783735220954
C21orf119	186	0	138.373039105109	0.0236069799037587	reg2810	0.0349243436238829
DOPEY2	6897	1	127.893173504309	0.0236069799037587	reg2814	0.0474074377148275
DNMT3L	1317	0	159.39716493923	0.0236069799037587	reg2822	0.00347018550632097
XKR3	1380	1	301.061036017898	0.0236069799037587	reg2842	0.0487899163177201
AIFM3	1910	0	208.865199005542	0.0236069799037587	reg2846	0.0391479434642012
XBP1	1249	0	143.581071864097	0.0236069799037587	reg2854	2.61508824390398e-06
DRG1	1104	0	132.313960776211	0.0236069799037587	reg2856	0.0154376320648312
NCF4	1383	0	134.555888777629	0.0236069799037587	reg2862	0.0290908057827972
CYP2D6	1503	1	159.111550990057	0.0236069799037587	reg2867	0.00228959189420676
IRAK2	1878	0	144.531305073338	0.0236069799037587	reg503	0.0464138034396559
ZCWPW2	1547	0	154.757039528686	0.0236069799037587	reg521	0.0063174417379055
ZNF502	1635	0	119.692842925901	0.0236069799037587	reg537	0.0499990481537988
RNF123	4008	0	150.438753523048	0.0236069799037587	reg542	0.0338594491879782
SUCLG2	1517	0	146.731517861393	0.0236069799037587	reg560	0.0390812266681774
CNTN3	3087	0	170.568801218249	0.0236069799037587	reg567	0.0364459854446449
FRG2C	849	0	203.639703913246	0.0236069799037587	reg569	0.0213869130927587
ATP6V1A	1854	0	123.847918864925	0.0236069799037587	reg606	0.00654113580772273
ARHGAP31	4348	0	130.66241414334	0.0236069799037587	reg612	0.0115379127848068
ABTB1	1437	0	123.740687240005	0.0236069799037587	reg620	0.0372670772017623
COPB2	2811	1	133.150475529713	0.0236069799037587	reg632	0.0254327016351966
RAP2B	552	0	145.069913448184	0.0236069799037587	reg645	0.0100619661577192
GPR149	2196	0	183.683237542758	0.0236069799037587	reg647	0.0328481602354115
PLD1	3259	0	101.93135790866	0.0236069799037587	reg664	0.037471053158265
PIK3CA	3209	0	143.128402257942	0.0236069799037587	reg671	5.31292705598807e-07
TTC14	2573	0	188.836932614665	0.0236069799037587	reg673	0.0307103227325526
EHHADH	2225	0	121.581131221474	0.0236069799037587	reg677	0.00133070512553399
TPRG1	962	0	114.553293823084	0.0236069799037587	reg681	0.00182784668258391
FAM43A	1272	0	120.991280419154	0.0236069799037587	reg686	0.0418364309928748
ZNF141	1541	0	123.523552412232	0.0236069799037587	reg693	0.025165651211808
OTOP1	1839	3	212.386742067806	0.0236069799037587	reg695	3.36187059694556e-06
CCNG2	1163	0	110.512888403427	0.0236069799037587	reg768	0.0189316938231656
ADAD1	1731	1	150.413386856986	0.0236069799037587	reg814	0.0417902875095421
SFRP2	888	0	133.535159744003	0.0236069799037587	reg845	0.0167883393432723
FRG1	777	0	245.753202397656	0.0236069799037587	reg880	0.0170854528020577
AC026740.1	744	1	313.438527981564	0.0236069799037587	reg883	0.0274227425780771
CDH12	2385	1	225.785707617334	0.0236069799037587	reg904	0.0395636905256862
TTC23L	1086	0	143.99483693026	0.0236069799037587	reg917	0.0276768711346799
SPEF2	6486	1	143.99483693026	0.0236069799037587	reg917	0.00532459199558085
SKP2	1447	0	119.975329327703	0.0236069799037587	reg918	0.0399669023282173
MAP3K1	4539	0	120.769492106115	0.0236069799037587	reg938	8.33979951060482e-08
PIK3R1	2399	1	136.709053404359	0.0236069799037587	reg949	0.00159021352668291
ANKDD1B	1587	0	131.767890754351	0.0236069799037587	reg956	0.0319769450585214
BHMT2	1092	0	132.129881093154	0.0236069799037587	reg960	0.0203232365418352
ACOT12	1676	0	123.459776553389	0.0236069799037587	reg962	0.0388809591673244
CHD1	5133	0	173.670498501071	0.0236069799037587	reg980	0.0290673467751735
FAM174A	573	0	218.53098232641	0.0236069799037587	reg982	0.0099827254753243
PGGT1B	1134	0	152.096295762769	0.0236069799037587	reg996	0.0301496205248285
MEGF10	3434	0	147.99411931623	0.0236069799037587	reg1008	0.00114883845989102
C5orf24	608	0	128.090055664856	0.0236069799037587	reg1015	0.00774510592581731
PCDHGA4	2796	0	189.10111465264	0.0236069799037587	reg1022	0.0216987254547681
PCDHGB2	2796	0	189.10111465264	0.0236069799037587	reg1022	0.0216987254547681
GRXCR2	747	0	117.959717065384	0.0236069799037587	reg1027	0.00894899594619587
DPYSL3	2094	1	135.867422595988	0.0236069799037587	reg1028	0.0109699418047143
SPINK5	3297	0	128.027370237359	0.0236069799037587	reg1029	0.0332545696632482
CSNK1A1	1143	0	99.7707423026549	0.0236069799037587	reg1030	0.0202790638747548
CAMK2A	1470	0	116.694861811044	0.0236069799037587	reg1031	0.0442548950227621
NMUR2	1248	0	153.179297290882	0.0236069799037587	reg1033	0.0302323592031964
MYLIP	1338	0	107.794491545868	0.0236069799037587	reg1078	0.0275407443224571
HIST1H2BD	381	0	216.414023620093	0.0236069799037587	reg1088	0.00450919745052669
ZNF165	1458	0	140.757402917062	0.0236069799037587	reg1090	0.0106355881626167
TUBB	1338	0	163.322811723724	0.0236069799037587	reg1092	0.0433867202481301
AIF1	511	0	149.349270043431	0.0236069799037587	reg1093	0.00494270154660991
SKIV2L	3753	0	149.349270043431	0.0236069799037587	reg1093	0.0414934127025415
C6orf222	1959	0	107.506130580719	0.0236069799037587	reg1098	0.0498862367700945
PI16	1392	0	107.506130580719	0.0236069799037587	reg1098	0.0269612464582111
NFKBIE	1503	0	124.054570243716	0.0236069799037587	reg1106	0.0260836559339934
PTP4A1	657	0	164.764773362005	0.0236069799037587	reg1126	0.0108561632500866
GABRR1	1440	0	152.975869035	0.0236069799037587	reg1151	0.00481306023020094
PLN	159	0	179.228452512605	0.0236069799037587	reg1180	0.0426028633252724
LAMA2	9369	0	150.984544035452	0.0236069799037587	reg1191	0.0214719181381814
STX7	813	0	140.933070782106	0.0236069799037587	reg1194	0.017302103902204
TAAR2	1056	0	140.933070782106	0.0236069799037587	reg1194	0.0280578815707748
PHACTR2	2176	0	114.957289813905	0.0236069799037587	reg1206	0.00921883171554074
MLLT4	5843	1	173.317510275713	0.0236069799037587	reg1231	0.00892761667157741
SNX8	1450	0	181.832734064848	0.0236069799037587	reg1235	0.0347702031246247
SDK1	6662	5	112.870771919367	0.0236069799037587	reg1236	0.0374387607357776
PDE1C	2452	2	207.309898387298	0.0236069799037587	reg1265	0.00603761414376509
VPS41	2651	0	159.822613872536	0.0236069799037587	reg1271	0.0378439487717857
GBAS	861	0	177.149004878228	0.0236069799037587	reg1288	0.0167532058282955
ZNF716	1488	2	177.149004878228	0.0236069799037587	reg1288	0.00506526653108281
CALN1	786	0	198.503596508901	0.0236069799037587	reg1304	0.0348942505981925
AKAP9	12065	0	156.592835118936	0.0236069799037587	reg1324	0.0220547440897043
GJC3	840	0	153.44958753228	0.0236069799037587	reg1332	0.0191730638606621
CNPY4	747	0	153.44958753228	0.0236069799037587	reg1332	0.000962174140568388
NDUFB2	658	0	164.730594855149	0.0236069799037587	reg1373	0.0100311130343148
KMT2C	14922	4	147.432543655368	0.0236069799037587	reg1384	0.00202776366139809
BIN3	901	0	114.809987949065	0.0236069799037587	reg1414	0.0145455638317028
ADAM32	2616	0	193.69123557654	0.0236069799037587	reg1431	0.0366792154829745
OPRK1	1143	0	155.683079395429	0.0236069799037587	reg1446	0.0304752949643525
PREX2	4821	1	168.094971747045	0.0236069799037587	reg1460	0.00799412675177172
PI15	777	0	158.744468273194	0.0236069799037587	reg1467	0.018351574044081
ZFPM2	3456	1	181.869908904951	0.0236069799037587	reg1498	0.0121285681508692
TRPS1	3977	0	151.482113976315	0.0236069799037587	reg1508	0.00592520760011619
TG	8396	1	150.136558285791	0.0236069799037587	reg1526	0.00228456226630613
SHARPIN	1164	0	213.709856041327	0.0236069799037587	reg1536	0.00282466465130734
AL158147.2	141	0	141.577619057646	0.0236069799037587	reg1543	0.0246473585651443
IL33	813	1	145.683957349983	0.0236069799037587	reg1544	0.0130834661672082
MPDZ	6255	0	133.013620332926	0.0236069799037587	reg1551	0.0437974482266113
CCDC171	4122	0	159.955627462195	0.0236069799037587	reg1553	0.0108972392812316
CNTFR	1119	0	136.901896476519	0.0236069799037587	reg1572	0.0231800380024583
OR2S2	960	0	115.188708807294	0.0236069799037587	reg1573	0.0165998514084791
PIP5K1B	1627	0	153.004076523915	0.0236069799037587	reg1609	0.0474676824275116
C9orf135	769	0	153.004076523915	0.0236069799037587	reg1609	0.0119697329728339
