gene	len	ct	mu	sigma	region	p-value
TRIM21	1451	0	197.820527838055	0.0236069799037587	reg1818	0.00727059372595443
OR52I2	1053	0	197.820527838055	0.0236069799037587	reg1818	0.032531635400784
OR51G1	966	0	197.820527838055	0.0236069799037587	reg1818	0.0278004679480279
HBB	444	0	204.36848229606	0.0236069799037587	reg1819	0.0117242200154547
OR51B5	939	0	204.36848229606	0.0236069799037587	reg1819	0.0465354839808399
RBMXL2	1179	1	168.43837346649	0.0236069799037587	reg1821	0.0370525807827951
OLFML1	1209	0	168.43837346649	0.0236069799037587	reg1821	0.0387659914982209
NLRP10	1968	1	168.43837346649	0.0236069799037587	reg1821	0.014694220874279
TMEM9B	666	0	132.814491147499	0.0236069799037587	reg1822	0.0138444770727759
SCUBE2	3139	0	136.781482688032	0.0236069799037587	reg1823	0.00434748535701351
LUZP2	1041	0	199.916386359284	0.0236069799037587	reg1838	0.0175525064898434
ACP2	1446	0	139.00663399616	0.0236069799037587	reg1861	0.0321625845978444
CELF1	1545	0	139.00663399616	0.0236069799037587	reg1861	0.036258242368915
OR4C5	981	0	139.00663399616	0.0236069799037587	reg1861	0.0157092834865566
OR4C12	930	0	322.290094953213	0.0236069799037587	reg1863	0.048457038661855
CTNND1	2940	0	153.098078568289	0.0236069799037587	reg1871	0.0401147790199568
OR1S2	978	0	153.098078568289	0.0236069799037587	reg1871	0.0260667352807439
MS4A3	645	0	171.845870440577	0.0236069799037587	reg1873	0.0162307895887174
FADS1	1559	0	131.938799597899	0.0236069799037587	reg1875	0.0330497132073403
CHRM1	1383	0	147.902974715702	0.0236069799037587	reg1876	0.0282494594413881
SLC22A11	1653	0	127.25154405486	0.0236069799037587	reg1878	0.032302202790497
TM7SF2	1304	0	127.25154405486	0.0236069799037587	reg1878	0.0209024512347591
MRPL11	652	0	125.769097400469	0.0236069799037587	reg1880	0.00448904072835961
PGM2L1	1869	0	127.652816712825	0.0236069799037587	reg1888	0.0464848795975919
PAK1	1723	0	136.806702371118	0.0236069799037587	reg1891	0.039577064776489
CUL5	2343	0	160.043559114887	0.0236069799037587	reg1921	0.0207014554282751
CBL	2721	0	136.758173870389	0.0236069799037587	reg1933	0.015139179496683
SCN3B	648	0	160.844842549075	0.0236069799037587	reg1937	0.0261078020907982
DCP1B	1894	0	171.684248625379	0.0236069799037587	reg1951	0.0187224113517834
CLEC1A	843	0	173.619176106796	0.0236069799037587	reg1959	0.0264691676095238
CLEC7A	985	0	173.619176106796	0.0236069799037587	reg1959	0.0351442448071794
TAS2R9	939	0	173.619176106796	0.0236069799037587	reg1959	0.0322276219121418
TAS2R30	960	1	153.201092382187	0.0236069799037587	reg1960	0.0013599902053158
ETV6	1443	0	153.201092382187	0.0236069799037587	reg1960	0.0407703539235049
ARHGDIB	606	0	110.890722133674	0.0236069799037587	reg1964	0.0168818357450771
GYS2	2112	0	170.618716633288	0.0236069799037587	reg1970	0.0153635438389376
BCAT1	1206	0	149.323748212471	0.0236069799037587	reg1974	0.0476291094757037
TSPAN11	858	0	162.679754592426	0.0236069799037587	reg1980	0.0125761372224158
MUC19	12915	4	160.78070419213	0.0236069799037587	reg1989	0.0469504372466917
ARID2	5531	0	132.188517547191	0.0236069799037587	reg1995	0.0129909480728094
LARP4	2240	0	135.159454250423	0.0236069799037587	reg1999	0.0121235726109939
ZNF740	582	0	132.06440184179	0.0236069799037587	reg2002	0.00584860316365752
OR10A7	951	1	230.704796257904	0.0236069799037587	reg2004	0.0327931344963559
OR6C74	939	0	230.704796257904	0.0236069799037587	reg2004	0.0320458567274564
OR6C75	939	0	230.704796257904	0.0236069799037587	reg2004	0.0320458567274564
OR6C65	939	0	230.704796257904	0.0236069799037587	reg2004	0.0320458567274564
TMEM5	1332	1	153.169832291689	0.0236069799037587	reg2013	0.0458898583084419
XPOT	2889	0	153.169832291689	0.0236069799037587	reg2013	0.0388009912621714
CPSF6	1774	0	116.259162339615	0.0236069799037587	reg2018	0.00438394586728195
OTOGL	7077	3	158.329464209143	0.0236069799037587	reg2029	0.0332082605455258
SCYL2	2790	2	134.012636872459	0.0236069799037587	reg2049	0.0407751271628205
ACACB	7507	0	98.3421734276057	0.0236069799037587	reg2059	0.0338841263823699
VPS37B	963	0	114.073460851106	0.0236069799037587	reg2072	0.0106894159098473
MPHOSPH9	3656	0	114.073460851106	0.0236069799037587	reg2072	0.00315600049309538
GTF2H3	1018	0	143.443256744907	0.0236069799037587	reg2073	0.0144947481482923
FLT3	2991	1	128.63129833969	0.0236069799037587	reg2110	0.0326130541256886
ZC3H13	5037	1	151.666704452259	0.0236069799037587	reg2128	0.0452369000239064
CDADC1	1593	0	111.159302648563	0.0236069799037587	reg2131	0.0386485181526387
KCNRG	917	0	112.264566744774	0.0236069799037587	reg2132	0.0143477621635912
C13orf35	366	0	188.454852532068	0.0236069799037587	reg2195	0.0455307068027447
OR4K1	936	1	308.504905245626	0.0236069799037587	reg2217	0.0290701937315109
TMEM253	654	0	134.006570744299	0.0236069799037587	reg2218	0.00966259652017267
MYH7	5808	4	134.2650737237	0.0236069799037587	reg2220	0.00635416460637321
NOP9	1917	0	142.390361354554	0.0236069799037587	reg2221	0.0351270954049104
KHNYN	2037	0	142.390361354554	0.0236069799037587	reg2221	0.0391869605150335
SEC23A	2458	0	151.889360802669	0.0236069799037587	reg2236	0.00273305840807168
L2HGDH	1609	0	118.082261683738	0.0236069799037587	reg2247	0.0367682930916556
EXD2	1866	2	102.222925613367	0.0236069799037587	reg2266	0.00448075708474412
BAG5	1467	1	169.614126223199	0.0236069799037587	reg2301	0.00317886638277378
ZNF770	2076	0	128.873260402859	0.0236069799037587	reg2339	0.0111686667749512
CALML4	591	1	117.739153545721	0.0236069799037587	reg2372	0.00761318135300202
CHRNB4	1675	0	141.13570520531	0.0236069799037587	reg2382	0.0395717106561812
ST20	240	0	118.036986402547	0.0236069799037587	reg2384	0.0478073243351591
SEMA4B	2662	1	130.541124347225	0.0236069799037587	reg2394	0.0119670193876556
IGF1R	4104	1	145.204143608281	0.0236069799037587	reg2403	0.012177188614629
AXIN1	2647	2	176.716356882379	0.0236069799037587	reg2407	0.00200724483966749
TMEM8A	2385	1	176.716356882379	0.0236069799037587	reg2407	0.0206003441689095
NHLRC4	372	0	176.716356882379	0.0236069799037587	reg2407	0.0332921518728697
NAA60	1707	0	121.441716169422	0.0236069799037587	reg2409	0.0279828587112278
GPRC5B	1338	0	122.033626388207	0.0236069799037587	reg2425	0.0246728551104559
CDIPT	892	0	253.391777459788	0.0236069799037587	reg2435	0.00298115719801888
BRD7	1959	0	125.922395067873	0.0236069799037587	reg2456	0.00669837827456014
HP	1340	0	121.052791448875	0.0236069799037587	reg2478	0.0367285653692063
OR1E1	945	0	186.848779405841	0.0236069799037587	reg2499	0.0120799245686274
OR1E2	972	0	186.848779405841	0.0236069799037587	reg2499	0.0127400616029305
TP53	1378	0	131.283009751374	0.0236069799037587	reg2503	3.67838918032096e-41
MYH4	5820	0	157.784810152016	0.0236069799037587	reg2506	0.030905395482197
SUPT6H	5181	0	156.244957844855	0.0236069799037587	reg2523	0.020172749026451
FKBP10	1932	0	166.553345875102	0.0236069799037587	reg2535	0.017747620715687
G6PC	1074	0	144.04784892208	0.0236069799037587	reg2536	3.68058573242626e-05
SPATA20	2409	1	95.0316521425281	0.0236069799037587	reg2544	0.0108125947204286
APOH	1038	1	120.6359517035	0.0236069799037587	reg2560	0.0203757112763058
KCNJ16	1386	0	139.249440732313	0.0236069799037587	reg2564	0.0134128883835214
C1QTNF1	876	1	122.68432626921	0.0236069799037587	reg2572	0.0142890833745094
LRRC30	906	0	152.838981039632	0.0236069799037587	reg2584	0.0300148507103543
PTPN2	1539	0	153.2171160459	0.0236069799037587	reg2589	0.0390942160167156
MIB1	3021	1	119.386414841867	0.0236069799037587	reg2596	0.0158997787940962
C18orf8	2047	0	101.735310008607	0.0236069799037587	reg2598	0.00677886088415831
ACAA2	1201	1	110.43728386838	0.0236069799037587	reg2624	0.0172130511798093
ZCCHC2	3927	0	124.031961184816	0.0236069799037587	reg2637	0.045565309218177
UQCR11	171	0	197.921573825692	0.0236069799037587	reg2656	0.0173387894916989
ZNF555	1887	0	184.489537430742	0.0236069799037587	reg2657	0.0296753917540381
C19orf45	1518	0	173.275179271388	0.0236069799037587	reg2661	0.0336078359231148
ZNF177	2511	0	148.657808473647	0.0236069799037587	reg2664	0.0186478489813494
ICAM4	913	0	146.466437073444	0.0236069799037587	reg2665	0.0113901098290469
AP1M2	1621	1	146.466437073444	0.0236069799037587	reg2665	0.00308828804558379
ZNF442	1884	0	165.489618058041	0.0236069799037587	reg2667	0.0437655083288759
OR7C2	960	0	179.523053061716	0.0236069799037587	reg2670	0.0190544868747225
OR10H3	951	0	179.523053061716	0.0236069799037587	reg2670	0.0187233327712645
BABAM1	1176	0	162.894605022942	0.0236069799037587	reg2672	0.0204657556667861
JAK3	3453	0	162.894605022942	0.0236069799037587	reg2672	0.0272996671643375
SUGP2	3442	0	141.70544441116	0.0236069799037587	reg2674	0.0382673502650758
SLC7A9	1464	0	138.893404300948	0.0236069799037587	reg2688	0.0263694464513535
KCTD15	966	0	144.71065201884	0.0236069799037587	reg2689	0.0234844390427042
ZNF181	1848	0	140.436553167613	0.0236069799037587	reg2690	0.0426986610344533
FFAR2	993	0	140.436553167613	0.0236069799037587	reg2690	0.0136234467326685
PRODH2	1619	0	140.436553167613	0.0236069799037587	reg2690	0.0336557604452927
ZNF383	1428	0	131.239492403657	0.0236069799037587	reg2693	0.000214019294784327
ZNF569	2138	0	131.239492403657	0.0236069799037587	reg2693	0.00911265228323285
C19orf33	380	0	131.239492403657	0.0236069799037587	reg2693	0.00264630576971698
DYRK1B	1932	0	184.320947029564	0.0236069799037587	reg2695	0.00467591963845482
ITPKC	2052	0	204.994994275321	0.0236069799037587	reg2696	0.00453321040836358
CEACAM6	1035	0	150.74294735291	0.0236069799037587	reg2697	0.0188326826241194
PSG11	1287	0	345.373995635348	0.0236069799037587	reg2698	0.041485970093482
ZNF226	2497	0	151.174413065429	0.0236069799037587	reg2700	0.0066347343519915
APOE	1032	1	151.174413065429	0.0236069799037587	reg2700	0.0107240167259193
PNMAL1	1342	1	142.867768384052	0.0236069799037587	reg2701	0.00195240702226722
SPHK2	2550	1	167.298926579609	0.0236069799037587	reg2704	0.00662578728636583
KLK7	762	0	192.167715932127	0.0236069799037587	reg2706	0.0232900387306767
NKG7	584	0	192.167715932127	0.0236069799037587	reg2706	0.0141854419974049
SIGLEC12	1861	0	192.167715932127	0.0236069799037587	reg2706	0.0203927565521736
LAIR2	475	0	224.796045749727	0.0236069799037587	reg2710	0.00423177405988043
NCR1	915	0	224.796045749727	0.0236069799037587	reg2710	0.0148040677174265
ZNF583	1710	0	217.794383836988	0.0236069799037587	reg2711	0.0429993761202005
ZNF776	1582	0	109.194161136856	0.0236069799037587	reg2713	0.016623163778493
APOB	13775	0	105.165888416261	0.0236069799037587	reg270	0.0176832056213884
DPYSL5	1695	0	135.427940945478	0.0236069799037587	reg277	0.0373916125236459
KHK	1032	0	135.427940945478	0.0236069799037587	reg277	0.0149925279412993
BRE	1528	0	97.192232349428	0.0236069799037587	reg278	0.0410016392209759
PKDCC	1482	0	133.846616290258	0.0236069799037587	reg292	0.0408140830837479
RTN4	3700	0	122.338644516903	0.0236069799037587	reg305	0.00183521053531107
MEIS1	1907	0	180.964065280664	0.0236069799037587	reg316	0.0320457091741544
KCMF1	1146	0	111.38392785813	0.0236069799037587	reg335	0.014153598412404
NPHP1	2368	0	112.046984344766	0.0236069799037587	reg361	0.0371717675319413
ARHGAP15	1461	0	134.95827266749	0.0236069799037587	reg394	0.0224314743696399
ACVR2A	1542	0	178.966800962992	0.0236069799037587	reg397	0.00845154324495946
PRPF40A	2941	2	123.014789324861	0.0236069799037587	reg403	0.0193268356184672
XIRP2	12295	1	181.83633263843	0.0236069799037587	reg417	0.0169763889523899
UBR3	5865	1	127.415881601485	0.0236069799037587	reg420	0.0141749144721257
DYNC1I2	1982	0	123.546366137338	0.0236069799037587	reg422	0.0106715491322386
OLA1	1258	0	106.024653145723	0.0236069799037587	reg425	0.0381011669967441
NFE2L2	1980	0	140.222117255927	0.0236069799037587	reg428	0.00091302466199286
DFNB59	1059	0	128.234168683595	0.0236069799037587	reg429	0.0398608601511713
SDPR	1278	0	129.160754748836	0.0236069799037587	reg442	0.0425816721301947
SF3B1	4045	1	147.320763109715	0.0236069799037587	reg448	0.0348114556582139
TYW5	948	0	158.311877087729	0.0236069799037587	reg450	0.0238537911818637
WDR12	1272	1	147.335746748218	0.0236069799037587	reg453	0.0312508484713484
C2orf62	1164	0	120.100513775952	0.0236069799037587	reg469	0.0217815620159177
SP140	2776	0	123.984839240607	0.0236069799037587	reg481	0.0187762339246063
AC106876.2	261	0	162.001212271218	0.0236069799037587	reg483	0.0447266031878872
NEU2	1143	1	162.001212271218	0.0236069799037587	reg483	0.017753610627525
HDAC4	3520	1	160.064785054745	0.0236069799037587	reg491	0.0217435167149874
CXXC11	1719	0	168.607863646331	0.0236069799037587	reg492	0.0225009494599683
PLCB1	3976	0	123.936717801618	0.0236069799037587	reg2722	0.0107999061105647
MYLK2	1791	0	144.618343727505	0.0236069799037587	reg2744	0.0499372156820701
CDK5RAP1	1806	0	130.776888414933	0.0236069799037587	reg2745	0.0482048360687072
ROMO1	263	0	112.465784365564	0.0236069799037587	reg2747	0.045487935184931
PHF20	3074	0	112.465784365564	0.0236069799037587	reg2747	0.0183797240404506
NDRG3	1233	1	143.238601307422	0.0236069799037587	reg2749	0.0194332667638142
LBP	1446	0	104.071477870924	0.0236069799037587	reg2750	0.0253225871817493
HNF4A	1639	1	121.562005404009	0.0236069799037587	reg2757	0.00575631000705252
SALL4	3162	1	149.577800842674	0.0236069799037587	reg2764	0.0218556257452458
SLC5A3	4314	2	101.934312037063	0.0236069799037587	reg2812	0.0104021111460185
DYRK1A	2417	0	112.086433217303	0.0236069799037587	reg2815	0.0141738948099394
CSTB	297	0	159.39716493923	0.0236069799037587	reg2822	0.0470516200190626
IGLL5	648	0	187.842358433841	0.0236069799037587	reg2848	0.00636270963848016
SLC5A4	1980	1	154.198332312492	0.0236069799037587	reg2857	0.0430851245958068
FBXO7	1606	0	154.198332312492	0.0236069799037587	reg2857	0.0295261659043249
SLC25A17	1019	0	136.341763316364	0.0236069799037587	reg2866	0.0109722157624829
ARFGAP3	1570	0	160.025767811876	0.0236069799037587	reg2868	0.0160475021174751
PRR5	1505	0	147.350642219495	0.0236069799037587	reg2870	0.034897981169745
KIAA0930	1422	0	147.350642219495	0.0236069799037587	reg2870	0.0314871447330717
THUMPD3	1528	0	106.08694843404	0.0236069799037587	reg502	0.0397574297558679
RPUSD3	1310	0	106.08694843404	0.0236069799037587	reg502	0.002671633260872
SH3BP5	1368	0	122.265638531455	0.0236069799037587	reg508	0.0276013914143081
ACAA1	1296	0	137.831170959999	0.0236069799037587	reg531	0.0324626418795471
CTNNB1	2346	0	133.035335142788	0.0236069799037587	reg534	0.01838961274629
VIPR1	1374	0	115.005302512934	0.0236069799037587	reg535	0.0370864341251534
ZNF197	3125	0	119.692842925901	0.0236069799037587	reg537	0.0499166911824796
DOCK3	6093	1	173.302958103892	0.0236069799037587	reg544	0.0453962237757221
GLYCTK	1705	0	121.581301085795	0.0236069799037587	reg545	0.0335551334576336
BAP1	2259	0	121.581301085795	0.0236069799037587	reg545	0.00684631767067753
SENP7	3307	1	141.080183405859	0.0236069799037587	reg594	0.046124512290315
SLC9C1	3534	0	136.225650907942	0.0236069799037587	reg604	0.0260403974218714
TMEM39A	1467	0	130.66241414334	0.0236069799037587	reg612	0.0453763685093777
CCDC14	2981	0	114.902086804898	0.0236069799037587	reg616	0.024024568990866
CPNE4	1728	1	177.136727915242	0.0236069799037587	reg624	0.0335172834254898
ANKUB1	1684	0	121.154200461268	0.0236069799037587	reg642	0.00843959270734283
IGSF10	7966	0	151.1219333582	0.0236069799037587	reg644	0.0278120413825813
AADACL2	1206	0	151.1219333582	0.0236069799037587	reg644	0.0456990738885599
B3GALNT1	1356	0	201.057644739225	0.0236069799037587	reg654	0.0337603037309232
MAP3K13	3067	0	136.688639342896	0.0236069799037587	reg678	0.0363094791895349
LIPH	1356	0	136.688639342896	0.0236069799037587	reg678	0.0405840380908875
GAK	4068	0	123.523552412232	0.0236069799037587	reg693	0.0309895517408082
CPZ	2010	0	200.582964695466	0.0236069799037587	reg698	0.0342686832357381
RBM47	1782	0	118.417949903233	0.0236069799037587	reg730	0.0437700543133867
ATP8A1	3573	0	159.830334702055	0.0236069799037587	reg733	0.0160689692270392
ALB	1922	0	154.249857542864	0.0236069799037587	reg765	1.33779506775273e-09
ADH1B	1128	0	170.522315560459	0.0236069799037587	reg791	0.0221297438024491
MMAA	1257	0	127.855847049773	0.0236069799037587	reg837	0.0409006688224022
NPY5R	1338	0	195.90242693439	0.0236069799037587	reg855	0.0267802761830091
AADAT	1330	1	117.947664857587	0.0236069799037587	reg861	0.0284703848450284
GLRA3	1395	1	161.127943648729	0.0236069799037587	reg866	0.022289658778809
SORBS2	4739	0	121.106024016866	0.0236069799037587	reg877	0.0482632826352448
MARCH6	2799	0	120.32553236426	0.0236069799037587	reg892	0.0229354177740008
IL7R	1556	0	143.99483693026	0.0236069799037587	reg917	0.0463567281581201
CCNO	1053	0	133.325363643993	0.0236069799037587	reg936	0.0203918676463315
IL31RA	2586	0	123.257797376676	0.0236069799037587	reg937	0.023976175130133
CD180	1986	1	116.028699923768	0.0236069799037587	reg948	0.0115458428381582
BDP1	7875	1	119.098139111606	0.0236069799037587	reg952	0.00718251157062428
MAP1B	7458	0	119.098139111606	0.0236069799037587	reg952	0.0008440163542427
FCHO2	2695	0	109.053504398248	0.0236069799037587	reg954	0.0301522119398897
DMGDH	2676	1	132.129881093154	0.0236069799037587	reg960	0.0144266579798461
SERINC5	1574	0	132.129881093154	0.0236069799037587	reg960	0.0353962249396331
ERAP1	2935	0	141.37845911431	0.0236069799037587	reg978	0.0467502145744587
UQCRQ	249	0	127.12913290504	0.0236069799037587	reg1014	0.00130195311985007
HSPA9	2040	0	128.590811821506	0.0236069799037587	reg1019	0.00985978679918645
ANKHD1-EIF4EBP3	7905	3	124.995161266331	0.0236069799037587	reg1021	0.0195364111210643
ANKHD1	8082	3	124.995161266331	0.0236069799037587	reg1021	0.0212225607533568
PCDHA2	2973	0	189.10111465264	0.0236069799037587	reg1022	0.0112981663526862
PCDHB12	2388	1	189.10111465264	0.0236069799037587	reg1022	0.0320408411469585
HAVCR1	1240	0	156.093056198103	0.0236069799037587	reg1038	0.00406654471765862
SOX30	2314	1	147.395248368313	0.0236069799037587	reg1039	0.016850925632497
CCNG1	918	0	181.984340022021	0.0236069799037587	reg1044	0.0035344704459243
HIST1H2BD	381	0	216.414023620093	0.0236069799037587	reg1088	0.00218966392559228
LSM2	288	0	149.349270043431	0.0236069799037587	reg1093	0.0462401489844861
IP6K3	1233	0	126.285744085213	0.0236069799037587	reg1095	0.0270685893703652
KCNK5	1500	0	120.562230014444	0.0236069799037587	reg1101	0.041856847830351
GUCA1B	603	0	140.529100829392	0.0236069799037587	reg1104	0.0078728651605659
XPO5	3648	1	120.420830518561	0.0236069799037587	reg1105	0.0242791106359247
MLIP	3291	0	118.891688126158	0.0236069799037587	reg1115	0.032148404245031
KIAA1009	4212	0	181.9765062125	0.0236069799037587	reg1146	0.0467375916889793
MDN1	16796	1	107.916574084896	0.0236069799037587	reg1152	0.0446566372989895
AK9	6128	2	122.847202345204	0.0236069799037587	reg1171	0.049001406927932
NT5DC1	1491	0	120.937283972227	0.0236069799037587	reg1178	0.0449781136756032
LAMA2	9369	0	150.984544035452	0.0236069799037587	reg1191	0.0191131759260719
TBPL1	572	0	128.252066243362	0.0236069799037587	reg1196	0.00766524859130317
TFB1M	1041	0	141.840730161847	0.0236069799037587	reg1217	0.0431586612689756
PNLDC1	1639	0	130.463775580633	0.0236069799037587	reg1222	0.00583192060254106
COX19	273	1	230.975329147105	0.0236069799037587	reg1234	0.0344497958329003
PSMG3	369	0	230.975329147105	0.0236069799037587	reg1234	0.0462764781197689
SNX8	1450	0	181.832734064848	0.0236069799037587	reg1235	0.020032304580414
GPNMB	1799	0	153.98850542226	0.0236069799037587	reg1256	0.00886348964551166
VPS41	2651	0	159.822613872536	0.0236069799037587	reg1271	0.00363223380595485
BLVRA	891	0	180.521324164669	0.0236069799037587	reg1277	0.00837422782864538
CCT6A	1596	0	177.149004878228	0.0236069799037587	reg1288	0.00716451173958209
ZNF92	1761	0	189.952418650988	0.0236069799037587	reg1298	0.0306648949941878
RHBDD2	1095	0	172.364421352506	0.0236069799037587	reg1308	0.0110861632311149
GRM3	2781	2	176.775907796309	0.0236069799037587	reg1319	0.0405317046099979
ZNF804B	4050	0	176.178639808409	0.0236069799037587	reg1321	0.0354181226960802
GNGT1	270	0	166.874239826966	0.0236069799037587	reg1326	0.00815879978973898
MUC17	13482	4	147.000402179364	0.0236069799037587	reg1334	0.0281242378364787
SH2B2	2110	2	147.000402179364	0.0236069799037587	reg1334	0.0487061853294599
ASZ1	1428	1	135.131902477922	0.0236069799037587	reg1350	0.0135310128961985
CREB3L2	2018	0	150.838991448907	0.0236069799037587	reg1370	0.0204642126933695
TRPV5	2214	0	126.260015751659	0.0236069799037587	reg1374	0.0345669677305664
MTMR9	1650	0	129.527418429458	0.0236069799037587	reg1403	0.0347975305385792
LGI3	1736	1	114.809987949065	0.0236069799037587	reg1414	0.0378456511663924
PPP3CC	1737	0	114.809987949065	0.0236069799037587	reg1414	0.0378848832624948
EPHX2	1669	0	105.529470167179	0.0236069799037587	reg1419	0.0342614029047181
C8orf4	321	0	148.719281388246	0.0236069799037587	reg1432	0.00774993042173745
WWP1	2878	0	156.545864444537	0.0236069799037587	reg1479	0.00335909639009735
TMEM67	3245	0	150.072265159949	0.0236069799037587	reg1486	0.0153154200592612
KCNS2	1434	0	110.278908408798	0.0236069799037587	reg1491	0.0321409540489693
YWHAZ	831	0	115.120611838825	0.0236069799037587	reg1493	3.67486058241674e-05
ODF1	753	0	114.545363083787	0.0236069799037587	reg1495	0.0110834504412104
ZNF250	1706	0	213.709856041327	0.0236069799037587	reg1536	0.0280719714209202
TYRP1	1618	0	169.704073833986	0.0236069799037587	reg1550	0.041557827981831
ADAMTSL1	5553	1	136.977852402098	0.0236069799037587	reg1556	0.0277351969786156
VCP	2421	1	115.188708807294	0.0236069799037587	reg1573	0.00995729715045352
SMC5	3306	0	118.069348357523	0.0236069799037587	reg1611	0.0366864322983464
PRUNE2	9547	0	137.881092385052	0.0236069799037587	reg1618	0.0462902978060937
HNRNPK	1436	0	131.592585402627	0.0236069799037587	reg1624	0.0361783006552659
NCBP1	2481	0	117.753031508557	0.0236069799037587	reg1638	0.00913836593159669
ALDOB	1095	0	151.123428158435	0.0236069799037587	reg1642	0.021010868674531
BSPRY	1209	0	101.133774170025	0.0236069799037587	reg1654	0.0133111764231559
TNC	6882	0	109.006247972004	0.0236069799037587	reg1655	0.0439396549280146
MRRF	909	0	107.535275807146	0.0236069799037587	reg1663	0.0203591994150329
ZBTB26	1326	0	107.535275807146	0.0236069799037587	reg1663	0.0405616209504032
DENND1A	3290	0	120.92735516677	0.0236069799037587	reg1664	0.0248555822735978
ODF2	3050	1	150.789796620828	0.0236069799037587	reg1669	0.0119894303195697
CCBL1	1731	0	150.789796620828	0.0236069799037587	reg1669	0.0292056039211534
NCS1	583	1	136.646635241004	0.0236069799037587	reg1670	0.00517988862678658
CLCN4	2283	1	93.7151999904214	0.0236069799037587	reg2885	0.0434212054586163
PDHA1	1425	0	96.8424766991091	0.0236069799037587	reg2895	0.0228628245586908
PAGE2	336	0	128.921180660857	0.0236069799037587	reg2930	0.0452130679822532
DACH2	1835	1	141.795577498865	0.0236069799037587	reg2961	0.0200791117561718
