gene	len	ct	mu	sigma	region	p-value
HK1	3009	0	123.148473548734	0.0236069799037587	reg1750	0.00306797600246192
LIPA	1261	0	132.701226998762	0.0236069799037587	reg1770	0.0472001431395667
IFIT1	1437	0	132.701226998762	0.0236069799037587	reg1770	0.00148589358748871
RPP30	1046	0	148.104135081127	0.0236069799037587	reg1771	0.0426006771365518
GOLGA7B	1275	2	124.734595494291	0.0236069799037587	reg1778	0.000712491631604783
HIF1AN	1050	0	141.1174744669	0.0236069799037587	reg1781	0.028164623363199
LDB1	1236	0	112.848423779388	0.0236069799037587	reg1782	0.000537879853366103
PRLHR	1113	0	129.052947715153	0.0236069799037587	reg1799	0.0341594884725571
NKX1-2	999	0	142.730746127758	0.0236069799037587	reg1805	0.0275467439105362
ZNF511	1316	0	257.901787459992	0.0236069799037587	reg1813	0.0396838521095356
OR51D1	975	0	197.820527838055	0.0236069799037587	reg1818	0.0387458876620277
OR51E2	963	1	197.820527838055	0.0236069799037587	reg1818	0.0382784060685363
OR52B1P	813	0	204.36848229606	0.0236069799037587	reg1819	0.046440162995206
OR5P2	969	1	168.43837346649	0.0236069799037587	reg1821	0.0442198317357971
TEAD1	1338	1	91.9357665843932	0.0236069799037587	reg1826	0.0347341243802439
KCNJ11	1205	0	142.369044313196	0.0236069799037587	reg1831	0.0349518312496093
KIAA1549L	5643	1	121.496987521333	0.0236069799037587	reg1847	0.0140743294969992
LRRC4C	1923	1	221.547429434121	0.0236069799037587	reg1854	0.00743677731807055
TSPAN18	891	0	114.332931290201	0.0236069799037587	reg1858	0.0279414520424867
OR4A5	948	1	322.290094953213	0.0236069799037587	reg1863	0.0396778238683593
OR9I1	945	0	153.098078568289	0.0236069799037587	reg1871	0.0394166637967199
OR10Q1	960	0	153.098078568289	0.0236069799037587	reg1871	0.0400294353421866
OR5A2	975	0	171.845870440577	0.0236069799037587	reg1873	0.0457294226545115
MS4A2	735	0	171.845870440577	0.0236069799037587	reg1873	0.0346738604309781
BATF2	894	0	127.25154405486	0.0236069799037587	reg1878	0.0261474489653695
SNX32	1212	0	115.63651463667	0.0236069799037587	reg1879	0.0340280664799308
C11orf72	756	0	261.178542813098	0.0236069799037587	reg1881	0.0188641969593522
UVRAG	2165	1	124.561253622677	0.0236069799037587	reg1889	0.00167675180239109
KCTD21	783	0	136.806702371118	0.0236069799037587	reg1891	0.0226684468878539
FZD4	1614	0	147.18932383756	0.0236069799037587	reg1900	0.0465478521576798
KIAA1731	7848	0	134.044992150318	0.0236069799037587	reg1907	0.0364660233817814
DCUN1D5	775	0	114.94135326496	0.0236069799037587	reg1916	0.0378910150876408
HSPB2	549	0	109.654843471134	0.0236069799037587	reg1925	0.0169795071073689
NXPE2	1856	1	139.63712490769	0.0236069799037587	reg1928	0.00286874429902654
TAGLN	606	0	121.864822038737	0.0236069799037587	reg1931	0.0203098726757274
DDX6	1452	0	149.084231876746	0.0236069799037587	reg1932	0.0474154040411732
OR8B2	942	1	143.288851468544	0.0236069799037587	reg1938	0.0394653080153106
OR8B12	933	0	143.288851468544	0.0236069799037587	reg1938	0.0390958367037147
FGF6	636	1	162.631155861866	0.0236069799037587	reg1953	0.0338160328117177
CLEC12B	850	0	173.619176106796	0.0236069799037587	reg1959	0.00143650697209967
GRIN2B	4455	0	124.503475146602	0.0236069799037587	reg1962	0.0157223831540234
H2AFJ	390	0	134.091455332049	0.0236069799037587	reg1963	0.0182502097615063
ART4	965	0	134.091455332049	0.0236069799037587	reg1963	0.0445424361223449
ABCC9	4939	0	132.628222047152	0.0236069799037587	reg1971	0.0215117724500847
LRRK2	7623	2	160.78070419213	0.0236069799037587	reg1989	0.0494206547091045
ARID2	5531	0	132.188517547191	0.0236069799037587	reg1995	0.0198470075888864
ASB8	948	0	159.499763002379	0.0236069799037587	reg1997	0.035065825766845
H1FNT	768	0	159.499763002379	0.0236069799037587	reg1997	0.0285051760207306
OR8S1	1080	0	159.499763002379	0.0236069799037587	reg1997	0.039848350147408
FKBP11	820	0	178.62892707133	0.0236069799037587	reg1998	0.0282649004197842
KMT2D	16662	0	178.62892707133	0.0236069799037587	reg1998	0.00323588081014688
BIN2	1768	0	133.351204699719	0.0236069799037587	reg2000	0.0491702493962874
HOXC11	1137	0	108.945147655952	0.0236069799037587	reg2003	0.0332806047038131
NFE2	1122	0	108.945147655952	0.0236069799037587	reg2003	0.0328489528414696
OR10P1	942	0	114.721539861542	0.0236069799037587	reg2005	0.0302068018617691
WIBG	1002	1	114.721539861542	0.0236069799037587	reg2005	0.032099108169749
AC025262.1	141	0	147.745418336292	0.0236069799037587	reg2014	0.00566049896880949
IL26	516	0	139.034340021115	0.0236069799037587	reg2017	0.02416305583812
MYF5	768	0	161.637860450169	0.0236069799037587	reg2030	0.0346085976869114
ACTR6	1295	1	134.012636872459	0.0236069799037587	reg2049	0.047202180885604
GPN3	1050	0	98.3421734276057	0.0236069799037587	reg2059	0.0234335630217666
RAD9B	1362	0	98.3421734276057	0.0236069799037587	reg2059	0.0302886010835976
RNFT2	1655	0	122.955284864059	0.0236069799037587	reg2066	0.0442546052552541
HSPB8	895	0	175.942329685166	0.0236069799037587	reg2068	0.0315590271216276
RAB35	1436	0	122.422481713671	0.0236069799037587	reg2069	0.0448724945835972
MORN3	723	0	138.740717090726	0.0236069799037587	reg2070	0.0260195830468233
IL31	495	0	114.073460851106	0.0236069799037587	reg2072	0.0132917194791469
OGFOD2	1272	0	114.073460851106	0.0236069799037587	reg2072	0.0337947585834708
STX2	945	0	309.609042933316	0.0236069799037587	reg2080	0.0441668526216378
SHISA2	888	0	141.630430563277	0.0236069799037587	reg2108	0.0326943619205252
FAM124A	1749	0	124.176706285576	0.0236069799037587	reg2133	0.00157872493508177
NEK3	1584	0	143.224347465183	0.0236069799037587	reg2134	0.0426197863363899
FBXL3	1287	0	140.80225876538	0.0236069799037587	reg2159	0.0484467076166551
SLITRK6	2526	0	176.290203230075	0.0236069799037587	reg2167	0.0233663467463671
OR4Q3	942	0	308.504905245626	0.0236069799037587	reg2217	0.0415056541085979
FITM1	879	0	142.390361354554	0.0236069799037587	reg2221	0.0260728194202484
NEDD8-MDP1	510	0	142.390361354554	0.0236069799037587	reg2221	0.0152127249309404
NEDD8	250	0	142.390361354554	0.0236069799037587	reg2221	0.0074868202406468
LGALS3	858	0	106.775058708885	0.0236069799037587	reg2252	0.0291135817425953
MAX	985	0	126.351745718615	0.0236069799037587	reg2262	0.0350157127153869
ATP6V1D	752	0	124.296542586071	0.0236069799037587	reg2264	0.0245671230215674
DPF3	1402	0	148.465959773572	0.0236069799037587	reg2270	0.0411185775490697
NIPA2	1083	1	302.764219535462	0.0236069799037587	reg2328	0.0461045731951214
GOLGA6L2	2932	1	302.764219535462	0.0236069799037587	reg2328	0.00760586992150927
C15orf52	1620	0	93.0038318064945	0.0236069799037587	reg2344	0.0368688979250473
CATSPER2	1611	1	117.886974230292	0.0236069799037587	reg2347	0.0276004817701042
USP50	1005	0	125.192631532483	0.0236069799037587	reg2354	0.0343222814181643
PTPLAD1	1203	0	116.408182101879	0.0236069799037587	reg2369	0.0350459797978555
SMAD3	1614	0	95.5087164370368	0.0236069799037587	reg2371	0.0492115596788053
LOXL1	1725	1	140.535037393719	0.0236069799037587	reg2378	0.0399545932198414
ABHD17C	990	0	127.822159897276	0.0236069799037587	reg2385	0.0364664735445162
CPEB1	2011	0	121.591033009748	0.0236069799037587	reg2387	0.0389447624023157
PDIA2	1578	0	176.716356882379	0.0236069799037587	reg2407	0.0399263413322791
TPSD1	729	0	176.716356882379	0.0236069799037587	reg2407	0.0186505368109995
RPL3L	1224	0	176.716356882379	0.0236069799037587	reg2407	0.0311127027783024
CREBBP	7368	0	121.441716169422	0.0236069799037587	reg2409	7.66885530375469e-06
MKL2	3720	0	122.855812865491	0.0236069799037587	reg2420	0.00269114505682877
GPR139	1062	1	132.526181189926	0.0236069799037587	reg2426	0.0314573851886846
CCDC101	882	0	161.736578259369	0.0236069799037587	reg2434	0.0171396828758936
C16orf92	502	0	141.334184490963	0.0236069799037587	reg2436	0.0101331483613705
TSNAXIP1	2139	1	121.428125842344	0.0236069799037587	reg2473	0.0488590681974025
SYCE1L	739	0	159.822463323037	0.0236069799037587	reg2483	0.0277279465049406
ADAMTS18	3762	0	159.822463323037	0.0236069799037587	reg2483	0.00944246971483888
CENPN	1236	0	99.854924479054	0.0236069799037587	reg2487	0.0402697307943021
EMC8	633	0	134.571170557716	0.0236069799037587	reg2491	0.0219316974165247
FLJ00104	876	0	186.316252229042	0.0236069799037587	reg2493	0.0359126687295951
CHRNE	1482	0	136.030129300773	0.0236069799037587	reg2500	0.0448715729434014
FAM64A	929	0	171.713958506707	0.0236069799037587	reg2502	0.0350092768582207
CTDNEP1	736	0	131.283009751374	0.0236069799037587	reg2503	0.000319469167517704
TNFSF12	1245	0	131.283009751374	0.0236069799037587	reg2503	0.0418774823112003
TNFSF12-TNFSF13	993	0	131.283009751374	0.0236069799037587	reg2503	0.0335473289382156
SLC25A35	1062	0	149.898289720554	0.0236069799037587	reg2504	0.0369515990850494
RCVRN	603	0	126.623196936903	0.0236069799037587	reg2505	0.0236326182104887
RFFL	1092	0	185.660596834898	0.0236069799037587	reg2528	0.0398819558844393
LYZL6	447	0	111.683495459028	0.0236069799037587	reg2531	0.0114397505771742
CWC25	1280	0	152.858555038838	0.0236069799037587	reg2532	0.0347628374814727
KRTAP9-1	770	0	166.553345875102	0.0236069799037587	reg2535	0.000385256985265845
KRTAP29-1	1026	0	166.553345875102	0.0236069799037587	reg2535	0.0363611774136228
CNTD1	1034	0	144.04784892208	0.0236069799037587	reg2536	0.0274283697203186
KANSL1	3318	0	148.60559948203	0.0236069799037587	reg2540	0.00259674779746238
DLX4	798	0	95.0316521425281	0.0236069799037587	reg2544	0.0261957156157001
PPM1D	1861	0	154.144611447183	0.0236069799037587	reg2554	0.0460565326231058
MRC2	4440	0	193.830152240357	0.0236069799037587	reg2556	0.00981196293480874
GNA13	1134	0	119.661896054065	0.0236069799037587	reg2559	0.0401933907434287
ARSG	1578	0	176.535645463655	0.0236069799037587	reg2562	0.0441626128158638
PRKAR1A	1266	0	176.535645463655	0.0236069799037587	reg2562	5.89363784904332e-10
SLC25A19	1014	0	123.562983901591	0.0236069799037587	reg2569	0.0260571226552211
CANT1	1206	1	122.68432626921	0.0236069799037587	reg2572	0.0460629127269096
CBX8	1209	0	156.800283336059	0.0236069799037587	reg2574	0.0461517785437355
SIRT7	1203	0	232.087500458979	0.0236069799037587	reg2576	0.0348013390236448
B3GNTL1	1161	0	232.087500458979	0.0236069799037587	reg2576	0.0336073062326198
EPB41L3	3623	3	183.539346766892	0.0236069799037587	reg2582	0.0115075889540521
LDLRAD4	1033	0	151.771868005587	0.0236069799037587	reg2590	0.0315922568417107
TCF4	3031	0	151.682119629734	0.0236069799037587	reg2630	0.000310156576138999
TXNL1	1081	0	141.801685595534	0.0236069799037587	reg2631	0.0352354405288833
GALR1	1050	1	166.588860156387	0.0236069799037587	reg2651	0.0485164746640642
C2CD4C	1266	3	197.921573825692	0.0236069799037587	reg2656	0.0444921234260142
ODF3L2	870	1	197.921573825692	0.0236069799037587	reg2656	0.030795580167642
ADAT3	1104	0	197.921573825692	0.0236069799037587	reg2656	0.0389129158893392
SGTA	942	0	184.489537430742	0.0236069799037587	reg2657	0.0300472291523743
SEMA6B	2850	2	149.517493275038	0.0236069799037587	reg2659	0.00393436580594944
CAPS	828	1	164.573227987525	0.0236069799037587	reg2660	0.0240621360848152
CRB3	435	0	173.275179271388	0.0236069799037587	reg2661	0.0280203311295479
PEX11G	726	0	173.275179271388	0.0236069799037587	reg2661	0.0463184974215937
SMARCA4	5058	0	155.120781398141	0.0236069799037587	reg2666	2.476773864581e-08
CNN1	1513	0	155.120781398141	0.0236069799037587	reg2666	0.046560173970371
ZNF878	1740	1	165.489618058041	0.0236069799037587	reg2667	0.0437215230796172
OR7C1	963	0	164.441817100832	0.0236069799037587	reg2669	0.0323478658607602
HSH2D	1102	0	139.157182880672	0.0236069799037587	reg2671	0.0369537154008787
CPAMD8	5944	2	162.894605022942	0.0236069799037587	reg2672	0.018214598004481
TMEM161A	1440	0	141.70544441116	0.0236069799037587	reg2674	0.049987050093057
HAPLN4	1209	0	141.70544441116	0.0236069799037587	reg2674	0.0421425897419938
CILP2	3489	0	141.70544441116	0.0236069799037587	reg2674	0.00720792826367842
ZNF738	631	0	228.670768034738	0.0236069799037587	reg2676	0.0273126457618207
WDR88	1462	0	138.893404300948	0.0236069799037587	reg2688	0.0427727915366742
SLC7A10	1572	0	138.893404300948	0.0236069799037587	reg2688	0.0459148230369902
SERTAD3	591	0	184.320947029564	0.0236069799037587	reg2695	0.0230349275533493
EGLN2	1313	0	204.994994275321	0.0236069799037587	reg2696	0.0490947367102095
B3GNT8	1194	0	204.994994275321	0.0236069799037587	reg2696	0.0447478999429872
PSG6	1351	1	345.373995635348	0.0236069799037587	reg2698	0.0447733137143615
PRKD2	2675	0	164.799335989595	0.0236069799037587	reg2702	0.00346620741980198
AP2S1	531	0	164.799335989595	0.0236069799037587	reg2702	0.0167391425213997
SYNGR4	781	0	167.592562180778	0.0236069799037587	reg2703	0.0227873546383413
MYH14	6135	0	134.73173651199	0.0236069799037587	reg2705	0.0150845418592277
KLK13	869	0	192.167715932127	0.0236069799037587	reg2706	0.0384269596023916
IGLON5	1011	0	192.167715932127	0.0236069799037587	reg2706	0.0445620659314233
ZNF534	2336	3	125.37096533581	0.0236069799037587	reg2707	0.00665547418947924
KIR3DL2	1368	0	224.796045749727	0.0236069799037587	reg2710	0.00207961861489104
IL11	600	0	224.796045749727	0.0236069799037587	reg2710	0.0282871065664888
ZNF552	1301	0	109.194161136856	0.0236069799037587	reg2713	0.042788079477434
RPS5	678	0	109.194161136856	0.0236069799037587	reg2713	0.0225355623427633
NBAS	7192	0	138.863580999268	0.0236069799037587	reg265	0.0235331067376802
KHK	1032	0	135.427940945478	0.0236069799037587	reg277	0.032367245971215
ABHD1	1218	0	135.427940945478	0.0236069799037587	reg277	0.0380866994025886
ACYP2	876	0	104.919810213046	0.0236069799037587	reg304	0.0322970247455596
TSPYL6	1233	0	104.919810213046	0.0236069799037587	reg304	0.0451533940218714
PROKR1	1182	0	128.297334192359	0.0236069799037587	reg318	0.0452175064613861
VAX2	873	0	153.235500629525	0.0236069799037587	reg321	0.0224879918513567
EMX1	1297	0	121.857882851155	0.0236069799037587	reg323	0.0344807647189613
AUP1	1233	0	113.429354112681	0.0236069799037587	reg324	0.039867062795027
ANKRD23	918	0	171.26056805263	0.0236069799037587	reg347	0.0209441320615508
SEPT10	1678	1	144.967831174373	0.0236069799037587	reg359	0.0478386895428661
ACTR3	1257	0	194.533570929456	0.0236069799037587	reg364	0.0352464330437409
SCTR	1323	0	111.258664440305	0.0236069799037587	reg370	0.0453708727506432
CXCR4	1086	0	110.399673260806	0.0236069799037587	reg386	0.0292867946472986
LYPD6B	777	0	129.881479018162	0.0236069799037587	reg400	0.0292850046915511
LYPD6	516	0	129.881479018162	0.0236069799037587	reg400	0.0195464104578996
TBR1	2049	0	124.213310731374	0.0236069799037587	reg411	5.1964823979024e-05
RBM45	1452	0	140.222117255927	0.0236069799037587	reg428	0.046076897525708
COL5A2	4500	0	141.571185597719	0.0236069799037587	reg439	0.0241401063597039
SDPR	1278	0	129.160754748836	0.0236069799037587	reg442	0.00157690063592496
CD28	757	0	121.212622750669	0.0236069799037587	reg454	0.0271908505618366
CXCR2	1083	1	120.100513775952	0.0236069799037587	reg469	0.0316962912611714
BCS1L	1260	0	120.100513775952	0.0236069799037587	reg469	0.0367786956765984
CNPPD1	1314	0	120.599385521597	0.0236069799037587	reg470	0.0477200056405373
SGPP2	1200	0	122.227435016033	0.0236069799037587	reg473	0.0436762028223088
TM4SF20	690	0	142.751052147179	0.0236069799037587	reg478	0.0266271783328049
KCNJ13	1083	0	162.001212271218	0.0236069799037587	reg483	0.0281867774524127
ARL4C	610	0	157.652134309097	0.0236069799037587	reg485	0.0187754506919496
PDCD1	867	1	168.607863646331	0.0236069799037587	reg492	0.026718944390432
DEFB126	336	0	129.174520365637	0.0236069799037587	reg2715	0.0111227696154396
TRIB3	1158	0	129.174520365637	0.0236069799037587	reg2715	0.0378070416799976
ANGPT4	1512	0	129.174520365637	0.0236069799037587	reg2715	0.0490723686838709
AL136531.1	396	0	129.174520365637	0.0236069799037587	reg2715	0.0130957143804137
OXT	378	0	127.111971429373	0.0236069799037587	reg2717	0.00959245050807278
PRNP	762	0	140.65898322266	0.0236069799037587	reg2718	0.0305339245253308
FOXA2	1392	1	151.411584775868	0.0236069799037587	reg2736	0.00367478943757117
CST2	426	0	183.661042664128	0.0236069799037587	reg2737	0.0153933359346429
FAM182B	516	0	220.651720083042	0.0236069799037587	reg2739	0.0115904717864773
REM1	897	1	144.618343727505	0.0236069799037587	reg2744	0.0270138553586955
BPIFA2	750	1	130.776888414933	0.0236069799037587	reg2745	0.0238163326706163
CEP250	7460	0	112.465784365564	0.0236069799037587	reg2747	0.0147941214311573
BPI	1888	1	104.071477870924	0.0236069799037587	reg2750	0.0428680817486908
WFDC6	486	0	158.902470974213	0.0236069799037587	reg2758	0.0126398844562701
EPPIN	594	0	158.902470974213	0.0236069799037587	reg2758	0.0154266369959572
EPPIN-WFDC6	540	0	158.902470974213	0.0236069799037587	reg2758	0.0140342608780741
CBLN4	606	1	222.950090731713	0.0236069799037587	reg2768	0.026924273918326
SPO11	1191	0	132.894358788749	0.0236069799037587	reg2770	0.0379666084888272
ADRM1	1224	1	180.455664089155	0.0236069799037587	reg2774	0.0485833143074735
AL118506.1	489	0	180.455664089155	0.0236069799037587	reg2774	0.019704830845942
LTN1	5580	2	117.488614248289	0.0236069799037587	reg2807	0.0161949449619213
CDC45	1812	0	169.84732269874	0.0236069799037587	reg2844	0.041407791290223
LZTR1	2694	0	208.865199005542	0.0236069799037587	reg2846	0.0310420909538947
MAPK1	1083	0	205.733033842928	0.0236069799037587	reg2847	0.0328292123486758
GUCD1	934	1	157.81639637261	0.0236069799037587	reg2849	0.0199010085460408
KREMEN1	1491	0	143.581071864097	0.0236069799037587	reg2854	0.0335103299026539
UQCR10	231	0	126.532553490593	0.0236069799037587	reg2855	0.00778849858416612
GATSL3	990	0	126.532553490593	0.0236069799037587	reg2855	0.0329481192125847
GAL3ST1	1275	0	126.532553490593	0.0236069799037587	reg2855	0.0422271926005583
PISD	1449	0	154.198332312492	0.0236069799037587	reg2857	0.04556018496274
RANGAP1	1846	0	136.341763316364	0.0236069799037587	reg2866	0.039478940843386
POLR3H	615	0	136.341763316364	0.0236069799037587	reg2866	0.0133323632850269
LDOC1L	720	0	145.375386554852	0.0236069799037587	reg2869	0.022307790184691
ATXN10	1834	0	152.473717847214	0.0236069799037587	reg2871	0.00114700371740316
UBE2E1	780	0	141.543846270102	0.0236069799037587	reg516	0.0330138979425896
VIPR1	1374	0	115.005302512934	0.0236069799037587	reg535	0.0455885840111755
KIF9	2449	0	121.180448689752	0.0236069799037587	reg540	0.00182554774611602
IP6K2	1907	2	146.093536690626	0.0236069799037587	reg541	0.0444683889957631
CISH	848	1	131.662549673873	0.0236069799037587	reg543	0.0197687574827267
TWF2	1050	0	121.581301085795	0.0236069799037587	reg545	0.0284666973111901
CACNA1D	6950	0	102.601474248538	0.0236069799037587	reg546	0.0257067859277431
FEZF2	1380	1	130.577105243583	0.0236069799037587	reg555	0.044551887079105
ADAMTS9	5812	2	109.262807783292	0.0236069799037587	reg557	0.0152213602366995
GXYLT2	1394	0	123.232098552306	0.0236069799037587	reg565	0.0426737192965293
COX17	297	0	130.66241414334	0.0236069799037587	reg612	0.0107996809640511
ABTB1	1437	0	123.740687240005	0.0236069799037587	reg620	0.0452235984457262
NCK1	1168	0	144.351518640945	0.0236069799037587	reg629	0.0402074263131701
SOX14	723	0	191.714736819963	0.0236069799037587	reg630	0.0351988039718949
MLF1	991	1	127.258856340664	0.0236069799037587	reg651	0.035036093896472
PDCD10	643	0	144.141326751891	0.0236069799037587	reg660	0.0277513521554377
ZMAT3	870	0	143.128402257942	0.0236069799037587	reg671	0.0354570742865805
ALG3	1445	0	143.858084156048	0.0236069799037587	reg676	0.0397707052967672
OTOP1	1839	3	212.386742067806	0.0236069799037587	reg695	0.0014462409910673
STX18	1026	0	212.386742067806	0.0236069799037587	reg695	0.0298686620821312
FGFBP2	672	0	145.22150704505	0.0236069799037587	reg706	0.0209553082740633
LDB2	1278	1	162.70199379285	0.0236069799037587	reg707	0.0459835127330506
PTTG2	576	0	167.113550812584	0.0236069799037587	reg728	0.0251615260398769
LIAS	1119	0	118.417949903233	0.0236069799037587	reg730	0.0356459357734443
PDCL2	726	0	168.969104206906	0.0236069799037587	reg746	0.0307777290579542
MUC7	1134	0	145.252753777944	0.0236069799037587	reg762	0.0489558656591525
ENOPH1	786	0	136.187250439639	0.0236069799037587	reg774	0.03063028448605
MRPS18C	429	1	154.118337751242	0.0236069799037587	reg775	0.0206869154559731
NKX6-1	1104	0	138.399810439601	0.0236069799037587	reg776	0.0452437953880307
RP11-766F14.2	5382	4	170.522315560459	0.0236069799037587	reg791	0.0240157727431534
TRPC3	2766	0	183.742134718449	0.0236069799037587	reg813	0.00913081833968215
NDUFC1	231	0	103.276945831066	0.0236069799037587	reg831	0.00710983930959712
INPP4B	3036	0	126.094637822415	0.0236069799037587	reg834	0.00880219627019773
FREM3	6420	1	175.058545443036	0.0236069799037587	reg835	0.0179352952435512
FBXW7	2618	0	129.776252517261	0.0236069799037587	reg844	2.95189069328547e-06
FGA	2645	0	159.152884921838	0.0236069799037587	reg846	0.0102113808020083
CTSO	966	0	154.294940911202	0.0236069799037587	reg848	0.0490482902416822
CLDN24	663	0	116.827513953798	0.0236069799037587	reg875	0.021352295671478
TAS2R1	900	0	164.73121073526	0.0236069799037587	reg891	0.0427289202592335
CDH10	2367	1	278.303633077303	0.0236069799037587	reg906	0.0138076701975367
PDE4D	3258	0	103.77686189274	0.0236069799037587	reg940	0.00428003203513219
PTCD2	1167	0	109.053504398248	0.0236069799037587	reg954	0.0459309016002662
F2RL1	1194	2	128.247694384507	0.0236069799037587	reg958	0.0478518276241393
DCP2	1487	0	95.5775897985803	0.0236069799037587	reg994	0.0455893965397003
CHSY3	2649	1	175.328681401566	0.0236069799037587	reg1011	0.00925790500936582
UBE2D2	444	0	124.995161266331	0.0236069799037587	reg1021	6.69717272328318e-05
MRPL22	717	0	141.616613316303	0.0236069799037587	reg1036	0.0289926917507666
OR2Y1	936	1	131.238868582667	0.0236069799037587	reg1061	0.0332461987618947
OR2V1	948	0	131.238868582667	0.0236069799037587	reg1061	0.0336650625722988
MYLK4	1238	1	118.100138803652	0.0236069799037587	reg1064	0.000863243563807923
PXDC1	795	0	123.899244943822	0.0236069799037587	reg1065	0.0271082005759292
OR2J3	936	0	185.443745336915	0.0236069799037587	reg1091	0.0482322295769677
PPT2	1068	0	174.11997624151	0.0236069799037587	reg1094	0.0372781599365261
TREML4	603	0	132.537353468164	0.0236069799037587	reg1103	0.0187363055520831
TMEM151B	1794	1	124.054570243716	0.0236069799037587	reg1106	0.00183863207168004
ANKRD66	772	0	110.041043922122	0.0236069799037587	reg1108	0.0368836100272908
FILIP1	3683	2	137.871032312729	0.0236069799037587	reg1138	0.0143337292468352
FAM26E	930	0	120.937283972227	0.0236069799037587	reg1178	0.0371800653008653
ARG1	993	0	129.891933697633	0.0236069799037587	reg1193	0.0422576804281854
UST	1221	0	117.832761150279	0.0236069799037587	reg1211	0.0477024215749367
PCMT1	871	0	117.832761150279	0.0236069799037587	reg1211	0.0342697877362034
TNRC18	9072	5	200.406168408148	0.0236069799037587	reg1238	0.00242916666207553
ACTB	1137	1	200.406168408148	0.0236069799037587	reg1238	0.0316990381018892
CYTH3	1394	0	239.427114523203	0.0236069799037587	reg1239	0.0399162265941143
CCZ1B	1449	0	239.427114523203	0.0236069799037587	reg1239	0.0414574995578699
AGR3	586	0	132.019065794626	0.0236069799037587	reg1249	0.0285529396525468
CREB5	1579	0	131.024809086767	0.0236069799037587	reg1261	0.0459157255074436
UPK3B	1043	0	273.670062401391	0.0236069799037587	reg1309	0.0220517048961374
