gene	len	ct	mu	sigma	region	p-value
RALGAPA2	5802	3	117.203615296496	0.0236069799037587	reg2734	0.018021746615983
FRG1B	582	1	144.618343727505	0.0236069799037587	reg2744	0.00811130306180832
ZNF831	5034	2	134.285970214127	0.0236069799037587	reg2771	0.0095719080068015
AL118506.1	489	0	180.455664089155	0.0236069799037587	reg2774	0.0360815919410721
FAM230A	2858	0	208.865199005542	0.0236069799037587	reg2846	0.0419813177678214
XBP1	1249	0	143.581071864097	0.0236069799037587	reg2854	0.0281847604698702
TPRXL	759	0	137.243139189986	0.0236069799037587	reg507	0.000271791143770343
TGFBR2	1779	0	128.843583961765	0.0236069799037587	reg523	0.00110041905471526
CTNNB1	2346	0	133.035335142788	0.0236069799037587	reg534	0.0456477972471356
ABTB1	1437	0	123.740687240005	0.0236069799037587	reg620	0.0219296435621577
PIK3CA	3209	0	143.128402257942	0.0236069799037587	reg671	0.000164816471364385
MUC4	16239	9	242.384020147619	0.0236069799037587	reg688	9.26102607654093e-10
OTOP1	1839	3	212.386742067806	0.0236069799037587	reg695	1.72377292053014e-06
AC093323.1	408	0	164.593756508867	0.0236069799037587	reg697	0.0405384971154033
ALB	1922	0	154.249857542864	0.0236069799037587	reg765	6.88756822533119e-05
RP11-766F14.2	5382	4	170.522315560459	0.0236069799037587	reg791	0.0414520080416888
FBXW7	2618	0	129.776252517261	0.0236069799037587	reg844	0.00137377335969621
FGA	2645	0	159.152884921838	0.0236069799037587	reg846	0.0152036984018137
PRDM9	2685	0	239.078793652919	0.0236069799037587	reg905	0.00134246510564634
MAP3K1	4539	0	120.769492106115	0.0236069799037587	reg938	0.00262215015466664
PCDHB4	2388	2	189.10111465264	0.0236069799037587	reg1022	0.00280860159961271
PCDHB5	2388	1	189.10111465264	0.0236069799037587	reg1022	0.0440721752755615
PCDHB7	2382	2	189.10111465264	0.0236069799037587	reg1022	0.0134179025936949
MUC21	1701	0	163.322811723724	0.0236069799037587	reg1092	0.0183444408458846
PDE1C	2452	2	207.309898387298	0.0236069799037587	reg1265	0.0354416575541296
NACAD	4689	1	180.521324164669	0.0236069799037587	reg1277	0.013988862374697
ZNF716	1488	2	177.149004878228	0.0236069799037587	reg1288	0.0274634877588295
SMO	2364	0	164.516651236877	0.0236069799037587	reg1361	8.54764317104527e-06
KIAA1549	5890	0	128.939835105865	0.0236069799037587	reg1371	0.0427213885502997
KMT2C	14922	4	147.432543655368	0.0236069799037587	reg1384	0.00311633568528397
FGFR1	2795	1	121.034834898061	0.0236069799037587	reg1430	3.08068239738652e-07
ZFHX4	10860	0	225.165528862886	0.0236069799037587	reg1470	0.0321469382052558
RIMS2	5455	2	163.380652640315	0.0236069799037587	reg1496	0.02406216945415
EIF3E	1386	0	160.289024868973	0.0236069799037587	reg1501	0.0225220159624473
TRPS1	3977	0	151.482113976315	0.0236069799037587	reg1508	0.0239578374082506
IFNA7	570	0	138.540603270523	0.0236069799037587	reg1559	0.00183937424201618
PRSS3	1056	0	136.901896476519	0.0236069799037587	reg1572	4.96731158724208e-05
GCNT1	1287	0	137.881092385052	0.0236069799037587	reg1618	0.0115767896406611
PTCH1	4549	1	117.713962239294	0.0236069799037587	reg1636	0.000122099457892907
RPL12	498	0	108.339663632877	0.0236069799037587	reg1668	0.0476083837898344
DDX3X	2166	0	101.164573164059	0.0236069799037587	reg2917	3.78299154840484e-22
RBM10	2793	0	104.820019404877	0.0236069799037587	reg2923	0.020588777509748
SLC25A5	897	0	119.414454235754	0.0236069799037587	reg2994	0.00749483141897101
