name	ct	len	pval	p.adj	den
GFI1	4	212	0.000589858728070936	1	0.0188679245283019
CTD-3179P9.1	1	14	0.000597150815531133	1	0.0714285714285714
RPP40P2	1	9	0.000599353630459709	1	0.111111111111111
RNU6-743P	2	100	0.000614846145553738	1	0.02
RP11-247A12.7	2	145	0.000616466268859805	1	0.0137931034482759
RPL21P111	2	60	0.000645177912629857	1	0.0333333333333333
SYNE3	2	103	0.00064856037240113	1	0.0194174757281553
AF131215.8	4	346	0.000679858002549105	1	0.0115606936416185
CTD-2231E14.4	1	43	0.000685245154857794	1	0.0232558139534884
AP1G2	4	370	0.00069889377946597	1	0.0108108108108108
AC008387.1	1	14	0.000702358974063344	1	0.0714285714285714
PSPC1P2	1	26	0.000702502213070777	1	0.0384615384615385
RP11-556N21.1	1	26	0.000702502213070777	1	0.0384615384615385
CYP3A5	3	245	0.000710817506158978	1	0.0122448979591837
RNY4P29	3	75	0.000783814710944464	1	0.04
CTAGE16P	3	75	0.000783814710944464	1	0.04
AC011385.1	1	29	0.000817318679829149	1	0.0344827586206897
TMEM86B	2	124	0.000831593172773371	1	0.0161290322580645
TCN1	2	83	0.000851983185392924	1	0.0240963855421687
NCALD	3	163	0.000868916936844988	1	0.0184049079754601
PRDX3P2	2	126	0.0008951090022421	1	0.0158730158730159
RNU6-933P	1	19	0.00090096507054771	1	0.0526315789473684
RP11-554D15.3	2	46	0.000927388854600308	1	0.0434782608695652
RN7SL107P	1	36	0.000950403256596122	1	0.0277777777777778
FOLH1	2	83	0.000999786684348303	1	0.0240963855421687
RP11-73G16.1	1	18	0.00105866540158406	1	0.0555555555555556
MLXIPL	4	373	0.00111660231961808	1	0.0107238605898123
RP5-1198O20.4	2	151	0.00115717084360023	1	0.0132450331125828
RP11-73O6.3	1	20	0.001228467706753	1	0.05
IL27	1	77	0.00123595278485233	1	0.012987012987013
MIR215	2	84	0.00124141368918229	1	0.0238095238095238
RP1-12G14.5	2	76	0.00127846579709956	1	0.0263157894736842
ZNF330	6	377	0.00134124117415979	1	0.0159151193633952
AC093165.1	1	23	0.00135917885574888	1	0.0434782608695652
EPHA5	6	315	0.00136870379744813	1	0.019047619047619
RP5-859D4.3	2	48	0.00140846973109643	1	0.0416666666666667
TBC1D21	2	113	0.00154545353733615	1	0.0176991150442478
RP11-24D15.1	2	113	0.00154545353733615	1	0.0176991150442478
GALNT5	1	14	0.00159590537278631	1	0.0714285714285714
MIR194-1	2	96	0.00168365370871515	1	0.0208333333333333
PLAC1	2	102	0.00170095603588649	1	0.0196078431372549
RP11-738E22.3	2	108	0.00171115565975777	1	0.0185185185185185
CT45A1	2	87	0.001731605408823	1	0.0229885057471264
IFI16	3	192	0.00173396862301622	1	0.015625
RP11-136K7.2	1	51	0.00174192825426656	1	0.0196078431372549
RIN1	3	367	0.00176579934951537	1	0.00817438692098093
RNU6-951P	4	367	0.00177302646046207	1	0.0108991825613079
SCGB2B2	2	140	0.00177362670665326	1	0.0142857142857143
RP11-659P15.1	1	54	0.00179036402172139	1	0.0185185185185185
RP11-221J22.1	1	28	0.00181212042260048	1	0.0357142857142857
RN7SL311P	1	50	0.00184790088012299	1	0.02
RP11-389K14.3	2	101	0.00191692199024618	1	0.0198019801980198
UFC1	3	228	0.00194519288109007	1	0.0131578947368421
AC022816.2	3	218	0.00196397901919809	1	0.0137614678899083
KRT8P45	1	21	0.00198030470910449	1	0.0476190476190476
AC016700.2	1	46	0.00200907840723719	1	0.0217391304347826
STMN4	1	52	0.00208632490978333	1	0.0192307692307692
GPR162	2	185	0.00211060734040724	1	0.0108108108108108
RP11-412B14.1	1	31	0.00224572041937721	1	0.032258064516129
RNU6-728P	2	144	0.00227239287050507	1	0.0138888888888889
RNA5SP200	2	77	0.00231815539147417	1	0.025974025974026
AKR1C4	1	61	0.00234631781370054	1	0.0163934426229508
RP11-7F17.7	2	159	0.0023562266305257	1	0.0125786163522013
FBXW11P1	1	34	0.00235854376308198	1	0.0294117647058824
RNA5SP42	1	53	0.00240471605680592	1	0.0188679245283019
RP11-810P12.5	3	321	0.00241145793717046	1	0.00934579439252336
AL138919.1	1	31	0.00246525469625514	1	0.032258064516129
ACA64	2	105	0.0024795872939225	1	0.019047619047619
CTD-2538G9.6	2	136	0.00248103201874128	1	0.0147058823529412
PLCG2	5	942	0.00250131845024881	1	0.00530785562632696
ASB15	1	38	0.00252097792694306	1	0.0263157894736842
AP000436.4	3	309	0.00257822220102	1	0.00970873786407767
SNX15	3	309	0.00257822220102	1	0.00970873786407767
RP11-222A11.1	4	246	0.00261369548805868	1	0.016260162601626
AL390071.1	1	33	0.00261470901300009	1	0.0303030303030303
SH2D3C	3	407	0.0026233108171676	1	0.00737100737100737
CTD-2184D3.7	1	56	0.00274863578523643	1	0.0178571428571429
RP11-295P9.8	1	38	0.0028144424454315	1	0.0263157894736842
RP11-95M15.2	2	148	0.00285215125039129	1	0.0135135135135135
RP11-258C19.5	4	520	0.00290057491082552	1	0.00769230769230769
KB-1582A10.1	2	104	0.00290134727539393	1	0.0192307692307692
RP11-327J17.2	4	330	0.00292169754503757	1	0.0121212121212121
NKX3-2	4	324	0.0029378750428628	1	0.0123456790123457
TPTE2P6	1	52	0.00293873724981064	1	0.0192307692307692
HOXA5	3	196	0.00298632425306389	1	0.0153061224489796
CPEB3_ribozyme	1	43	0.00301179234264937	1	0.0232558139534884
AC007249.3	1	79	0.00301981677045193	1	0.0126582278481013
AC074183.4	2	71	0.00311118499635032	1	0.028169014084507
RP11-122C5.3	1	42	0.00312271326963665	1	0.0238095238095238
LINC00567	1	74	0.00312390798957152	1	0.0135135135135135
DUSP19	4	250	0.0031328544317889	1	0.016
LINC00707	2	194	0.00316023506238261	1	0.0103092783505155
C1orf51	3	251	0.00316268734616121	1	0.0119521912350598
RPL41	3	303	0.00316759742676931	1	0.0099009900990099
NRXN1	4	191	0.00329782609431395	1	0.0209424083769634
TEFM	4	354	0.00330455590693401	1	0.0112994350282486
AC012506.4	1	37	0.0033400942783669	1	0.027027027027027
RP11-18A15.1	2	91	0.00335187715652818	1	0.021978021978022
RP11-236P24.3	3	329	0.00351538440947341	1	0.00911854103343465
RNU6-673P	1	33	0.00353059452495996	1	0.0303030303030303
RNU6-208P	1	60	0.0035678836136539	1	0.0166666666666667
RP11-813I20.2	1	41	0.00361528796203281	1	0.024390243902439
FAM172BP	1	46	0.00365973301530875	1	0.0217391304347826
PCBP1	5	747	0.00366472297576037	1	0.00669344042838019
SNORD114-23	2	102	0.00367673089774823	1	0.0196078431372549
VPS37B	3	329	0.00371066706654366	1	0.00911854103343465
RP11-261C10.3	3	176	0.00373658825812084	1	0.0170454545454545
HMCN1	5	441	0.00374402659439677	1	0.0113378684807256
AC005626.3	1	44	0.00377281551784781	1	0.0227272727272727
RP11-307C18.1	2	160	0.00380193309453247	1	0.0125
OR52A4	2	111	0.00382262893956498	1	0.018018018018018
STAC2	2	204	0.00382457154392801	1	0.00980392156862745
TPCN2	4	520	0.00390474100734262	1	0.00769230769230769
C10orf115	1	32	0.00391097479086633	1	0.03125
C21orf90	2	264	0.00394289713483231	1	0.00757575757575758
RP11-753H16.3	3	273	0.00400589186269373	1	0.010989010989011
AC011500.1	1	86	0.00407948901973476	1	0.0116279069767442
TMPRSS4	3	358	0.00409347643788038	1	0.00837988826815642
RP11-813P10.2	1	25	0.00410885565616015	1	0.04
CTD-2541M15.4	2	168	0.00419271251444586	1	0.0119047619047619
SPTBN5	2	249	0.00420019486448564	1	0.00803212851405622
RP11-23P13.6	2	249	0.00420019486448564	1	0.00803212851405622
ZNRF4	1	28	0.00421678249987822	1	0.0357142857142857
CTD-2231E14.5	1	71	0.00440557228277161	1	0.0140845070422535
AJ003147.8	1	37	0.0044794650532074	1	0.027027027027027
HPR	1	59	0.00448170266033654	1	0.0169491525423729
ZNF484	3	342	0.00450498632142449	1	0.0087719298245614
CACNG2	2	203	0.00451430116463925	1	0.00985221674876847
RP1-293L6.1	2	203	0.00451430116463925	1	0.00985221674876847
FAM129B	2	529	0.00452068516667181	1	0.00378071833648393
RP11-51F16.9	1	71	0.00453050321698412	1	0.0140845070422535
CIB4	3	367	0.00457921625630309	1	0.00817438692098093
NR2F2-AS1	2	103	0.00458307621454501	1	0.0194174757281553
AC019349.5	2	131	0.00460663873814515	1	0.0152671755725191
AL031594.1	1	44	0.00465737474468997	1	0.0227272727272727
MRPS5P3	1	29	0.00469373738798062	1	0.0344827586206897
PRR16	2	62	0.00474139897445269	1	0.032258064516129
RP11-318G8.2	2	156	0.00486461245451253	1	0.0128205128205128
AGT	2	146	0.00487582051243529	1	0.0136986301369863
MIR3189	2	203	0.00498418957558511	1	0.00985221674876847
AC024475.1	1	84	0.00508835720270306	1	0.0119047619047619
OR10G9	1	52	0.00510193666036274	1	0.0192307692307692
CDH23-AS1	1	55	0.0051311039938321	1	0.0181818181818182
AC006262.4	1	47	0.00513278440590914	1	0.0212765957446809
TARDBPP2	2	136	0.00517676715364923	1	0.0147058823529412
KB-1440D3.14	1	66	0.00518874388218027	1	0.0151515151515152
TMEM97P1	1	88	0.0051936012403162	1	0.0113636363636364
SRD5A1P1	2	83	0.00525690237997656	1	0.0240963855421687
RNU1-91P	1	72	0.00530240453792852	1	0.0138888888888889
CTD-2184D3.5	1	68	0.00530790693260341	1	0.0147058823529412
RP11-321F8.4	2	72	0.00532399951441132	1	0.0277777777777778
RP3-438O4.4	2	224	0.00536593494888082	1	0.00892857142857143
CTD-2555A7.2	3	525	0.0054803364084357	1	0.00571428571428571
RP11-129O7.2	1	37	0.00548944706207422	1	0.027027027027027
GAL3ST3	1	132	0.00549962326970288	1	0.00757575757575758
RP11-94C24.8	1	97	0.00554872118497829	1	0.0103092783505155
RNU6-450P	1	94	0.00555194254547764	1	0.0106382978723404
RP11-95P13.1	2	100	0.00558536608495075	1	0.02
HAND1	2	148	0.00565965880861719	1	0.0135135135135135
HNRNPA1P73	1	30	0.00577946953052555	1	0.0333333333333333
RNU1-122P	3	335	0.00580738012812843	1	0.00895522388059702
DEFB121	1	80	0.00581164843279103	1	0.0125
CSMD2	1	14	0.00584839757756328	1	0.0714285714285714
UBQLN1P1	1	100	0.00594450841872396	1	0.01
CTC-441N14.4	1	51	0.0060610220486097	1	0.0196078431372549
CTC-441N14.1	1	51	0.0060610220486097	1	0.0196078431372549
AL353898.1	2	230	0.00606931188836002	1	0.00869565217391304
ZNF696	4	580	0.00608736620669503	1	0.00689655172413793
NSG1	1	63	0.00615985942804709	1	0.0158730158730159
RNA5SP19	4	528	0.00616974324100572	1	0.00757575757575758
HEPACAM2	1	54	0.0061901206948648	1	0.0185185185185185
RP11-1070N10.5	1	39	0.00623147746207786	1	0.0256410256410256
TRIM69	3	364	0.00623709885469803	1	0.00824175824175824
RP11-462G8.3	3	248	0.00632122516595057	1	0.0120967741935484
RP11-508N12.4	1	41	0.00635810501728395	1	0.024390243902439
EEF1B2P2	2	122	0.00639444189860572	1	0.0163934426229508
APOH	2	125	0.00640067549955847	1	0.016
RP11-666O2.1	1	70	0.00640236669826955	1	0.0142857142857143
LRRC37A7P	1	42	0.00649613622092127	1	0.0238095238095238
RPS4XP19	1	77	0.00650859605366583	1	0.012987012987013
HDAC6	4	660	0.00651543628923013	1	0.00606060606060606
AC105049.1	1	84	0.00660439245494915	1	0.0119047619047619
RNU1-19P	1	53	0.00662337249667255	1	0.0188679245283019
CNOT3	4	512	0.0066568162967664	1	0.0078125
NAP1L2	1	37	0.00668177439585627	1	0.027027027027027
AC131571.2	1	55	0.00670562443417755	1	0.0181818181818182
AC131571.1	1	55	0.00670562443417755	1	0.0181818181818182
SNORD114-22	2	125	0.00675044093935817	1	0.016
UBE4A	2	202	0.00679881576662222	1	0.0099009900990099
GLI1	3	522	0.00680738871479547	1	0.00574712643678161
GPR87	2	122	0.00685967124383058	1	0.0163934426229508
CCDC180	3	380	0.0068856788266235	1	0.00789473684210526
SMCP	1	36	0.00691086284284048	1	0.0277777777777778
RP11-461L13.4	1	35	0.00694914811153058	1	0.0285714285714286
RSRC2	3	380	0.00696401390344592	1	0.00789473684210526
ZNF833P	3	407	0.00707196050502679	1	0.00737100737100737
TMEM214	3	379	0.00711159758894486	1	0.0079155672823219
SYT1	2	135	0.00714289987565542	1	0.0148148148148148
RP11-150O12.4	1	84	0.00715866098791573	1	0.0119047619047619
RNA5SP227	1	53	0.00725048472908862	1	0.0188679245283019
NTS	1	40	0.00726928455096931	1	0.025
ZNF563	2	205	0.00727025782783386	1	0.00975609756097561
RORC	1	146	0.00728480094873651	1	0.00684931506849315
AC005355.1	2	217	0.00741638489065211	1	0.00921658986175115
CAPN6	1	49	0.00751553143161632	1	0.0204081632653061
ZNF554	2	269	0.00752461358712442	1	0.00743494423791822
RP1-63G5.7	1	104	0.0075348983734711	1	0.00961538461538462
SNORD112	3	379	0.00756543905600127	1	0.0079155672823219
ZNF253	2	251	0.00757290980849812	1	0.00796812749003984
RP11-528A4.2	1	98	0.00761145643686678	1	0.0102040816326531
FNDC5	1	91	0.00768761108067151	1	0.010989010989011
RNU2-6P	1	30	0.00771225783612906	1	0.0333333333333333
RP1-127B20.4	1	83	0.007747812175386	1	0.0120481927710843
CCDC116	1	109	0.00801086160306808	1	0.00917431192660551
RNY4P27	1	65	0.00813457308685828	1	0.0153846153846154
RP11-373D23.2	2	236	0.00818998006748328	1	0.00847457627118644
ST18	1	53	0.00819429961866636	1	0.0188679245283019
SYT4	2	133	0.00824265560733428	1	0.0150375939849624
RP11-253I19.4	1	69	0.0083389022365461	1	0.0144927536231884
RP1-290I10.5	1	76	0.00836265668324687	1	0.0131578947368421
RPL4P5	1	37	0.00845883896521082	1	0.027027027027027
RP11-252A24.7	2	284	0.00853224901648986	1	0.00704225352112676
RP11-44K6.3	1	44	0.00870968944907757	1	0.0227272727272727
RP11-47I22.3	1	33	0.00872446449027531	1	0.0303030303030303
RP11-47I22.2	1	33	0.00872446449027531	1	0.0303030303030303
RNU1-60P	3	275	0.00876530644406581	1	0.0109090909090909
FAM3C2	1	32	0.00880630834843488	1	0.03125
RP11-252E2.2	1	73	0.0088278265271976	1	0.0136986301369863
CASP1	1	47	0.00885887142103048	1	0.0212765957446809
GAS5-AS1	1	65	0.0089113725914628	1	0.0153846153846154
AC105227.1	1	103	0.00899027589796697	1	0.00970873786407767
GPR148	2	268	0.00902913071275235	1	0.00746268656716418
KNTC1	3	421	0.00903433747501803	1	0.00712589073634204
LINC00478	2	113	0.00906761688228241	1	0.0176991150442478
AC006262.6	1	85	0.00912540902644499	1	0.0117647058823529
RP11-398M15.1	2	77	0.00918409732034398	1	0.025974025974026
RP11-66N24.3	1	73	0.0092346055170166	1	0.0136986301369863
EEF1A1P30	1	97	0.00925493330162808	1	0.0103092783505155
AC009505.2	1	57	0.00931392558684907	1	0.0175438596491228
HIST3H2BA	2	144	0.00931816150866505	1	0.0138888888888889
AL117209.1	1	111	0.00935966679527056	1	0.00900900900900901
RP11-166D19.1	3	240	0.00943922125104379	1	0.0125
UCN2	1	122	0.00952839218277435	1	0.00819672131147541
AOC1	2	167	0.00953205187747097	1	0.0119760479041916
KLHL15	1	89	0.00959121191853629	1	0.0112359550561798
RP11-426C22.5	1	127	0.00962877754157598	1	0.0078740157480315
AC008914.1	2	137	0.00967370595362782	1	0.0145985401459854
CTD-2647L4.5	1	99	0.00979690899911279	1	0.0101010101010101
CTD-2342I9.1	3	98	0.00984759671004842	1	0.0306122448979592
KB-1980E6.3	2	177	0.00985293103768436	1	0.0112994350282486
AC017060.1	1	57	0.00986426002611263	1	0.0175438596491228
XXbac-BPG181B23.6	2	223	0.00987659765372484	1	0.00896860986547085
RP11-184M15.1	1	78	0.00995593185327914	1	0.0128205128205128
RP11-414H23.3	2	158	0.00996156327094755	1	0.0126582278481013
RP11-856M7.1	1	73	0.00996796434995084	1	0.0136986301369863
TCEB1P33	1	44	0.00997784164750559	1	0.0227272727272727
RFPL3	2	229	0.0100162993745576	1	0.00873362445414847
AC009951.2	1	36	0.0100394103193895	1	0.0277777777777778
RP11-406A9.2	3	145	0.0100805495822058	1	0.0206896551724138
PTGR2	3	373	0.0101473714447684	1	0.00804289544235925
RP5-1021I20.4	3	373	0.0101473714447684	1	0.00804289544235925
WDR11	2	201	0.0102120485055226	1	0.00995024875621891
WDR11-AS1	2	201	0.0102120485055226	1	0.00995024875621891
RP11-79P5.3	1	80	0.0103905183493802	1	0.0125
ABHD1	2	189	0.0104246382915784	1	0.0105820105820106
RP11-293M10.2	3	381	0.0104634056385787	1	0.0078740157480315
RP1-169I5.4	1	67	0.0105599839260854	1	0.0149253731343284
NYX	1	67	0.0105599839260854	1	0.0149253731343284
CTD-2302E22.5	1	76	0.0106540035372973	1	0.0131578947368421
BDP1	2	354	0.0106857125271944	1	0.00564971751412429
RP11-148O21.6	1	73	0.0106996605492639	1	0.0136986301369863
RP11-148O21.3	1	73	0.0106996605492639	1	0.0136986301369863
DPCR1	1	96	0.0107983883690159	1	0.0104166666666667
RPLP0P2	1	108	0.0108767349853496	1	0.00925925925925926
C5	1	113	0.0108931725651127	1	0.00884955752212389
RP3-436N22.3	1	88	0.0109089394514759	1	0.0113636363636364
DEC1	1	40	0.0109718151104898	1	0.025
SFTA3	1	62	0.0109993925834846	1	0.0161290322580645
RP11-235G24.1	1	105	0.0110229889902863	1	0.00952380952380952
GH1	1	105	0.0110724794062989	1	0.00952380952380952
OR13A1	1	54	0.0110769180275421	1	0.0185185185185185
MMRN1	2	190	0.0110942203114178	1	0.0105263157894737
EEF1A1P31	1	80	0.0111142492944671	1	0.0125
GREM2	2	125	0.0111289677272565	1	0.016
VAC14	3	554	0.0111951342176442	1	0.00541516245487365
LINC00973	1	62	0.0112178783692665	1	0.0161290322580645
RP11-274J7.3	1	112	0.0113354202956248	1	0.00892857142857143
CTB-60E11.11	1	95	0.0113481975015995	1	0.0105263157894737
NKG2-E	1	58	0.0113508015511267	1	0.0172413793103448
KLRC2	1	58	0.0113508015511267	1	0.0172413793103448
ATG16L2	9	1695	0.0113620518355518	1	0.00530973451327434
RP11-16C18.3	1	89	0.0114789993294639	1	0.0112359550561798
RP11-58E21.3	1	104	0.0115122832976303	1	0.00961538461538462
LLNLR-249E10.1	1	84	0.0115958658077678	1	0.0119047619047619
TMEM191A	3	635	0.0116217800215778	1	0.0047244094488189
RP11-75N4.2	1	92	0.0117525771711333	1	0.0108695652173913
USH1C	2	257	0.0118731999006675	1	0.00778210116731518
IGLV9-49	1	98	0.0121003208915492	1	0.0102040816326531
FER1L5	1	118	0.0121458927106104	1	0.00847457627118644
CTD-2218K11.2	1	54	0.0121622741190947	1	0.0185185185185185
CTC-559E9.6	3	427	0.0122513139277787	1	0.00702576112412178
LINC00663	3	427	0.0122513139277787	1	0.00702576112412178
SNHG1	2	230	0.012271972475396	1	0.00869565217391304
BEND3P3	1	83	0.0122916357515533	1	0.0120481927710843
AC092377.1	1	97	0.012349016487729	1	0.0103092783505155
BZRAP1	1	106	0.0124208408657064	1	0.00943396226415094
RP11-284L19.1	1	51	0.0124573515531691	1	0.0196078431372549
RN7SL299P	1	51	0.0124573515531691	1	0.0196078431372549
CCDC37	1	108	0.0125212761904397	1	0.00925925925925926
ATOH8	1	131	0.0125330566874439	1	0.00763358778625954
RXFP3	1	83	0.0125567627424994	1	0.0120481927710843
RP11-91I20.1	1	70	0.0125606952138495	1	0.0142857142857143
RP11-359E19.1	2	155	0.0125736287751228	1	0.0129032258064516
RRN3P1	2	187	0.0126070341393635	1	0.0106951871657754
HIST1H1PS1	1	81	0.0127028858679291	1	0.0123456790123457
LINC00353	2	86	0.0127161322426581	1	0.0232558139534884
BECN1P1	1	54	0.0127571560592218	1	0.0185185185185185
RP11-535A19.1	1	92	0.0128767346549401	1	0.0108695652173913
SESN3	4	487	0.0129293572941477	1	0.0082135523613963
RN7SKP132	2	217	0.0129328483729663	1	0.00921658986175115
AC124944.5	1	120	0.0129773860756255	1	0.00833333333333333
AP000438.2	1	134	0.0130559504093934	1	0.00746268656716418
RP11-6L6.7	3	301	0.0131413143037061	1	0.00996677740863787
CTC-518B2.9	1	104	0.0132609503144028	1	0.00961538461538462
MUM1	2	519	0.0132915865155496	1	0.00385356454720617
LINC00669	2	108	0.0133125324036705	1	0.0185185185185185
LINC00899	1	88	0.0134049749925893	1	0.0113636363636364
LRP5	2	502	0.0134856607346906	1	0.00398406374501992
PARP14	3	419	0.0135412091717708	1	0.00715990453460621
AL022345.9	1	64	0.0137338199558719	1	0.015625
AL022345.8	1	64	0.0137338199558719	1	0.015625
AC060835.1	1	67	0.013766307026435	1	0.0149253731343284
AC008555.2	1	98	0.013871566654252	1	0.0102040816326531
IGLVI-42	2	275	0.013902780462945	1	0.00727272727272727
NKX6-3	1	61	0.0139260527923659	1	0.0163934426229508
PLXDC1	4	791	0.01406059261794	1	0.00505689001264223
XXbac-BPG300A18.13	1	113	0.0140743611782915	1	0.00884955752212389
APOC1	1	130	0.0140855831306244	1	0.00769230769230769
SCNN1A	4	872	0.0141576157431003	1	0.00458715596330275
ANXA1	1	78	0.0142460991741932	1	0.0128205128205128
FGL1	1	98	0.014268612842437	1	0.0102040816326531
MAPK6	4	856	0.0142760828588031	1	0.00467289719626168
CTB-184G21.3	1	128	0.0143098611059267	1	0.0078125
TLR3	2	212	0.0143538403025513	1	0.00943396226415094
RP11-472F14.4	2	236	0.0143553874371551	1	0.00847457627118644
CCDC159	3	623	0.0143639760177131	1	0.00481540930979133
RNU6-2	2	404	0.0143842675453573	1	0.00495049504950495
TMEM259	2	404	0.0143842675453573	1	0.00495049504950495
FAM150A	1	44	0.0143894160122897	1	0.0227272727272727
GABRA3	1	159	0.0144338095902263	1	0.00628930817610063
RP11-274M4.1	1	42	0.0145305701252476	1	0.0238095238095238
POLR3A	3	354	0.0145308534499774	1	0.00847457627118644
MIR371B	1	72	0.0145722928591179	1	0.0138888888888889
MIR371A	1	72	0.0145722928591179	1	0.0138888888888889
AC008753.4	1	72	0.0145722928591179	1	0.0138888888888889
MIR373	1	72	0.0145722928591179	1	0.0138888888888889
MIR372	1	72	0.0145722928591179	1	0.0138888888888889
RP11-502M1.1	1	39	0.0145732164161076	1	0.0256410256410256
HYDIN	2	210	0.0147060482471025	1	0.00952380952380952
AP001372.2	4	524	0.0147361189985333	1	0.00763358778625954
LEAP2	1	80	0.0147639982434227	1	0.0125
DEFB135	1	82	0.0147776512001052	1	0.0121951219512195
RP11-473M20.5	1	126	0.0148082950806799	1	0.00793650793650794
RP11-132N15.3	1	54	0.0148301461619478	1	0.0185185185185185
CTD-2319I12.4	2	211	0.0149213495702866	1	0.00947867298578199
RP11-59K5.1	1	33	0.0149277258472942	1	0.0303030303030303
RP5-1121H13.1	6	499	0.0149819763032953	1	0.0120240480961924
RP11-493L12.3	1	98	0.0150204908920168	1	0.0102040816326531
PLA1A	1	146	0.0151012650127916	1	0.00684931506849315
RP11-395P17.3	1	121	0.0151583576333434	1	0.00826446280991736
TIMM50	2	385	0.0151601793167266	1	0.00519480519480519
CBX1P3	1	73	0.0151698491849055	1	0.0136986301369863
NRBF2P5	1	108	0.015262940117916	1	0.00925925925925926
RP11-397G17.1	1	33	0.015272672344904	1	0.0303030303030303
RNU6-266P	1	88	0.0154183607569226	1	0.0113636363636364
KRT16	2	284	0.0154450576999432	1	0.00704225352112676
SLC6A11	1	54	0.0154701174455318	1	0.0185185185185185
AC005037.1	1	67	0.0154833571306503	1	0.0149253731343284
AC005037.2	1	67	0.0154833571306503	1	0.0149253731343284
PTMAP4	1	51	0.0155149797048419	1	0.0196078431372549
LINC00987	1	51	0.0155149797048419	1	0.0196078431372549
RDH13	4	639	0.0157230180857946	1	0.00625978090766823
DEGS2	2	282	0.0157491159649055	1	0.00709219858156028
HMGN1P33	1	143	0.0157771905211865	1	0.00699300699300699
RNU6-1273P	1	133	0.0159253697064021	1	0.0075187969924812
TMEM26	4	385	0.0160290727326073	1	0.0103896103896104
RP11-809M12.1	4	385	0.0160290727326073	1	0.0103896103896104
AC098847.1	1	87	0.0160759671749859	1	0.0114942528735632
HIP1R	3	750	0.0160949659820681	1	0.004
Z99756.1	1	154	0.0161088681658319	1	0.00649350649350649
CCDC81	1	74	0.0161127349776156	1	0.0135135135135135
RNU6-299P	1	76	0.0161738799848048	1	0.0131578947368421
AVPR1A	1	68	0.0161869473152717	1	0.0147058823529412
RP11-1094H24.3	1	92	0.0162215645992633	1	0.0108695652173913
RP11-170M17.1	1	90	0.016301259497177	1	0.0111111111111111
NPR1	1	89	0.0163266972903012	1	0.0112359550561798
SARDH	1	133	0.016373856720284	1	0.0075187969924812
RNU6-600P	1	91	0.0163967931876295	1	0.010989010989011
RP11-439L8.4	1	131	0.0164496858339092	1	0.00763358778625954
RP11-347D21.3	1	111	0.0165437441587458	1	0.00900900900900901
CTD-2236F14.1	1	84	0.0165801423172179	1	0.0119047619047619
DEXI	2	313	0.0165821430670864	1	0.00638977635782748
AC068196.1	2	209	0.016733050577794	1	0.00956937799043062
POU6F2	1	89	0.0167394773693301	1	0.0112359550561798
RN7SKP11	2	234	0.0167863668886377	1	0.00854700854700855
LINC00898	3	260	0.0167968196763696	1	0.0115384615384615
RP11-191L9.4	3	260	0.0167968196763696	1	0.0115384615384615
FAM225B	1	99	0.0168187506220031	1	0.0101010101010101
