name	ct	len	pval	p.adj	den
TRAF4	4	1626	9.93732623355559e-06	0.0320578144294503	0.002460024600246
SRSF2	4	1463	1.01551221997065e-05	0.0327502690940534	0.00273410799726589
TNF	3	825	1.02177044458696e-05	0.0329418791334835	0.00363636363636364
AC007292.7	1	41	1.03023901679711e-05	0.0332046035113708	0.024390243902439
NEK2P4	2	234	1.0394040791839e-05	0.0334895994313054	0.00854700854700855
IGLV1-47	3	652	1.04086860558406e-05	0.0335263777858624	0.00460122699386503
AC007690.1	3	577	1.05293573737786e-05	0.033904530743567	0.00519930675909879
LIMD2	5	2608	1.05514276190766e-05	0.0339650455058075	0.00191717791411043
IGHD7-27	2	33	1.09133375363335e-05	0.0351191201919212	0.0606060606060606
GSTA4	3	671	1.11213762181706e-05	0.0357774672938547	0.00447093889716841
ING1	5	2250	1.1325173073562e-05	0.0364217566045753	0.00222222222222222
ARID1A	4	1562	1.13849773923924e-05	0.0366027023165416	0.00256081946222791
AE000662.92	3	861	1.21846311569307e-05	0.0391614045383752	0.00348432055749129
MRPS18B	3	793	1.3141703540609e-05	0.0422242934759766	0.00378310214375788
DAAM1	6	2651	1.33818958891752e-05	0.0429826495960306	0.002263296869106
CALR	5	2195	1.35066893763858e-05	0.0433699795875747	0.00227790432801822
U62631.5	3	669	1.3528286475939e-05	0.043425799587764	0.00448430493273543
IGHV3-33	2	32	1.40246021207435e-05	0.045004948205466	0.0625
PPP1R10	3	822	1.5527401713733e-05	0.0498119046976555	0.00364963503649635
RP11-553K8.2	3	531	1.79767447129331e-05	0.0576514202943764	0.00564971751412429
EIF5	4	1536	1.80442858987995e-05	0.0578499805915511	0.00260416666666667
ARID5A	3	702	1.86395835850561e-05	0.0597398653901049	0.00427350427350427
ANKRD33B	4	1145	1.87921745000708e-05	0.0602101270982267	0.00349344978165939
IGHA1	3	114	1.99677672735321e-05	0.0639567585771234	0.0263157894736842
APCDD1L-AS1	1	50	2.04291580481186e-05	0.0654141640700758	0.02
APCDD1L	1	50	2.04291580481186e-05	0.0654141640700758	0.02
SUPT4H1	3	818	2.13178177573825e-05	0.068217016823624	0.00366748166259169
CTB-181H17.1	1	13	2.46836670985129e-05	0.0789630510481427	0.0769230769230769
HIST1H2AE	3	550	2.50213831916035e-05	0.0800183834467481	0.00545454545454545
HSD17B6	3	835	2.57722384570114e-05	0.0823938463470654	0.00359281437125748
HIST1H2BG	3	567	2.64202659350232e-05	0.0844391699283342	0.00529100529100529
P2RX5-TAX1BP3	3	752	2.65773155957438e-05	0.0849145233284015	0.00398936170212766
IGLV1-36	2	268	2.67270140386078e-05	0.0853660828393132	0.00746268656716418
HIST1H3C	3	533	2.71615458626862e-05	0.0867268159395569	0.00562851782363977
FAM208B	4	1395	2.79621408896258e-05	0.0892551537196855	0.0028673835125448
AC007358.1	1	46	2.89610639482296e-05	0.0924147550588007	0.0217391304347826
DPM2	2	306	2.98204483132336e-05	0.0951272301192152	0.0065359477124183
RP11-203J24.8	2	306	2.98204483132336e-05	0.0951272301192152	0.0065359477124183
AL928742.12	4	298	3.05039107293403e-05	0.097246467405137	0.0134228187919463
RP11-550I24.2	4	769	3.14724597419991e-05	0.100302729197751	0.00520156046814044
CEPT1	3	727	3.18293192985708e-05	0.101408211285247	0.00412654745529574
AC144652.1	4	1321	3.21968483097956e-05	0.102546961866699	0.00302800908402725
RP11-363E6.4	1	32	3.24022100623989e-05	0.103168636838678	0.03125
KB-1183D5.16	1	47	3.26915515347359e-05	0.104057208535064	0.0212765957446809
SLC1A7	1	28	3.49267452536273e-05	0.111136903397042	0.0357142857142857
P2RX5	4	1708	3.51256711583758e-05	0.111734759954794	0.00234192037470726
TVP23B	2	358	3.81408313347986e-05	0.12128784364466	0.00558659217877095
MIR155HG	5	782	3.87552308033223e-05	0.123202878723762	0.00639386189258312
HLA-DRA	2	296	3.89998550031079e-05	0.123941539199877	0.00675675675675676
RN7SL322P	1	44	3.9519757034423e-05	0.125554268098362	0.0227272727272727
ERH	3	705	3.98595345039165e-05	0.126593881584439	0.00425531914893617
ZCCHC7	4	1817	4.07089896677926e-05	0.129251042195241	0.00220143093010457
SLC39A9	3	716	4.18251216900423e-05	0.132752936244194	0.00418994413407821
HIST1H1B	3	578	4.3790427473267e-05	0.138947026372676	0.00519031141868512
STAT3	3	1267	4.43141235618727e-05	0.14056439993826	0.00236779794790845
CTD-2555O16.1	1	56	4.63500975969033e-05	0.14697615947978	0.0178571428571429
TBC1D2B	3	1009	4.74179516527506e-05	0.15031490673922	0.00297324083250743
UBE2J1	3	861	4.75889405380236e-05	0.150809352564997	0.00348432055749129
AC131011.1	2	202	4.8000618480537e-05	0.152065959346341	0.0099009900990099
FAM105B	3	776	5.2138496175691e-05	0.165122617388413	0.0038659793814433
HIST1H2AD	3	684	5.33349694094021e-05	0.168858513150167	0.0043859649122807
DTL	3	783	5.38091570216892e-05	0.170305981973646	0.00383141762452107
RPL3P11	1	41	5.60892074725761e-05	0.177466252443231	0.024390243902439
DPM3	2	345	5.68463588203061e-05	0.179805032948628	0.00579710144927536
RP11-756K15.2	2	146	5.73070334523029e-05	0.181204839776182	0.0136986301369863
RP11-169I9.2	1	52	5.75210049065245e-05	0.181823896509524	0.0192307692307692
PARP1	3	1197	5.81269291464181e-05	0.183681096102681	0.0025062656641604
CLHC1	3	818	5.85971119848594e-05	0.185108276760171	0.00366748166259169
HIST1H2BF	3	722	5.89853351748992e-05	0.186275688482332	0.00415512465373961
RCC1	4	2287	5.95146963292548e-05	0.187887896311457	0.00174901617839965
UCP1	1	29	6.14782861383389e-05	0.194025471052598	0.0344827586206897
SLC25A38	3	623	6.18794494702257e-05	0.195229663078562	0.00481540930979133
PXN-AS1	3	1009	6.24638578629044e-05	0.197011007699601	0.00297324083250743
RNU6-719P	1	44	6.40820462400882e-05	0.202050691794998	0.0227272727272727
CTD-2165H16.4	3	816	6.55450026394444e-05	0.206597848319529	0.00367647058823529
RP11-187O7.3	1	63	6.80792958033249e-05	0.214517861076277	0.0158730158730159
RP11-617F23.1	1	94	6.97205779334187e-05	0.219619820490269	0.0106382978723404
SWAP70	3	937	7.16695701408199e-05	0.225687476373442	0.0032017075773746
SNORD45	1	44	7.23478698596569e-05	0.2277510943182	0.0227272727272727
CTD-2571E19.1	1	26	7.46378914812107e-05	0.23488544449137	0.0384615384615385
INTS7	3	883	7.549969757914e-05	0.237522048583974	0.00339750849377123
RAB11FIP1	3	928	7.59616927589191e-05	0.2388995237268	0.00323275862068966
UBE2G1	3	1197	7.61815870814475e-05	0.239514909784071	0.0025062656641604
CTA-989H11.1	1	60	7.63585949319356e-05	0.239995063871074	0.0166666666666667
C11orf44	1	43	7.64036631932807e-05	0.240060309753288	0.0232558139534884
RP11-455F5.5	3	1557	7.70459631090903e-05	0.242001370125653	0.00192678227360308
DMD	5	869	7.7300758975718e-05	0.242724383183754	0.00575373993095512
CTNNA1	2	555	7.95656961651847e-05	0.249756720262515	0.0036036036036036
WNT7B	1	71	8.22981231838327e-05	0.258251510550867	0.0140845070422535
SRGAP3-AS1	1	107	8.29163751333573e-05	0.260108668793342	0.00934579439252336
RP11-536C10.21	3	405	8.44546125041701e-05	0.264849664813077	0.00740740740740741
RP11-597A11.3	3	405	8.44546125041701e-05	0.264849664813077	0.00740740740740741
HIF1A	4	1421	8.44716276829915e-05	0.264849664813077	0.00281491907107671
MBNL3	4	1239	8.5176801925213e-05	0.266858920431692	0.00322841000807102
IGLC2	1	28	8.82217323509016e-05	0.276310465723024	0.0357142857142857
RERG-AS1	1	56	8.93661602620055e-05	0.279805447780339	0.0178571428571429
ZEB2-AS1	4	1373	8.94943168372464e-05	0.280117211700581	0.00291332847778587
MIR4445	1	31	9.0774685565842e-05	0.28403399113552	0.032258064516129
TERF2IP	3	849	9.2457912329813e-05	0.289208349767655	0.00353356890459364
AC016723.4	1	20	9.29943148827439e-05	0.29079322263834	0.05
B3GALT1	1	20	9.29943148827439e-05	0.29079322263834	0.05
CTD-2275D24.2	1	75	9.98404757676097e-05	0.31200148677378	0.0133333333333333
ORAI2	3	1522	0.000102495851338258	0.320197039580718	0.00197109067017083
EIF4A1P11	1	82	0.00010275492656131	0.320903635650972	0.0121951219512195
KCNJ10	2	472	0.000103005024379432	0.321581686112588	0.00423728813559322
RP11-298I3.4	1	92	0.000103106437780554	0.321795192313107	0.0108695652173913
RP11-298I3.5	1	92	0.000103106437780554	0.321795192313107	0.0108695652173913
POLDIP3	3	907	0.000113386744734933	0.353653256828258	0.00330760749724366
RNU12	3	907	0.000113386744734933	0.353653256828258	0.00330760749724366
AC003087.4	1	86	0.000115660532391759	0.360513879465113	0.0116279069767442
