name	ct	len	pval	p.adj	den
TAX1BP3	3	669	3.8572362522582e-05	0.115601370480178	0.00448430493273543
RP5-881L22.4	2	314	3.89130339869537e-05	0.116583449824913	0.00636942675159236
RP11-14K2.1	2	275	3.92478112832828e-05	0.117547194793432	0.00727272727272727
RP1-180M12.1	1	38	3.9858017825245e-05	0.119334905368784	0.0263157894736842
LMO2	2	235	4.2754099738973e-05	0.127963020518746	0.00851063829787234
PDCL	3	488	4.30374217016416e-05	0.128767965731312	0.00614754098360656
VAMP1	2	350	4.34769184615158e-05	0.130039463118394	0.00571428571428571
GPX4	3	1261	4.41869003936501e-05	0.132118832177014	0.00237906423473434
CHURC1-FNTB	1	79	5.46346255703156e-05	0.163302895829673	0.0126582278481013
SOD1P1	1	30	5.66356828151093e-05	0.169227420251547	0.0333333333333333
PSORS1C3	1	59	5.97439583825965e-05	0.178455203688816	0.0169491525423729
NINL	3	876	5.98995150650206e-05	0.178859951984151	0.00342465753424658
PBX4	2	286	6.08863985193109e-05	0.181745899580143	0.00699300699300699
TTC27	2	247	6.26898400037934e-05	0.18706648257132	0.00809716599190283
CERCAM	2	409	6.3231251308582e-05	0.1886188226535	0.00488997555012225
RP11-113K21.3	2	197	6.41571560773269e-05	0.191316639422589	0.0101522842639594
AMICA1	1	78	6.67830739469188e-05	0.199080343435765	0.0128205128205128
RP11-338C15.3	2	299	6.68781918264916e-05	0.199297011642945	0.00668896321070234
RP11-121C1.1	1	26	6.76683980764814e-05	0.201584157869838	0.0384615384615385
AC092570.2	1	50	6.81679490941445e-05	0.203004152402362	0.02
DHX34	2	389	7.25988548746503e-05	0.216126790961834	0.0051413881748072
ASPH	3	413	7.46115041451167e-05	0.222043836335867	0.00726392251815981
RP11-382D12.2	2	395	7.65456656305341e-05	0.227723355250839	0.00506329113924051
RP5-1052I5.1	2	162	7.70064777888546e-05	0.229017264944054	0.0123456790123457
EMC6	3	794	7.70951111226381e-05	0.229203765367603	0.00377833753148615
RP11-482M8.1	2	382	7.73567888942006e-05	0.229904376593564	0.00523560209424084
DTL	3	728	7.769977621086e-05	0.230846035122465	0.00412087912087912
SLX4	2	384	7.80476434854016e-05	0.231801501151643	0.00520833333333333
GGT7	1	82	8.14234169816963e-05	0.241746125018656	0.0121951219512195
MIR4470	3	434	8.37266236612955e-05	0.248500619026725	0.00691244239631336
LINC00652	2	229	8.66506301618886e-05	0.257092419690323	0.00873362445414847
RP5-1068E13.7	2	229	8.66506301618886e-05	0.257092419690323	0.00873362445414847
RP11-89B16.2	1	66	8.71305651848342e-05	0.258342125773033	0.0151515151515152
MYOM3	2	404	8.9362666613968e-05	0.264870943843801	0.00495049504950495
KRTAP1-3	1	56	8.98567047963317e-05	0.266245416311531	0.0178571428571429
TRGV1	2	175	9.07639333403987e-05	0.268842770554261	0.0114285714285714
C19orf24	2	591	9.38950979532116e-05	0.27802338503946	0.00338409475465313
NAIF1	2	602	9.53063318726022e-05	0.282106742342902	0.00332225913621262
CTD-2562J17.9	1	57	9.56989813158948e-05	0.283173285713733	0.0175438596491228
FAM162B	1	33	9.71028189062917e-05	0.287230138324811	0.0303030303030303
FXYD4	1	39	9.71128578129976e-05	0.287230138324811	0.0256410256410256
CTC-461F20.1	2	223	0.000102911391845484	0.30420607429525	0.00896860986547085
P2RX6P	2	436	0.000104506459332021	0.308816587326122	0.00458715596330275
LINC00582	1	45	0.000104579167062191	0.308926859501712	0.0222222222222222
UBB	2	417	0.00010713697733078	0.316375494057792	0.00479616306954436
HMGN1P26	1	67	0.000108444193253066	0.320127258483049	0.0149253731343284
ISY1-RAB43	2	328	0.000109261204383371	0.322429814135327	0.00609756097560976
ISY1	2	328	0.000109261204383371	0.322429814135327	0.00609756097560976
CTD-2349P21.1	1	62	0.000110767010728319	0.326651914637812	0.0161290322580645
AP000868.1	1	28	0.000112331071556171	0.331151998947592	0.0357142857142857
PPARD	2	463	0.000115743538236068	0.341096207181693	0.00431965442764579
HIST1H3PS1	2	276	0.000118112603141429	0.347959728854651	0.0072463768115942
RN7SL842P	1	93	0.000118577071512971	0.349209475605699	0.010752688172043
AC104534.2	1	124	0.000123296800611405	0.362985780999978	0.00806451612903226
SBF2	1	108	0.000125108293228093	0.368193706970279	0.00925925925925926
ZNF77	2	469	0.000125503714412001	0.369231927800106	0.00426439232409382
RP1-85F18.6	1	79	0.000129548953948566	0.381003473562733	0.0126582278481013
RP1-105O18.1	1	51	0.000130061509847512	0.382380838951686	0.0196078431372549
CEACAMP10	1	47	0.000131415203373342	0.386229282714251	0.0212765957446809
CFDP1	3	1136	0.000135590098281346	0.398363708750595	0.00264084507042254
CTC-329D1.2	3	942	0.00013572168701792	0.398614594771631	0.00318471337579618
RPS6P8	1	47	0.000139537867478112	0.409683178915738	0.0212765957446809
CCDC67	1	43	0.000143951533735143	0.422497751512644	0.0232558139534884
ANKHD1	3	972	0.000144234373050112	0.423183650529028	0.00308641975308642
ANKHD1-EIF4EBP3	3	972	0.000144234373050112	0.423183650529028	0.00308641975308642
ZCCHC14	2	453	0.000149423055743392	0.438108399439625	0.00441501103752759
RNF10	2	591	0.000155411399926031	0.455510813183197	0.00338409475465313
FNBP1P1	2	350	0.000156264606592682	0.457855297316558	0.00571428571428571
MKRN1	3	995	0.000156815828423862	0.459313561453491	0.00301507537688442
SNHG6	3	648	0.000158690375231196	0.464645418676943	0.00462962962962963
ZNF280D	3	1283	0.000158949321149793	0.465244663005443	0.00233826968043648
LINC00494	1	95	0.000158988177852981	0.465244663005443	0.0105263157894737
NLK	2	450	0.000162978449067097	0.476711963521259	0.00444444444444444
RGS9BP	2	574	0.000164975085949703	0.482387151316933	0.00348432055749129
CEP68	2	338	0.000165233781888263	0.482978344459393	0.00591715976331361
RPL31	2	387	0.000166320709000689	0.485989111700013	0.00516795865633075
AC016738.4	2	387	0.000166320709000689	0.485989111700013	0.00516795865633075
CTC-241F20.4	2	446	0.000170125865368909	0.496767526877213	0.00448430493273543
SFPQ	3	870	0.000176198322412113	0.514322903120959	0.00344827586206897
KNTC1	2	542	0.000178687619918128	0.521410474921096	0.003690036900369
RP11-815M8.1	1	58	0.000180931751019298	0.527777917723291	0.0172413793103448
FSCN1	3	1548	0.000182354752274905	0.531746457633622	0.00193798449612403
HINFP	2	388	0.000184583764277435	0.538061672868723	0.00515463917525773
ANAPC2	2	563	0.000185314100031864	0.540005287492851	0.00355239786856128
SSNA1	2	563	0.000185314100031864	0.540005287492851	0.00355239786856128
RP11-91I20.2	2	320	0.00018735981277862	0.545591774811342	0.00625
AC068570.1	1	42	0.000188181996570003	0.547797792015278	0.0238095238095238
RSRC2	2	535	0.00018992013516872	0.552667593340974	0.00373831775700935
SIK2	3	1272	0.000191990147917709	0.558499340292615	0.00235849056603774
AL354806.1	1	27	0.000195495779808375	0.568501727682753	0.037037037037037
PTPN22	1	61	0.000196268619507389	0.570552876907981	0.0163934426229508
IL17RA	2	296	0.000196877003682983	0.572124572702747	0.00675675675675676
C12orf65	2	561	0.000197388507629959	0.57341361466503	0.0035650623885918
GABRG2	2	92	0.000197438142337303	0.57341361466503	0.0217391304347826
SLC30A10	1	77	0.00019874981134993	0.576970702348846	0.012987012987013
RPL7AP38	2	328	0.000199011585245823	0.577531620383378	0.00609756097560976
RP11-46A10.5	1	102	0.000199570248090919	0.578953289711756	0.00980392156862745
S100A2	3	967	0.000199945152959291	0.579840943581944	0.0031023784901758
UBALD1	2	670	0.00020011345438109	0.58012890425078	0.00298507462686567
PLCL1	2	339	0.000200852395620177	0.582070242507273	0.00589970501474926
AC093063.3	1	68	0.000202218128719012	0.585825918898977	0.0147058823529412
CYP4F11	2	560	0.000202392065511314	0.586127421720766	0.00357142857142857
QTRT1	3	1271	0.000204535352041679	0.592129844160662	0.002360346184107
RP11-389E17.1	2	137	0.000206407109653028	0.597342175335864	0.0145985401459854
LIAS	2	512	0.000207772343313706	0.601085389206551	0.00390625
C1orf21	2	539	0.000211512815489145	0.611695062394609	0.00371057513914657
LRTOMT	2	414	0.000218926982714307	0.632917907027062	0.00483091787439614
RPL9	2	523	0.000221626739854708	0.640501278180106	0.00382409177820268
FAM73B	3	1670	0.000223145733886043	0.644668025196779	0.00179640718562874
TSNAX-DISC1	2	370	0.000223700818270167	0.646047963164243	0.00540540540540541
RP11-295G20.2	2	370	0.000223700818270167	0.646047963164243	0.00540540540540541
TSNAX	2	370	0.000223700818270167	0.646047963164243	0.00540540540540541
KIF1B	2	603	0.000224478115322335	0.647619362704937	0.0033167495854063
ANKRD27	2	652	0.000228260912782385	0.658304472464399	0.00306748466257669
RP11-345M22.1	1	66	0.000237225810206354	0.683922010824919	0.0151515151515152
AC008746.9	2	367	0.000240554218689626	0.693277258263502	0.00544959128065395
RALGAPA2	2	354	0.000242357072067323	0.698230724625957	0.00564971751412429
SIT1	1	126	0.000245902513710372	0.708199239485872	0.00793650793650794
HOXA9	2	460	0.000260286538727561	0.749364944996648	0.00434782608695652
MIR196B	2	460	0.000260286538727561	0.749364944996648	0.00434782608695652
HOXA-AS4	2	460	0.000260286538727561	0.749364944996648	0.00434782608695652
SLC8A1-AS1	2	268	0.000263304325663016	0.757263240606835	0.00746268656716418
CTD-2085J24.5	1	122	0.000266059882485958	0.76492216214713	0.00819672131147541
RP11-565A3.2	2	123	0.000270927111554187	0.778644518606733	0.016260162601626
SLC9A6	2	270	0.00027355114233607	0.78591243193153	0.00740740740740741
RP11-297D21.4	2	725	0.000279977540099896	0.804095495166901	0.00275862068965517
TMEM190	1	83	0.000285464394070845	0.819568275377395	0.0120481927710843
NUPR1	1	109	0.000290400715751149	0.833450054205798	0.00917431192660551
RP11-698N11.2	1	84	0.000291356540686682	0.835901915230092	0.0119047619047619
AC090627.1	1	91	0.000293057036478417	0.8404875806201	0.010989010989011
UBAC1	2	389	0.000296670118493547	0.850553229721	0.0051413881748072
CCT6P1	2	539	0.000297830184055381	0.853581307502722	0.00371057513914657
RNU6-869P	1	42	0.00030124012919075	0.863052970131498	0.0238095238095238
LINGO1	2	374	0.000306666528880228	0.878292938712974	0.0053475935828877
TP53INP2	2	749	0.000306801653664701	0.878373134442039	0.00267022696929239
SASS6	2	475	0.000307116908342842	0.878968591677213	0.00421052631578947
TRMT13	2	475	0.000307116908342842	0.878968591677213	0.00421052631578947
PRKAR2A-AS1	2	522	0.000307261457683894	0.878968591677213	0.00383141762452107
RNU4-14P	1	148	0.000307364527860843	0.878968591677213	0.00675675675675676
RP11-395P13.6	1	68	0.000311137861165989	0.889232007212396	0.0147058823529412
DNASE1	2	643	0.000311339490074336	0.889496923142378	0.0031104199066874
ASB12	1	71	0.000314677894763138	0.898720067443522	0.0140845070422535
RP11-695J4.2	2	386	0.000318898600890294	0.910455505541789	0.00518134715025907
AC013489.1	1	130	0.000319941771143917	0.913113814844738	0.00769230769230769
TBX21	1	124	0.000319986663170457	0.913113814844738	0.00806451612903226
AP3M1	2	600	0.000322286278995776	0.919160467695953	0.00333333333333333
ABCC10	2	679	0.000323330583483217	0.921815493510651	0.00294550810014728
ALDH6A1	2	707	0.000325059514491355	0.926419616300361	0.00282885431400283
POMK	2	557	0.000326734137896079	0.930865558865928	0.00359066427289048
CTD-2012J19.1	1	94	0.000331669424524561	0.94459452104595	0.0106382978723404
RIT1	2	742	0.000335251152523086	0.954460031233226	0.00269541778975741
KIAA1551	2	572	0.00033755874619501	0.960692191670999	0.0034965034965035
MIR5584	1	113	0.000339484973417181	0.965834749371881	0.00884955752212389
RP11-438D8.2	2	560	0.000347021983990059	0.986930522467728	0.00357142857142857
LIN52	2	748	0.000349692202511687	0.994174931740725	0.00267379679144385
AC027319.1	1	151	0.000352002413482877	1	0.00662251655629139
RP11-61J19.4	1	91	0.000354556956495777	1	0.010989010989011
ATP6V0D1	3	1918	0.000355169489346552	1	0.00156412930135558
CTD-2135D7.5	1	160	0.000357816476246886	1	0.00625
AC007386.2	1	92	0.00035817432132168	1	0.0108695652173913
PDHA1	2	402	0.000358590752318699	1	0.00497512437810945
CEACAM22P	1	173	0.000363199168596062	1	0.00578034682080925
RP5-991C6.3	1	63	0.000363651934520592	1	0.0158730158730159
PKP1	2	492	0.00036374116108584	1	0.0040650406504065
RP4-544H6.2	1	78	0.000377101016830861	1	0.0128205128205128
RP11-151H2.1	1	151	0.000381718063423464	1	0.00662251655629139
GLI4	2	539	0.000383899429308832	1	0.00371057513914657
IGFN1	1	142	0.000384214039192976	1	0.00704225352112676
HPS6	2	562	0.000385014987572041	1	0.00355871886120996
SNRPFP1	1	139	0.000390697717345123	1	0.00719424460431655
ASB8	2	442	0.000396413885667468	1	0.00452488687782805
C9orf84	1	176	0.000403386079695367	1	0.00568181818181818
CTD-2315E11.1	1	243	0.0004080631415736	1	0.00411522633744856
PUM2	3	1582	0.000415051591129645	1	0.00189633375474083
PDK3	2	609	0.000417295612467616	1	0.00328407224958949
SUN2	3	1746	0.000417390476918356	1	0.00171821305841924
RNU6-1148P	1	84	0.000418805479404871	1	0.0119047619047619
AL136001.1	1	71	0.00042128103259742	1	0.0140845070422535
RASL11B	1	76	0.000421468034688788	1	0.0131578947368421
PHF6	2	327	0.000423979985959555	1	0.00611620795107034
AC093162.1	1	123	0.000424543510616493	1	0.00813008130081301
C1QC	1	112	0.00042567752515088	1	0.00892857142857143
PRKAR2A	2	622	0.00042713531967209	1	0.00321543408360129
GGN	2	598	0.000430698973399757	1	0.00334448160535117
SPRED3	2	598	0.000430698973399757	1	0.00334448160535117
AC097713.2	1	118	0.000432470406370844	1	0.00847457627118644
AP2A1	2	772	0.000435828962014106	1	0.00259067357512953
KLHL26	2	876	0.000437265208758864	1	0.00228310502283105
B3GNT3	2	651	0.000440852424532845	1	0.00307219662058372
C1orf222	1	226	0.000441234226161491	1	0.00442477876106195
RNU6-1093P	1	179	0.000448746908077835	1	0.00558659217877095
AC009506.1	2	598	0.000449976627245996	1	0.00334448160535117
CTD-2045M21.1	1	118	0.000451901736147509	1	0.00847457627118644
EEF1A1P30	1	105	0.000452198104199608	1	0.00952380952380952
PCDHGA11	1	66	0.000462073128450813	1	0.0151515151515152
SLC22A18AS	1	103	0.000472612717876464	1	0.00970873786407767
DBN1	2	746	0.000480274657267188	1	0.00268096514745308
CDC42BPG	2	802	0.000481982821949001	1	0.00249376558603491
SRGN	1	162	0.000487765392354733	1	0.00617283950617284
RP11-22D3.1	1	60	0.000494869135537312	1	0.0166666666666667
RP11-1H15.2	1	197	0.000500160511203607	1	0.0050761421319797
BICD2	2	691	0.00050077986089736	1	0.00289435600578871
TRAV8-3	1	55	0.000502785701079977	1	0.0181818181818182
ZNF114	2	667	0.000503806984561428	1	0.00299850074962519
RP11-65D17.1	1	77	0.000509412857922276	1	0.012987012987013
RP11-1007J8.1	1	170	0.000518238459911835	1	0.00588235294117647
ATP5B	1	153	0.000519326238144657	1	0.0065359477124183
SNORD59A	1	153	0.000519326238144657	1	0.0065359477124183
RP11-669M16.1	1	94	0.000520254859483038	1	0.0106382978723404
RP11-187O7.3	1	176	0.00052106058561241	1	0.00568181818181818
CBLN2	2	108	0.000522758940157519	1	0.0185185185185185
CTD-2507G9.1	1	64	0.000523326079771902	1	0.015625
NDUFS5P3	1	124	0.000525191071489073	1	0.00806451612903226
GNG2	1	99	0.000532666511550373	1	0.0101010101010101
RDH8	2	764	0.000537061713404841	1	0.00261780104712042
RP11-960L18.1	1	163	0.000537151024499471	1	0.00613496932515337
NIN	2	490	0.000542997603358186	1	0.00408163265306122
RNU1-8P	1	89	0.000549070454818668	1	0.0112359550561798
CORO1B	1	204	0.000555177605922386	1	0.00490196078431373
RPRD1A	2	458	0.000556214845979008	1	0.00436681222707424
FOXB1	1	92	0.00055692435733723	1	0.0108695652173913
MAGED1	2	405	0.000570461084657525	1	0.00493827160493827
PLBD1	2	492	0.000571635343514565	1	0.0040650406504065
RP3-380B4.1	2	228	0.000572045940772981	1	0.0087719298245614
RP11-383H13.1	1	43	0.00057443706050786	1	0.0232558139534884
THOP1	1	264	0.000576362921784868	1	0.00378787878787879
KLF6	3	1215	0.000580631122202191	1	0.00246913580246914
FBLN7	1	193	0.000582474965865498	1	0.00518134715025907
RPL5P24	1	176	0.000586449188922256	1	0.00568181818181818
KIF3C	2	625	0.000587643011631611	1	0.0032
C8orf47	1	104	0.000591309044810751	1	0.00961538461538462
PPP2R5C	3	2341	0.000591716259864761	1	0.00128150363092695
KIF7	1	212	0.000606358983534228	1	0.00471698113207547
RP11-546K22.1	1	64	0.000616990987730714	1	0.015625
RNA5SP158	1	215	0.00062047609280691	1	0.00465116279069767
RNU1-70P	1	164	0.000625167427491524	1	0.00609756097560976
RP11-810P12.5	1	149	0.000626230177037335	1	0.00671140939597315
APOE	2	1054	0.000627608945684255	1	0.00189753320683112
SCRN3	2	453	0.000629220724980284	1	0.00441501103752759
CIR1	2	453	0.000629220724980284	1	0.00441501103752759
BRF2	1	97	0.000633254745149525	1	0.0103092783505155
LINC00229	1	123	0.000636790119205588	1	0.00813008130081301
SMIM7	2	795	0.00064004752297564	1	0.00251572327044025
CTC-429P9.4	2	795	0.00064004752297564	1	0.00251572327044025
TMEM38A	2	795	0.00064004752297564	1	0.00251572327044025
CTA-398F10.2	1	217	0.000641739990997703	1	0.00460829493087558
TUBA3GP	1	203	0.000646100637142877	1	0.00492610837438424
BTN3A1	1	173	0.000646642683478693	1	0.00578034682080925
MIR4458HG	4	509	0.000646840539554883	1	0.00785854616895874
RP11-480D4.1	4	509	0.000646840539554883	1	0.00785854616895874
RP11-480D4.2	4	509	0.000646840539554883	1	0.00785854616895874
AC135048.1	2	914	0.000648053265317028	1	0.00218818380743982
SOCS5	2	863	0.000663192952022773	1	0.00231749710312862
AC144450.1	1	60	0.000667234190776078	1	0.0166666666666667
RN7SKP119	1	124	0.000668344297333645	1	0.00806451612903226
RP11-554A11.6	1	191	0.000672495219442681	1	0.00523560209424084
RP1-310O13.7	1	125	0.000679017921252911	1	0.008
C19orf25	1	229	0.000680366929483478	1	0.00436681222707424
SET	2	1211	0.00069351385744143	1	0.00165152766308836
ABCB9	3	2242	0.000694004867230813	1	0.00133809099018733
CDK5	3	1097	0.000695788504500472	1	0.00273473108477666
RFPL3	1	183	0.000697040258627935	1	0.00546448087431694
CIRBP	3	2734	0.000701594987018495	1	0.00109729334308705
GBP5	2	723	0.000703205219507841	1	0.00276625172890733
LINC00544	2	524	0.000706912491027611	1	0.00381679389312977
UBE2D1	2	395	0.000714661331362443	1	0.00506329113924051
MRGPRX4	1	139	0.000717730507393766	1	0.00719424460431655
PCDHGB2	1	132	0.000719291758987328	1	0.00757575757575758
COX7A2L	2	688	0.000720064661126063	1	0.00290697674418605
CEACAM21	1	104	0.00072452948781232	1	0.00961538461538462
RP1-153P14.3	1	181	0.000726578154585322	1	0.00552486187845304
PSEN2	2	589	0.000728051137284247	1	0.0033955857385399
TRAIP	1	164	0.000733327387300475	1	0.00609756097560976
LYAR	2	481	0.000739549357805847	1	0.00415800415800416
ZBTB49	2	481	0.000739549357805847	1	0.00415800415800416
PRSS21	1	275	0.000740639762801365	1	0.00363636363636364
CTD-2540B15.11	1	237	0.000741338782814127	1	0.00421940928270042
AC098973.2	1	95	0.000744488783078645	1	0.0105263157894737
ESCO1	2	630	0.000744595646841595	1	0.00317460317460317
TRBV1	2	405	0.000748535462007927	1	0.00493827160493827
CCDC107	2	815	0.000755943851448393	1	0.00245398773006135
RBBP4P1	1	166	0.000767271421132865	1	0.00602409638554217
GABRA3	1	105	0.000771897331809823	1	0.00952380952380952
RP11-431K24.1	1	209	0.000775345203882449	1	0.00478468899521531
NDUFB10	1	204	0.000778862400274138	1	0.00490196078431373
AC006133.3	1	138	0.000781200968560158	1	0.0072463768115942
RP11-686O6.2	2	695	0.000782942298267808	1	0.00287769784172662
RP11-388G3.1	1	62	0.000784198511541212	1	0.0161290322580645
DGKB	1	77	0.000786392535096159	1	0.012987012987013
RP11-4M23.3	1	216	0.00079158978750371	1	0.00462962962962963
RP11-545M17.3	1	161	0.000791735395668791	1	0.0062111801242236
AC008694.2	1	125	0.000814558082978256	1	0.008
BRE	2	697	0.000817130841165636	1	0.00286944045911047
DOPEY1	2	451	0.000817313085893834	1	0.00443458980044346
AC083900.1	1	207	0.00081860160447611	1	0.00483091787439614
PPP2CB	1	184	0.00082278977968564	1	0.00543478260869565
FMR1-AS1	3	664	0.000828334197169545	1	0.00451807228915663
FMR1	3	664	0.000828334197169545	1	0.00451807228915663
MCPH1	2	427	0.000831557474206379	1	0.00468384074941452
RP11-115C21.2	2	427	0.000831557474206379	1	0.00468384074941452
ETAA1	2	319	0.000832058593101315	1	0.00626959247648903
ABCC3	2	955	0.000835199885648952	1	0.00209424083769634
GPR1	1	131	0.000837095288876433	1	0.00763358778625954
RP11-329B9.3	1	142	0.000838641042883448	1	0.00704225352112676
RMRP	2	854	0.000845497763617642	1	0.00234192037470726
SLC25A25	2	1161	0.000846407588698028	1	0.00172265288544358
ZNF483	1	184	0.000859974791247442	1	0.00543478260869565
MLF1IP	2	772	0.00086768122957892	1	0.00259067357512953
FBXO27	2	1191	0.000869194154385577	1	0.00167926112510495
SRSF5	2	583	0.000879753579148157	1	0.00343053173241852
TCAP	1	273	0.000880048941443556	1	0.00366300366300366
RP3-436N22.3	1	185	0.000888828057595381	1	0.00540540540540541
RP11-260E18.1	1	136	0.000900983436477154	1	0.00735294117647059
RBKS	2	739	0.000902001269550645	1	0.0027063599458728
RP1-46F2.2	1	95	0.000903006786044491	1	0.0105263157894737
RN7SL3	1	197	0.000916821733983553	1	0.0050761421319797
CACNA1C	1	120	0.000918664049988749	1	0.00833333333333333
TMEM43	2	593	0.000922863287609488	1	0.00337268128161889
CARD11	2	583	0.000924854011001397	1	0.00343053173241852
MIR4462	1	185	0.000925641419099121	1	0.00540540540540541
MIR636	2	917	0.000929857888501306	1	0.00218102508178844
IDH2	1	346	0.000930330496265785	1	0.00289017341040462
RP11-554E23.4	2	548	0.000943525734351414	1	0.00364963503649635
SEPT2	2	1131	0.000950622516857291	1	0.0017683465959328
CTB-35F21.3	1	205	0.000950628232464279	1	0.0048780487804878
CTB-35F21.5	1	205	0.000950628232464279	1	0.0048780487804878
DNMBP-AS1	1	234	0.000962662254888613	1	0.00427350427350427
RP11-455F5.3	1	332	0.000970763664237762	1	0.00301204819277108
YPEL3	1	332	0.000970763664237762	1	0.00301204819277108
AC007292.7	1	270	0.000971871890984022	1	0.0037037037037037
FBRS	2	1055	0.000976009328416572	1	0.0018957345971564
KLF3P2	1	169	0.000980676966966798	1	0.00591715976331361
RPRML	1	193	0.000984007597382708	1	0.00518134715025907
RP11-134L10.1	1	164	0.000988272944742574	1	0.00609756097560976
TRAV32	1	109	0.000996924504854557	1	0.00917431192660551
LINC00520	1	143	0.000997485979923995	1	0.00699300699300699
RP11-485O10.3	2	450	0.000999719510827779	1	0.00444444444444444
CEP152	2	450	0.000999719510827779	1	0.00444444444444444
RP11-449J3.3	1	50	0.00099976946714242	1	0.02
TTC18	1	173	0.00100281408035818	1	0.00578034682080925
HAO2-IT1	1	104	0.00101149084087204	1	0.00961538461538462
LINC00634	1	179	0.00101218361671351	1	0.00558659217877095
KCNC4	1	214	0.00101304838214156	1	0.00467289719626168
KCNC4-AS1	1	214	0.00101304838214156	1	0.00467289719626168
MACROD2	2	617	0.00101590916660432	1	0.00324149108589951
SEL1L2	2	617	0.00101590916660432	1	0.00324149108589951
GDAP1L1	1	130	0.00101681675138487	1	0.00769230769230769
