name	ct	len	pval	p.adj	den
ZNF253	3	373	0.000201590720468658	1	0.00804289544235925
RP11-170L9.1	1	15	0.00020178259260728	1	0.0666666666666667
APOC2	2	269	0.000202098023134978	1	0.00743494423791822
RP11-165J3.5	2	155	0.000206352058395587	1	0.0129032258064516
PCDHB14	2	105	0.000214755290761093	1	0.019047619047619
TP53I11	3	282	0.000216839212385689	1	0.0106382978723404
RP11-44N12.4	1	27	0.000221278177350959	1	0.037037037037037
RP11-277J24.1	2	146	0.000228654189218136	1	0.0136986301369863
RP11-498P14.4	1	27	0.000231215949927033	1	0.037037037037037
HLA-E	3	498	0.0002462098538909	1	0.00602409638554217
AC100830.4	1	32	0.000248067637906524	1	0.03125
AHSA1	4	808	0.000248216447676586	1	0.00495049504950495
GABRG2	3	126	0.000257533763669104	1	0.0238095238095238
LINC00598	2	216	0.000261278176692636	1	0.00925925925925926
TATDN1	3	374	0.000262213710706782	1	0.00802139037433155
NDUFB9	3	374	0.000262213710706782	1	0.00802139037433155
TSNAX-DISC1	3	408	0.000263391549735537	1	0.00735294117647059
RP11-295G20.2	3	408	0.000263391549735537	1	0.00735294117647059
TSNAX	3	408	0.000263391549735537	1	0.00735294117647059
FAM198B	4	574	0.000265195550152475	1	0.00696864111498258
RP11-597D13.9	4	574	0.000265195550152475	1	0.00696864111498258
GFPT2	3	468	0.000265811530460902	1	0.00641025641025641
HIF3A	4	980	0.000276877416719112	1	0.00408163265306122
ZP3	1	50	0.000280037299295377	1	0.02
RP11-665C16.8	2	136	0.000311156244593658	1	0.0147058823529412
AC007881.1	1	40	0.000316336383671789	1	0.025
RP11-465K1.2	2	213	0.000320811271048882	1	0.00938967136150235
PTGR2	3	541	0.000321389054519616	1	0.0055452865064695
FOXI1	1	58	0.000324781884357139	1	0.0172413793103448
R3HCC1L	3	451	0.000328606533265607	1	0.00665188470066519
MALAT1	4	819	0.000338991227747054	1	0.00488400488400488
RP11-481A20.11	2	317	0.000340317515318489	1	0.00630914826498423
RP5-1021I20.4	3	544	0.000341857936040912	1	0.00551470588235294
RP11-275O4.4	1	31	0.000357462850730572	1	0.032258064516129
AC106869.2	2	209	0.00036754588690413	1	0.00956937799043062
RP11-329A14.2	2	139	0.000368424288632263	1	0.0143884892086331
TNIP3	2	84	0.000369815188851708	1	0.0238095238095238
RP11-702L15.4	1	34	0.000370325914117897	1	0.0294117647058824
AC005626.3	1	25	0.000373111432360629	1	0.04
AC021760.1	1	13	0.000393285273801003	1	0.0769230769230769
BRINP2	3	261	0.000396664790839996	1	0.0114942528735632
MRAS	5	1252	0.00040134877003728	1	0.00399361022364217
RP11-118D22.3	1	24	0.000405270914107581	1	0.0416666666666667
ZNF572	3	487	0.000411784925856251	1	0.00616016427104723
RNU2-24P	1	40	0.000413660188182119	1	0.025
ABHD17B	4	848	0.000426212601626674	1	0.00471698113207547
C9orf85	4	849	0.000428482324202339	1	0.00471142520612485
TTR	1	40	0.000432023056498365	1	0.025
RP11-422P24.10	2	104	0.000432430245745796	1	0.0192307692307692
AC024082.3	1	27	0.000433887730440397	1	0.037037037037037
AL157702.1	1	37	0.00043423874827897	1	0.027027027027027
RP11-388E23.2	1	57	0.000435238007133742	1	0.0175438596491228
MICU1	3	517	0.000440224344518625	1	0.00580270793036751
PKMP3	2	156	0.00044052238372827	1	0.0128205128205128
RP11-666E17.1	1	13	0.000444237482083887	1	0.0769230769230769
RP11-226P1.2	1	13	0.000444237482083887	1	0.0769230769230769
REM2	2	253	0.000444359201160816	1	0.00790513833992095
KCND1	1	62	0.000451024837704539	1	0.0161290322580645
CSTF3	3	373	0.000452267062974521	1	0.00804289544235925
MYOM2	3	179	0.000458948375841373	1	0.0167597765363128
AL050335.1	1	41	0.000469423699458349	1	0.024390243902439
RP11-401P9.5	3	400	0.000471427240774758	1	0.0075
SUPV3L1	3	393	0.000478423361825353	1	0.00763358778625954
RP11-14N4.1	2	194	0.000482331623113952	1	0.0103092783505155
RP13-726E6.2	2	295	0.000489407523332708	1	0.00677966101694915
HDGFRP2	3	665	0.000489751718483533	1	0.00451127819548872
ZNF789	3	598	0.000491057608104639	1	0.00501672240802676
MIR5088	2	254	0.000494747123545469	1	0.0078740157480315
BIK	2	274	0.000497036583788302	1	0.0072992700729927
DIO3	2	253	0.000501772607787276	1	0.00790513833992095
EDA	4	799	0.000508037274107864	1	0.00500625782227785
SERPINA11	2	180	0.000509028439988901	1	0.0111111111111111
AHCYP7	2	196	0.000512515888575704	1	0.0102040816326531
RP11-266E14.1	1	36	0.000523399207971065	1	0.0277777777777778
SNAP25	2	191	0.000527599028954828	1	0.0104712041884817
AC034228.4	1	31	0.000535744166475949	1	0.032258064516129
RP11-728F11.3	2	159	0.000536521515308919	1	0.0125786163522013
AC025166.1	2	301	0.000544354438715255	1	0.00664451827242525
ZNF546	3	431	0.00055249196342444	1	0.00696055684454756
RP11-1070A24.2	2	176	0.000562705189715462	1	0.0113636363636364
RP11-883G14.4	1	39	0.0005686844817826	1	0.0256410256410256
AL662800.1	3	565	0.000571015457733637	1	0.00530973451327434
TNFSF4	2	191	0.000573513818151072	1	0.0104712041884817
RP11-416O18.1	1	17	0.00057980138566871	1	0.0588235294117647
RNY1	2	171	0.00058855409443348	1	0.0116959064327485
LINC00992	4	334	0.000624546935492964	1	0.0119760479041916
NMBR	2	139	0.00064712079155349	1	0.0143884892086331
RP11-137J7.2	2	139	0.00064712079155349	1	0.0143884892086331
NFKBIA	4	1270	0.000649293128696105	1	0.0031496062992126
C1orf168	3	476	0.000650879216052447	1	0.00630252100840336
DSCAML1	2	220	0.000659816389355417	1	0.00909090909090909
snR65	1	46	0.00066227802121277	1	0.0217391304347826
RPL3	3	542	0.000667917302475618	1	0.00553505535055351
RP11-893F2.5	1	69	0.000671769662623056	1	0.0144927536231884
RP11-268I9.1	1	67	0.000673478892709523	1	0.0149253731343284
RP11-218C14.5	1	69	0.00068485008083119	1	0.0144927536231884
NUP85	2	300	0.000695199734073615	1	0.00666666666666667
LRRC17	1	54	0.000701990627490212	1	0.0185185185185185
AC012307.3	3	663	0.000707366970255641	1	0.00452488687782805
THOC5	2	343	0.000714893893532187	1	0.00583090379008746
AP000289.6	2	285	0.000720771984036417	1	0.00701754385964912
CTB-50L17.16	3	710	0.000733455917690251	1	0.00422535211267606
RP11-358H9.1	1	41	0.000735698972797905	1	0.024390243902439
RP11-506D12.5	1	54	0.000738535629735138	1	0.0185185185185185
UGP2	4	955	0.000743554593726214	1	0.00418848167539267
RN7SK	3	564	0.000744599390549827	1	0.00531914893617021
RNU6-743P	1	48	0.000760001040416181	1	0.0208333333333333
TMEM211	1	63	0.000777333319265994	1	0.0158730158730159
RP11-343C2.11	1	72	0.000779150275828755	1	0.0138888888888889
RP3-461P17.9	2	207	0.000782105813065703	1	0.00966183574879227
RP11-130L8.2	1	71	0.00078336308355198	1	0.0140845070422535
RPS2P24	1	54	0.000783894145087394	1	0.0185185185185185
ZNF174	3	565	0.000787056918245321	1	0.00530973451327434
ZSCAN32	3	565	0.000787056918245321	1	0.00530973451327434
POU2AF1	3	665	0.000788267911327356	1	0.00451127819548872
RN7SL382P	1	69	0.000802522117854476	1	0.0144927536231884
APOA2	3	582	0.000805904392747192	1	0.00515463917525773
RP11-378I6.1	2	177	0.000813174161211516	1	0.0112994350282486
RP11-296L22.7	2	232	0.000813789075723381	1	0.00862068965517241
LINC00964	1	54	0.000822791736524331	1	0.0185185185185185
RN7SL226P	1	77	0.000836594397612189	1	0.012987012987013
AC034228.7	1	43	0.000841336536505088	1	0.0232558139534884
DCLK3	1	35	0.000846457853293625	1	0.0285714285714286
RPS6KB2	2	331	0.000848938977617064	1	0.00604229607250755
RP11-538D16.2	2	189	0.000868016198026011	1	0.0105820105820106
RNU6-292P	1	68	0.000875275694073419	1	0.0147058823529412
PGAP3	3	762	0.000877141864240483	1	0.00393700787401575
RP11-434I12.3	2	218	0.000882354404808217	1	0.00917431192660551
SLC9B1	2	259	0.000887677205573034	1	0.00772200772200772
LINC00114	1	74	0.000892437297278503	1	0.0135135135135135
RP11-166A12.1	1	45	0.000893901777643147	1	0.0222222222222222
GPR111	1	44	0.000894600045814986	1	0.0227272727272727
FOXA3	3	636	0.000912139902433107	1	0.00471698113207547
TEKT1	2	225	0.000923299758026852	1	0.00888888888888889
FSD1	3	862	0.000924824710136662	1	0.00348027842227378
HMGCL	3	747	0.0009324399642201	1	0.00401606425702811
WDR48	3	478	0.000933395790247649	1	0.00627615062761506
TACSTD2	1	53	0.000939920908748171	1	0.0188679245283019
TRIP4	2	306	0.000941801413550825	1	0.0065359477124183
TTC39A	5	1534	0.000948777652209798	1	0.00325945241199478
ERBB2	4	1318	0.000961880419863559	1	0.00303490136570561
SPATA16	1	38	0.000964344464906897	1	0.0263157894736842
RLN1	1	50	0.000967435419747753	1	0.02
C15orf60	2	190	0.000978380473424467	1	0.0105263157894737
RP5-1033H22.2	3	629	0.000993695399330807	1	0.00476947535771065
NLRP12	2	226	0.000999655762528584	1	0.00884955752212389
UBAC2	3	671	0.00100226254781111	1	0.00447093889716841
CLEC14A	2	134	0.00100924444455996	1	0.0149253731343284
TBX22	1	38	0.00101024362404956	1	0.0263157894736842
RAB2B	3	593	0.0010171084004118	1	0.00505902192242833
TOX4	3	593	0.0010171084004118	1	0.00505902192242833
ASCL4	1	40	0.00102303439584861	1	0.025
FAM9B	1	59	0.00102746677299692	1	0.0169491525423729
XXbac-BPG181B23.6	2	288	0.00102852990678637	1	0.00694444444444444
RP11-493E3.1	1	76	0.00102869577576881	1	0.0131578947368421
CEP85	3	527	0.00103360203588765	1	0.00569259962049336
IDNK	3	632	0.00103462786228392	1	0.00474683544303797
RP11-403H13.1	1	73	0.0010355327704642	1	0.0136986301369863
RNU4ATAC18P	1	78	0.00104152810035818	1	0.0128205128205128
RNU4-30P	1	91	0.00104752683502218	1	0.010989010989011
C9orf106	1	80	0.00105502097401777	1	0.0125
STARD7	3	730	0.00105629629341586	1	0.00410958904109589
RP11-317P15.4	2	197	0.00105753770062789	1	0.0101522842639594
HIST3H2A	1	42	0.00105864940015943	1	0.0238095238095238
RP4-673M15.1	3	838	0.00106973582269609	1	0.0035799522673031
RP11-840I19.3	1	73	0.00107083542915554	1	0.0136986301369863
CNTNAP1	2	424	0.00107424201263118	1	0.00471698113207547
CCR10	2	424	0.00107424201263118	1	0.00471698113207547
GPX1P2	2	94	0.00108709370180526	1	0.0212765957446809
GBF1	2	342	0.001096122916869	1	0.00584795321637427
P4HA1	3	709	0.00110172686153343	1	0.00423131170662906
RP11-497E19.2	1	23	0.00110930672802545	1	0.0434782608695652
FLRT2	1	23	0.00110930672802545	1	0.0434782608695652
TYRP1	2	84	0.00111172994745734	1	0.0238095238095238
WFDC10A	1	50	0.00111756626793214	1	0.02
RP11-112L6.2	2	328	0.00113052272656089	1	0.00609756097560976
ORC3	2	210	0.001131671067646	1	0.00952380952380952
RARS2	2	210	0.001131671067646	1	0.00952380952380952
JUNB	4	913	0.00113832159785499	1	0.00438116100766703
AIF1	1	78	0.00113918212095143	1	0.0128205128205128
GSTA4	3	622	0.00114344620982332	1	0.00482315112540193
MIR219-2	1	110	0.00114928482029231	1	0.00909090909090909
RP11-606D9.1	1	18	0.00115199980283354	1	0.0555555555555556
RP11-871F6.3	1	18	0.00115199980283354	1	0.0555555555555556
FGF1	2	307	0.00115254597461822	1	0.00651465798045603
RN7SL444P	1	85	0.00116085632510998	1	0.0117647058823529
APOD	1	51	0.00116441482586116	1	0.0196078431372549
TMEM92	2	384	0.00116768348870333	1	0.00520833333333333
ST13P21	1	68	0.0011699931154312	1	0.0147058823529412
CASC5	3	541	0.00117281869808605	1	0.0055452865064695
RNU6ATAC35P	1	53	0.00117373660766384	1	0.0188679245283019
YIPF3	2	352	0.00117374449752561	1	0.00568181818181818
CTD-2509G16.2	1	59	0.00117536562960041	1	0.0169491525423729
AL359709.1	1	48	0.0011771841216065	1	0.0208333333333333
CTD-2521M24.9	2	296	0.00118038051556468	1	0.00675675675675676
BST2	2	296	0.00118038051556468	1	0.00675675675675676
CTNNA3	1	64	0.00118729550826169	1	0.015625
UPK3A	2	259	0.00119543091406216	1	0.00772200772200772
ATP1A2	1	48	0.00119903744987437	1	0.0208333333333333
RPL12P38	1	57	0.00120845838290307	1	0.0175438596491228
RHOV	2	414	0.00120868830112253	1	0.00483091787439614
GSN-AS1	1	67	0.00121892550216229	1	0.0149253731343284
RP3-407E4.2	2	225	0.0012202434872296	1	0.00888888888888889
AC007040.7	2	289	0.00122276896720996	1	0.0069204152249135
GADL1	2	192	0.00123038345810234	1	0.0104166666666667
AC104698.2	1	53	0.00123504862983448	1	0.0188679245283019
RPL7P41	2	311	0.00124286205501611	1	0.00643086816720257
RP11-280G9.1	2	156	0.00124335286737853	1	0.0128205128205128
CLASRP	2	490	0.00124957112275237	1	0.00408163265306122
C11orf95	6	2664	0.00125985388779493	1	0.00225225225225225
AC019131.1	3	382	0.00126565128994083	1	0.00785340314136126
ARL11	1	95	0.00128481629803945	1	0.0105263157894737
AC011500.1	1	105	0.00128651731124296	1	0.00952380952380952
LINC00511	6	2292	0.0012869056676118	1	0.00261780104712042
ECI2	4	938	0.00129386907625806	1	0.00426439232409382
RP3-400B16.4	4	938	0.00129386907625806	1	0.00426439232409382
MIR425	3	732	0.00129888227431008	1	0.00409836065573771
GPD1	2	312	0.00129908909855392	1	0.00641025641025641
AF064858.6	1	84	0.00131188014044514	1	0.0119047619047619
EPX	1	95	0.00131323274555428	1	0.0105263157894737
SLC35F5	3	656	0.00133969328456052	1	0.00457317073170732
CTD-2240J17.1	1	61	0.0013438581449976	1	0.0163934426229508
RP11-275F13.1	2	362	0.00134660839993361	1	0.00552486187845304
RP11-317B7.3	1	121	0.0013714818117867	1	0.00826446280991736
SNAP25-AS1	4	1084	0.00137623338075099	1	0.003690036900369
RP11-231C14.6	1	101	0.0013877537806074	1	0.0099009900990099
CTD-3037G24.3	1	85	0.00140879464565524	1	0.0117647058823529
RP11-3N2.5	1	43	0.00141129669794859	1	0.0232558139534884
MTND2P4	1	43	0.00141129669794859	1	0.0232558139534884
ATP6V1G2-DDX39B	2	350	0.00141187039181956	1	0.00571428571428571
RP11-1069G10.1	1	90	0.00141205783402643	1	0.0111111111111111
CTD-2314G24.2	3	293	0.00142329534664321	1	0.0102389078498294
ISL1	3	293	0.00142329534664321	1	0.0102389078498294
LIX1	1	57	0.00142640894564661	1	0.0175438596491228
EPB41L5	3	821	0.00143013831414707	1	0.00365408038976857
TECTA	1	88	0.00143375431060166	1	0.0113636363636364
RP11-2C15.1	1	84	0.00144187765308079	1	0.0119047619047619
RNA5SP430	1	84	0.00144187765308079	1	0.0119047619047619
RP11-298D21.3	1	43	0.00146533974035856	1	0.0232558139534884
UBA52	2	401	0.00147909939697821	1	0.00498753117206983
RP11-69L16.5	1	88	0.00152613546726066	1	0.0113636363636364
AP000769.7	3	675	0.00153030406490828	1	0.00444444444444444
ACOT6	1	101	0.00153545965602708	1	0.0099009900990099
KRT15	2	304	0.00155425686921817	1	0.00657894736842105
AC096732.2	1	63	0.00156299201296328	1	0.0158730158730159
MRPL15	4	500	0.00156596543217657	1	0.008
GPATCH8	3	636	0.00156630618445852	1	0.00471698113207547
RP11-367F23.1	1	73	0.00156683746245923	1	0.0136986301369863
LINC00937	3	635	0.00157641859895374	1	0.0047244094488189
MIR4530	2	586	0.00158543049609405	1	0.00341296928327645
RP11-445P17.3	1	97	0.00158811489493937	1	0.0103092783505155
BTG4	1	67	0.00159636322149603	1	0.0149253731343284
MIR34C	1	67	0.00159636322149603	1	0.0149253731343284
MIR34B	1	67	0.00159636322149603	1	0.0149253731343284
RNU6-948P	1	56	0.0015991684236244	1	0.0178571428571429
DIO3OS	2	354	0.00160852419469071	1	0.00564971751412429
DLGAP1-AS5	1	27	0.00161392026448115	1	0.037037037037037
AC104699.1	1	83	0.00161879172977886	1	0.0120481927710843
RP11-92C4.3	1	71	0.00162087030602864	1	0.0140845070422535
UNC80	3	416	0.00164139388315154	1	0.00721153846153846
RP11-654D12.3	1	39	0.00164338203236025	1	0.0256410256410256
TIMD4	1	40	0.00164380081270055	1	0.025
RP11-710F7.2	1	67	0.00165260589672611	1	0.0149253731343284
A2M	2	282	0.00165299995588708	1	0.00709219858156028
CTD-2357A8.3	1	99	0.00166686904990021	1	0.0101010101010101
RN7SKP39	1	60	0.00166860321663187	1	0.0166666666666667
GOLGA1	3	637	0.00167249311944795	1	0.00470957613814757
RNU1-46P	1	82	0.00167743981329138	1	0.0121951219512195
RP11-467K18.2	3	707	0.00168667552985813	1	0.00424328147100424
AL133153.1	1	96	0.00169149697156945	1	0.0104166666666667
RP11-428G5.2	1	88	0.00170293597433013	1	0.0113636363636364
ACTA1	3	540	0.0017063070203398	1	0.00555555555555556
RP11-84E24.2	1	98	0.00171234140915832	1	0.0102040816326531
NECAP1	2	279	0.00171941909867934	1	0.00716845878136201
CTD-2006K23.1	1	81	0.0017220254092718	1	0.0123456790123457
GLI1	2	432	0.00172236491677835	1	0.00462962962962963
CTC-497E21.3	1	76	0.00173714379929746	1	0.0131578947368421
UTP14C	1	102	0.0017374351390963	1	0.00980392156862745
ING1	5	2236	0.00174076234177922	1	0.00223613595706619
ZBTB40	4	977	0.00174424395932904	1	0.00409416581371546
XRCC2	3	515	0.00176397707342857	1	0.0058252427184466
SLC39A1	4	739	0.00177997475532277	1	0.0054127198917456
AC007386.2	1	71	0.001793694733627	1	0.0140845070422535
ETFA	3	531	0.00179884219702431	1	0.00564971751412429
RP11-85G21.1	1	58	0.00180242396862118	1	0.0172413793103448
TOMM7	2	225	0.00181663183948289	1	0.00888888888888889
SCYL3	3	621	0.00182903826221614	1	0.00483091787439614
OSBPL10-AS1	1	53	0.00185810492348848	1	0.0188679245283019
RP11-192H23.5	1	84	0.00186802101118089	1	0.0119047619047619
C4BPA	1	87	0.00186999091936002	1	0.0114942528735632
GPR56	2	509	0.00187481537014256	1	0.00392927308447937
WDR38	2	307	0.00189164765402028	1	0.00651465798045603
ARPC3	2	428	0.00189354824700072	1	0.00467289719626168
FLYWCH2	3	1011	0.00189363241535101	1	0.0029673590504451
PPP1R2P2	1	61	0.00189846226364654	1	0.0163934426229508
C3orf49	1	57	0.00191358526760521	1	0.0175438596491228
PCNP	3	526	0.00191701909809761	1	0.00570342205323194
RP11-358M11.4	1	74	0.00191888826226327	1	0.0135135135135135
MBL2	2	124	0.00194069478138814	1	0.0161290322580645
RP11-666A8.8	2	352	0.00194519298613371	1	0.00568181818181818
SNHG16	2	352	0.00194519298613371	1	0.00568181818181818
AC019097.7	1	88	0.00195371252947962	1	0.0113636363636364
AP000349.1	1	134	0.00195763134321891	1	0.00746268656716418
VN1R2	1	47	0.00195858454827214	1	0.0212765957446809
RNY4	1	81	0.00197585364702801	1	0.0123456790123457
HIST1H1E	3	537	0.00198110251912498	1	0.00558659217877095
OSBPL5	2	467	0.00201542805912203	1	0.00428265524625268
GCSAML	2	141	0.00202476098382265	1	0.0141843971631206
AC079210.1	1	123	0.00202535884150667	1	0.00813008130081301
SYMPK	3	797	0.00202734635870017	1	0.00376411543287327
DNAJA3	2	508	0.00203190988798652	1	0.00393700787401575
SAA3P	1	76	0.00203504603969706	1	0.0131578947368421
RN7SL247P	1	107	0.00204045530725894	1	0.00934579439252336
RNU6-1102P	1	77	0.0020424969436027	1	0.012987012987013
TMIGD1	1	78	0.00205671021986531	1	0.0128205128205128
HTR1B	1	50	0.00205940262965953	1	0.02
RBP2	1	60	0.002071284443384	1	0.0166666666666667
AC051642.1	1	79	0.00207792524722372	1	0.0126582278481013
RNY5	3	523	0.00208872557956408	1	0.00573613766730402
EEF1A1P31	1	80	0.00210002525561914	1	0.0125
RP11-21L23.4	1	136	0.00210552138961095	1	0.00735294117647059
LL22NC03-121E8.4	1	37	0.00211413625560319	1	0.027027027027027
LL22NC03-121E8.3	1	37	0.00211413625560319	1	0.027027027027027
CRH	1	65	0.00212342176565139	1	0.0153846153846154
AMHR2	1	95	0.00212503244311368	1	0.0105263157894737
NRIP3	3	762	0.00212969062370938	1	0.00393700787401575
TRMT12	1	77	0.00213315428130212	1	0.012987012987013
AC091133.1	1	77	0.00214024427938198	1	0.012987012987013
FRRS1	1	82	0.00214295934401454	1	0.0121951219512195
TNRC6C	1	88	0.00215175742219798	1	0.0113636363636364
RP11-46C24.7	2	446	0.0021577808978247	1	0.00448430493273543
GJC2	3	751	0.00216675517921328	1	0.00399467376830892
ZSCAN25	2	406	0.00217217079112098	1	0.00492610837438424
RP11-276H1.2	1	91	0.00217927564645104	1	0.010989010989011
RP11-379B18.5	1	79	0.00218449618433469	1	0.0126582278481013
RNASE2	1	85	0.00218484130763397	1	0.0117647058823529
FOLR1	1	103	0.00219981925944801	1	0.00970873786407767
CA8	3	584	0.00220830441402986	1	0.00513698630136986
TIMELESS	2	322	0.00223006839627748	1	0.0062111801242236
RP1-102K2.8	1	122	0.00223474764296738	1	0.00819672131147541
LIF	1	122	0.00223474764296738	1	0.00819672131147541
AC006132.1	3	831	0.00223528166119336	1	0.0036101083032491
SLC11A1	1	132	0.00226453134919302	1	0.00757575757575758
OR4N5	1	64	0.00226944498594372	1	0.015625
RP4-726N1.2	2	342	0.00227220370783632	1	0.00584795321637427
RP11-16B9.1	2	288	0.0022762243804213	1	0.00694444444444444
SYN3	4	992	0.00227707720937953	1	0.00403225806451613
CTD-3098H1.2	1	107	0.00227837818890386	1	0.00934579439252336
CTD-3025N20.2	1	47	0.00227880417759496	1	0.0212765957446809
NFKBIL1	2	411	0.0022831317881209	1	0.0048661800486618
ATP6V1G2	2	411	0.0022831317881209	1	0.0048661800486618
RP11-263I1.1	1	104	0.00229218245103879	1	0.00961538461538462
MORF4L2-AS1	3	673	0.00230288000341516	1	0.00445765230312036
RP11-88H10.2	1	43	0.00230463499786637	1	0.0232558139534884
