31139	13482	18563	17927	19705	14330	2966	15798	21512	17047	22696	15131	13543	12521	15949	17572	18142	18947	25778	16008	23594	20252	4083	22523	2808	3442	4090	2734	11358	21578	25367	17197	16802	10844	21261	12318	16432	17607	3241	16492	17990	17178	18857	13462	9296	10502	17265	12224	15028	9526	10784	13332	19144	18263	2784	20687	18915	16105	21844	17960	14473	16277	16243	29082
29964	12111	17629	16389	17390	14385	3199	15475	20724	17569	23783	15235	12118	12134	14674	16339	16665	18225	26171	14858	23580	20350	5183	23547	3297	4624	5115	3213	11218	22387	25909	17625	15788	10653	22231	11901	16534	19191	4615	17410	18420	19203	20014	14079	9386	10719	17699	12247	13676	9460	11280	12118	18415	18734	3252	20707	18132	16354	22803	17524	13812	15868	16531	30159
29917	12444	17726	17813	17581	13300	3016	15613	20683	16212	22103	15810	13647	12252	15612	18235	16496	16799	24456	15638	21483	18483	4839	22662	2968	4209	4799	3088	11715	21597	25165	18846	16472	10307	20816	12480	15602	17534	4283	17109	17966	17775	19313	13844	9965	10580	17312	13065	15015	9960	11810	13814	18723	18150	2926	21939	18458	16332	22683	18180	15272	17309	17564	32235
31266	14100	21277	20702	20469	12992	2447	15838	24071	15964	21723	15075	16079	13559	18785	19497	19006	16560	23350	18718	21493	17171	2486	20797	2091	2021	2452	2215	12519	19674	23046	19825	20442	11003	20104	13135	16226	13504	1900	15963	18720	13821	17136	12403	9652	10307	15913	12360	16631	10083	12102	15365	19446	18280	1946	22467	19802	15787	20769	18539	15931	18599	17153	27243
36196	14094	19589	21787	19516	13454	2649	16181	21847	15474	19813	15923	17392	13227	16486	21635	19050	16826	22794	16871	21507	15640	3238	20191	2459	2934	3291	2593	12776	19325	21842	19057	18202	9745	18491	12623	15064	14572	2857	14989	16088	14248	14498	12247	10737	9602	15069	13672	18218	11135	12183	17459	19454	16910	2533	21638	18667	14826	19479	18317	18090	18382	17892	36456
31304	12472	17519	18264	17060	13426	3015	15765	20479	16172	21108	16343	14192	12197	15301	19359	16509	16629	23896	15248	21615	17847	4735	22155	3126	4244	4758	3011	11678	21410	24913	18334	16165	9963	20568	12494	15309	17313	4199	16916	17144	17342	17662	13437	10698	10328	17577	13231	15581	10202	12119	15043	18298	17766	3190	21499	18442	15979	22057	19043	16377	16817	17730	35427
26275	12400	19257	16983	19993	13685	2824	14882	22650	17688	23660	14378	12768	12549	17391	16257	17204	18912	26552	17385	23964	21593	3431	23838	2481	2691	3315	2662	10868	22467	26411	18536	18136	11346	22129	12230	17335	17377	2561	17384	19808	16825	20758	13251	8311	11048	17877	11530	13300	8726	10438	12368	18761	20171	2333	22178	18901	17453	22909	18475	12885	17379	16059	23808
33480	13137	18825	20165	18111	12897	2693	15977	21888	16200	20448	16229	15219	12795	16056	20895	17224	16142	23489	16393	20706	15516	3858	20751	2732	3536	3914	2717	11969	19795	23304	19569	18152	9976	20013	12951	15281	15461	3539	16076	17160	15176	15051	12887	10446	9976	16380	13903	16751	10423	12437	15456	19150	16957	2809	21833	19312	15445	20861	18872	17434	18183	18750	36269
32871	13118	18227	19696	17714	13215	2889	16034	21295	15957	20596	16095	15164	12611	15891	20485	17372	16209	23487	15989	21174	16069	4355	20961	2861	3907	4271	3065	12156	20219	23502	18911	17192	10096	19912	12897	15174	16211	3946	16278	17066	16167	16132	12992	10418	10081	16757	13673	16477	10429	12317	15569	18995	17064	2914	21515	18875	15578	21358	18777	17053	17578	18438	35705
29122	12553	18339	17863	18540	13214	2761	15552	21292	16286	22273	15616	14122	12155	16567	18523	16441	17239	24509	16441	21511	19334	3863	22639	2576	3346	3799	2801	11754	20678	25148	19233	17332	10450	20785	12380	15860	16549	3323	17005	18341	16899	19293	13656	9884	10714	17685	12982	14983	9825	11834	14683	18719	18250	2575	21617	18738	16206	22824	19192	15565	17613	17560	30588
35474	14809	21023	21960	21245	13246	2610	16344	23187	15260	20201	15498	17622	13382	18194	20563	19566	17262	22854	18062	21399	15856	2728	19777	2150	2398	2762	2348	13091	18443	22265	19136	20025	10352	18255	12752	15766	13426	2278	14984	16975	13608	15359	11996	10382	9726	15464	13019	18200	11022	12014	16987	19334	17232	2042	21830	19072	15188	19616	18749	17128	18887	16703	30914
31087	12853	19056	18961	18445	13216	2730	15675	21514	15975	21620	16050	15112	12802	16634	19339	17486	16532	23828	16506	21534	17667	4053	21214	2664	3346	3879	2932	11848	19736	23924	19121	17913	10461	20065	12797	15623	15833	3362	15951	18053	15662	17608	13521	10542	10537	17316	13306	15471	10220	12210	15623	18750	17752	2676	21789	19005	15786	21737	19199	16022	17892	17852	32127
27696	11778	18311	17113	17455	13273	2821	15267	21129	17012	22617	15775	13568	11906	15862	17730	15976	16779	25151	15831	21755	18926	4191	23523	2641	3562	3999	3135	11567	21265	25551	19634	16780	10454	21006	12288	16157	17336	3590	17170	18262	17123	19280	14024	10002	10963	18256	13151	14446	9805	12065	13834	18370	18860	2735	22057	18496	16556	22793	19437	15013	17888	17613	31391
37259	14217	19383	20262	18952	13547	2809	16524	21964	16677	21644	15487	16270	12979	15896	18607	19313	16761	23778	15833	21760	16331	4132	21269	2915	3825	4064	2668	12916	20628	23568	17601	17618	10141	20489	12414	15796	16773	3679	16171	17197	16760	16262	12977	10350	9594	15856	12153	16931	10713	12122	15243	19177	16841	2852	20749	18586	15157	21226	16821	15473	16418	16470	31152
32094	12578	17671	19035	17091	13054	2735	15902	20333	15961	20750	16693	15016	12427	15423	20137	16688	15733	22942	15634	20893	17005	4301	21879	2801	3835	4246	2803	12539	20321	24100	19188	16210	9752	20012	12696	14553	16646	3733	16513	16904	16210	17139	13792	11057	10392	16743	14108	16386	10719	13112	15638	18460	17373	2916	21854	18632	15439	21911	19012	17243	17463	18728	36846
33067	14017	19269	20649	19366	12794	2316	16226	21649	15346	20350	15513	16584	13204	17485	21077	18435	15984	22298	17630	20618	15897	3146	20589	2292	2793	2960	2275	12698	19254	23056	20064	18446	10049	18804	13123	15173	13817	2679	15657	17362	14004	16317	13015	10397	10082	15697	13871	17054	10652	12488	16948	19190	17742	2179	22600	19119	15183	21070	19244	17463	19171	18378	34125
32970	14288	20930	21323	20876	12472	2421	15720	23551	15703	21143	15508	17401	13211	18244	19885	19008	16436	23440	18140	20538	16280	2684	20403	2031	2155	2791	2282	12231	18962	23351	19192	20139	10579	19654	12731	15918	13741	2235	15527	18105	14299	17771	12408	9882	10421	16158	12833	17394	10186	11881	16547	19692	17412	1919	22086	19416	15264	20878	19096	16494	18515	16901	28348
37563	15119	21750	25843	20783	11269	1774	16912	24278	13506	18307	16387	21925	14183	19583	24806	19930	14225	19801	19405	18023	12184	1379	18037	1443	1166	1464	1586	14481	16902	19881	20883	21106	9642	16939	13841	14090	10304	1158	13581	15494	10560	12077	11306	11717	9464	13729	14163	21677	11752	13987	21408	20465	15866	1348	23617	20313	13901	17589	19794	20701	20747	18404	34482
43493	16408	22066	27149	22573	11866	1924	16660	24103	13672	17207	16267	23500	14210	19139	24958	21439	14708	19723	19183	18516	12474	1846	17004	1640	1717	1853	1804	14148	15766	18703	19332	21542	9566	16012	13508	13931	10507	1675	12795	15136	10085	11404	10755	11951	8895	13684	13628	22641	12341	13448	21967	20033	14993	1569	21490	19749	13434	16916	19332	20798	19214	17906	34044
46400	16443	20839	26960	21595	12235	2233	17600	22270	14189	17476	16448	22090	13962	17321	24905	21574	15473	20262	17602	18954	11648	2532	16811	2277	2343	2506	2128	14281	16648	19268	18282	19421	8937	16260	12840	14140	11945	2337	13233	14050	11928	11075	11187	12042	8588	13444	13634	23247	12810	13022	20876	20222	14117	2152	20835	18861	13195	17183	17945	21542	18128	17150	38099
38314	14309	18897	23759	18964	12261	2377	17140	21158	14235	18475	16982	19348	13281	16790	24196	18404	15142	20875	16960	19016	12787	3047	18975	2429	2692	2954	2497	13581	18119	20786	19814	17753	9059	17527	13415	13949	13192	2672	14347	14820	13128	12091	12273	12150	9285	15071	14681	20808	12232	13551	19481	19452	15585	2476	21839	19347	14105	18792	19435	20993	18667	19032	40228
29917	12242	17618	18434	18501	13504	3099	15862	20449	16383	21544	15875	14367	11865	15740	19302	16336	18171	24381	15780	21828	18403	4479	22527	2826	3926	4430	3032	11531	20988	24716	18712	16497	10295	20413	11969	15718	17658	3642	16610	17298	17121	18101	13274	10341	10245	17157	13298	15461	10258	11839	15091	18621	17672	2994	20947	18601	16198	21719	18860	16410	17136	17766	34022
32116	13793	19724	17959	20392	14418	3235	16017	21588	17754	23554	14769	13254	12496	15902	16385	18710	19356	26458	15952	23951	19882	4218	22375	2884	3752	4272	2915	11771	21660	25252	17180	17746	11019	20863	11453	17235	17638	3590	16987	18436	17729	19564	13192	9076	10276	16775	11392	15020	9894	10620	12673	18898	18488	2780	20484	18174	16215	21531	16643	14106	16218	14633	26708
30850	13034	19437	19644	18343	12566	2536	15667	21347	15850	21893	15976	15172	12049	17449	19881	17191	15587	23252	16905	20285	16505	3325	21441	2410	2601	3294	2619	11850	19487	24657	19946	18372	10355	20143	12810	15710	15279	2799	16531	18190	15649	18218	13764	10286	10399	17651	13534	16552	10136	12234	15192	18597	17206	2264	22302	19732	16219	22416	19511	16806	18434	18121	31539
35645	14734	21425	24395	20780	11695	1895	16433	23300	14052	17846	16801	21658	13906	19508	24656	19861	14746	20126	19851	18956	12658	1598	18103	1579	1240	1572	1831	14091	16805	19372	21261	20302	9514	16683	13645	14287	10875	1219	13824	15366	10644	12052	11525	11571	9609	14068	14804	20391	11809	13765	21837	20561	16087	1510	23168	19899	14269	18117	19895	20483	21006	19232	35604
37044	15025	21177	25022	21248	11501	2151	16842	23086	14107	17993	16423	20485	13985	19414	24851	19532	15536	20285	19709	18401	12366	1924	17815	1791	1668	1915	2025	13609	17062	19780	21096	20458	9458	16714	13707	14691	10805	1578	14020	15103	10878	12085	11327	11523	9487	13922	14127	21234	11723	13433	20297	20722	15834	1746	22870	20357	14441	17400	19285	21069	20638	18367	35833
35962	15095	21953	24599	20988	11744	2105	17015	23860	14587	18562	16355	20396	14045	19269	23976	19807	15534	20692	19627	18903	12793	1710	18177	1822	1493	1764	1876	13988	17770	20361	20635	21051	9681	17323	13549	15103	10919	1471	14095	15954	10862	12459	11064	11246	9639	14173	13697	20789	11542	13396	19911	20666	16127	1669	23467	19968	14646	17554	19459	20008	20476	17824	32749
34807	14343	20978	23584	19767	11642	2127	16673	23062	14219	19110	16376	19562	13356	18999	23517	18496	14816	20633	18655	18488	13421	2155	18679	1844	1850	2157	2105	13227	17399	20930	21156	20632	9792	17713	13531	14529	11521	1862	14375	16674	11610	13750	11965	11505	9684	15058	14697	19777	11258	13443	19665	19816	16159	1812	22985	20088	14608	18982	20498	19849	20332	19189	34508
39092	15174	21059	27094	20801	11074	1851	16469	23162	12961	16046	16867	23412	13902	20030	27629	19585	13613	18492	20128	17191	10884	1523	16486	1587	1257	1505	1934	13977	15407	18206	21315	20902	9157	15464	14135	13585	9568	1320	12602	14594	9389	10436	10448	12202	9036	13597	15380	22840	12251	14021	23615	20241	14558	1589	23348	20315	13468	16880	20966	23137	21391	19796	40056
38660	14915	21244	25700	20569	11457	2242	16469	23106	13804	16910	17023	20687	13404	18749	26211	19331	14831	19535	19426	17734	11911	2130	17150	1940	1830	2082	2269	13116	16017	19184	20498	20549	9334	16214	13386	14675	10670	1843	13234	14790	10397	11457	11015	12028	9183	14415	15410	21979	11657	13850	20539	20145	14887	1906	21963	19647	14391	17210	20729	22193	20297	19629	40244
38869	13912	19545	23637	18644	12234	2465	16394	21511	14717	18871	16995	18750	12852	17222	23963	18368	15260	21002	17007	19224	12274	2877	18438	2503	2703	2914	2568	12762	17595	21086	19212	18389	9209	18312	13287	14635	13337	2819	14823	15451	13443	13018	12377	11651	9082	15861	14813	20337	11356	13235	18857	19134	14968	2527	20999	19732	14751	19486	19467	20622	18099	19267	40282
42902	15288	20600	27496	20117	11090	2298	17155	21994	13220	16679	16640	23263	13768	18335	27079	19649	13854	18439	18397	17191	11165	2440	16379	2132	2189	2548	2210	14056	15751	18479	20138	20078	8764	15720	13300	13418	10727	2173	13045	14385	10754	11149	11073	12475	8871	13531	14616	23657	12754	13774	23251	19613	14193	2168	21845	19351	13200	16986	19570	23642	19429	18762	40785
34610	13657	20378	23407	18375	11388	2088	15917	22016	13926	18109	17123	19096	12984	18854	24922	17392	13742	20068	18760	18226	12742	2353	18498	1870	1958	2137	2310	12794	16935	20803	21528	19841	9200	17170	13752	14046	12051	1833	14338	16069	11453	13351	12292	11689	9801	15834	15719	20209	11169	13558	19937	19315	15638	2001	23307	20008	14931	19567	21318	21295	20541	20333	39468
35856	13752	19719	23823	18944	11281	2396	16345	21322	13864	17718	17156	19597	13068	18388	24988	17843	14426	19786	17986	17815	12300	2526	18080	2077	2350	2606	2459	13169	16919	20360	21004	18984	9146	16815	13753	14100	11773	2414	14158	15284	11799	12419	12090	12227	9496	15763	15750	20468	11642	13740	20479	19182	15367	2156	22869	20015	14432	18849	21531	21335	20091	20316	41634
38459	14272	20154	27600	19198	9992	1718	16059	22242	12370	15507	17055	23593	13573	19961	29475	18307	12351	17406	19717	15679	9682	1463	15757	1441	1243	1508	1905	13703	14843	18141	22421	20776	8550	14982	14463	13205	8750	1333	13207	14238	8954	10375	10984	12533	8978	14126	16566	22942	11794	14632	24822	19699	14157	1583	24085	20850	13928	17161	22259	24361	22130	21970	44812
41280	15054	20375	26770	19614	11201	2146	16951	21802	13188	16368	17017	21608	13592	18254	26889	19185	13951	18695	18471	17514	11060	1971	17165	1829	1857	2042	2091	14140	16159	18757	21301	19712	8826	15497	13244	13310	10704	1760	13385	13794	10432	10489	11236	12150	9021	14283	15571	23302	12081	13808	21858	19865	14745	1942	22856	19854	13682	17052	20681	23151	20636	19975	42801
36641	14634	20421	24791	20090	11517	2106	16598	22007	13846	17732	16567	20338	13615	18582	25117	18979	14722	19761	18578	17895	12563	2116	18300	1900	1769	2126	2101	13656	17343	20208	21681	19812	9200	16494	13508	14165	11038	1820	14284	15325	11174	12275	11514	11436	9353	14521	14865	21055	11755	13476	20775	19889	15756	1854	23706	19782	14518	18156	19993	21631	20894	19138	38538
40247	14813	20480	28735	19974	10070	1717	16359	22738	12183	15013	16851	24684	13931	20027	29883	19447	12562	17247	19804	15785	9346	1210	15210	1395	1028	1255	1688	14071	14308	17624	22076	20913	8599	14471	14402	13049	8481	1064	12653	13588	8586	9646	10703	12326	8900	13345	16495	23668	12146	14587	25585	20252	13654	1375	23857	20664	13450	16608	21824	24905	21999	21550	44894
45324	15558	20687	30474	20231	10140	1842	17285	22370	12161	14611	17115	25814	14036	18971	30620	20008	12612	16999	19300	15575	9226	1759	14861	1745	1549	1754	1906	14535	14277	16714	20650	20438	8312	14239	13757	12771	8870	1630	11819	12690	8750	8815	10102	12967	8507	12748	15503	26273	13016	14332	25909	20342	13185	1723	22211	19941	12630	15177	20602	26215	20641	19917	45259
40324	14848	20450	28732	19908	9916	1741	16693	22589	11990	15087	16857	24430	13861	19872	29658	19318	12407	17104	19571	15633	9713	1325	15622	1456	1170	1343	1691	14095	14630	17815	22416	20834	8700	14385	14228	12822	8676	1128	12677	13762	8737	9811	10599	12563	8918	13366	16057	23878	12303	14584	25290	20037	13988	1466	23964	20340	13406	16668	21758	24966	22046	21119	44659
47230	16043	20987	32981	22048	9142	1761	17155	22216	11306	13456	16852	29385	14116	20489	32704	20476	12641	15480	20609	14420	7887	1228	13485	1462	1083	1235	1680	14945	12997	15548	20309	21442	8108	12829	13862	12411	7485	1090	10963	12379	7278	7862	9148	13155	8099	12075	15392	28093	13314	14534	29242	20327	12506	1381	22196	20184	12282	14114	21040	27698	21199	19508	45448
46549	16104	20957	32900	21807	9507	1582	16764	23010	11147	13383	16451	29584	14122	20328	32703	20880	12095	15578	20413	14651	8119	1137	13412	1281	981	1157	1577	14340	12801	15732	20651	21772	8300	12891	14169	12357	7360	1004	11110	12277	7417	8143	9448	13145	7958	12066	15520	27309	13161	14565	29255	20152	12333	1273	22238	20564	12286	14602	21213	27221	21114	20539	45535
45864	15991	21853	31920	21435	9861	1676	16983	23402	11780	14226	16925	28136	14240	20010	31158	21001	12654	16232	20021	15228	8445	1163	13961	1344	966	1169	1683	14653	13791	16002	20831	21707	8491	13669	14062	12630	7686	959	11457	12984	7600	8287	9549	12961	8289	12228	15120	27056	12819	14579	27542	20614	12805	1364	22876	20199	12386	14738	20441	26246	21339	19524	43189
46178	16519	22463	29801	22180	10811	1833	16906	23858	12846	15369	16338	24909	14648	19384	28191	21554	13568	17743	19885	16839	10168	1375	15414	1566	1265	1455	1682	14904	14582	16887	20530	22016	8904	14366	13692	13202	8649	1261	12188	13768	8430	9603	9852	11971	8482	12439	14697	25213	12739	13839	23753	20529	14168	1499	22395	19786	12759	15227	19717	23760	20879	18779	39787
37856	14481	20288	26587	19586	10806	1843	16519	22175	12648	15761	16882	22651	13542	19644	28201	18640	13382	18016	19312	16737	10739	1659	16576	1599	1471	1705	1908	13796	15621	18842	21868	20318	8888	14903	14141	13245	9802	1454	13158	14271	9607	10645	11085	12513	9224	14063	15895	22398	12003	14259	23998	19782	14364	1727	23874	20205	13933	17496	21820	23699	21360	20905	43624
41001	15237	21674	27835	20914	10923	1903	16491	23241	13143	16434	16725	23174	14055	19408	27619	20027	14059	18817	19772	17484	10747	1643	15999	1515	1382	1641	1963	13868	15389	18232	20755	21342	9080	15341	13560	13876	9551	1363	12825	14604	9452	10564	10543	12006	8942	13482	15122	23377	11855	13711	23089	20402	14652	1592	22929	19963	13638	16524	20321	22983	21189	19324	39728
42477	15465	19934	27223	20066	11233	2080	17088	21755	12846	16146	16955	22225	13499	18328	27516	19548	13615	18185	18166	16890	10462	2023	16588	1942	1793	2008	2108	13914	15502	19047	20966	19676	8896	15325	13639	13155	10214	1870	13360	14020	10524	10939	11357	12582	8755	13941	15418	23398	12491	14258	22540	19402	14054	1879	22393	19819	13436	17747	20276	23966	19972	19962	43143
45105	15737	21049	31784	21033	9506	1864	16992	22909	11446	14442	16660	27072	13958	20206	31346	20272	12165	16117	19650	14651	8309	1305	14142	1491	1121	1344	1829	14371	13676	16206	21259	21897	8640	13835	14161	12492	7714	1187	11534	13350	7797	8789	9878	12853	8327	12692	15538	26401	12853	14456	26987	20028	12878	1428	22844	20783	12563	15239	21044	26401	21217	20525	44652
45369	15231	20669	31895	21044	9463	1656	16553	22260	11290	13673	16892	28444	13997	20070	32355	19939	12369	15672	20104	14696	8216	1239	13725	1405	1112	1243	1777	14451	13227	16032	21177	20901	8127	13206	14248	12148	7733	1133	11465	12383	7651	8341	9763	12992	8510	12540	15903	26955	12989	14568	28619	20196	12465	1509	23144	20434	12426	14881	21512	27244	21580	20611	46578
47118	16289	21589	31654	21806	10188	1931	17078	23132	12066	14200	16422	26925	14248	19431	30759	21213	13112	16725	19933	15530	9151	1395	14437	1560	1257	1462	1854	14522	13774	16177	20927	21742	8488	13540	13584	12937	8045	1180	11650	12648	7874	7991	9270	12455	8263	12137	15198	26577	13114	13966	26192	20710	13129	1627	22235	20014	12615	14130	20507	25947	21416	19521	43433
41190	14263	20467	29151	19089	9498	1893	16386	22168	11930	15046	17655	24588	13514	19329	30835	18024	11976	16911	19009	14613	8847	1633	14915	1678	1380	1647	2016	13842	13991	17241	22049	20597	8363	14752	14298	12708	8509	1517	12455	13383	8730	9475	10691	13073	8712	14127	16854	25260	12264	14669	25808	19510	13153	1678	23367	20781	13149	16111	22405	26498	21491	21749	47089
