gene	len	ct	mu	sigma	region	BRCA	GACA	LICA	LUAD	MB	PA	PRAD
C1orf195	499	0	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
TMEM51	762	0	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
FHAD1	4759	0	126.977106343659	0.0236069799037587	reg16	1	1	1	1	0.99999999998628	1	1
EFHD2	835	0	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
CTRC	807	0	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
CELA2A	810	0	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
CELA2B	915	0	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
CASP9	1359	0	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
DNAJC16	2378	1	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
AGMAT	1059	0	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
DDI2	1200	0	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
RSC1A1	1854	1	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
PLEKHM2	3060	0	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
SLC25A34	915	1	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
FBLIM1	1357	1	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
SPEN	11276	0	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
ZBTB17	2803	0	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
C1orf64	510	0	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
HSPB7	872	0	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
CLCNKA	2064	0	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
CLCNKB	2260	1	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
FAM131C	843	0	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
EPHA2	2931	0	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
ARHGEF19	2616	0	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
C1orf134	252	0	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
RSG1	777	0	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
FBXO42	2172	0	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
SZRD1	587	0	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
SPATA21	2061	1	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
NECAP2	898	0	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
AL355149.2	510	0	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
NBPF1	3420	1	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
AL137798.1	510	0	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
AL021920.2	510	1	131.049422756826	0.0236069799037587	reg19	1	1	1	1	1	1	1
CROCC	6054	2	131.049422756826	0.0236069799037587	reg19	1	1	1	1	1	1	1
MFAP2	552	0	131.049422756826	0.0236069799037587	reg19	1	1	1	1	1	1	1
ATP13A2	3779	0	131.049422756826	0.0236069799037587	reg19	1	1	1	1	1	1	1
SDHB	843	0	131.049422756826	0.0236069799037587	reg19	1	1	1	1	1	1	1
PADI2	2002	2	131.049422756826	0.0236069799037587	reg19	1	1	1	1	1	1	1
PADI1	1992	1	131.049422756826	0.0236069799037587	reg19	1	1	1	1	1	1	1
PADI3	1995	1	131.049422756826	0.0236069799037587	reg19	1	1	1	1	1	1	1
PADI4	2036	0	131.049422756826	0.0236069799037587	reg19	1	1	1	1	1	1	1
RCC2	1569	0	131.049422756826	0.0236069799037587	reg19	1	1	1	1	1	1	1
ARHGEF10L	4066	0	131.049422756826	0.0236069799037587	reg19	1	1	1	1	1	1	1
ACTL8	1101	0	131.049422756826	0.0236069799037587	reg19	1	1	1	1	1	1	1
IGSF21	1444	0	131.049422756826	0.0236069799037587	reg19	1	1	1	1	1	1	1
KLHDC7A	2334	1	131.049422756826	0.0236069799037587	reg19	1	1	1	1	1	1	1
PAX7	1679	0	112.626226067144	0.0236069799037587	reg20	1	1	1	1	1	1	1
TAS1R2	2520	0	112.626226067144	0.0236069799037587	reg20	1	1	1	1	1	1	1
ALDH4A1	1705	0	112.626226067144	0.0236069799037587	reg20	1	1	1	1	1	1	1
IFFO2	1554	0	112.626226067144	0.0236069799037587	reg20	1	1	1	1	1	1	1
UBR4	16031	4	112.626226067144	0.0236069799037587	reg20	1	1	1	1	0.999999999999704	1	1
EMC1	2990	0	112.626226067144	0.0236069799037587	reg20	1	1	1	1	1	1	1
MRTO4	720	0	112.626226067144	0.0236069799037587	reg20	1	1	1	1	1	1	1
AKR7A3	996	0	112.626226067144	0.0236069799037587	reg20	1	1	1	1	1	1	1
AKR7A2	1080	1	112.626226067144	0.0236069799037587	reg20	1	1	1	1	1	1	1
PQLC2	927	1	112.626226067144	0.0236069799037587	reg20	1	1	1	1	1	1	1
CAPZB	1102	0	112.626226067144	0.0236069799037587	reg20	1	1	1	1	1	1	1
MINOS1	237	0	112.626226067144	0.0236069799037587	reg20	1	1	1	1	1	1	1
NBL1	735	0	112.626226067144	0.0236069799037587	reg20	1	1	1	1	1	1	1
MINOS1-NBL1	546	0	112.626226067144	0.0236069799037587	reg20	1	1	1	1	1	1	1
HTR6	1323	0	112.626226067144	0.0236069799037587	reg20	1	1	1	1	1	1	1
TMCO4	1991	1	152.994144706586	0.0236069799037587	reg21	1	1	1	1	1	1	1
RNF186	684	0	152.994144706586	0.0236069799037587	reg21	1	1	1	1	1	1	1
OTUD3	1197	0	152.994144706586	0.0236069799037587	reg21	1	1	1	1	1	1	1
PLA2G2E	429	0	152.994144706586	0.0236069799037587	reg21	1	1	1	1	1	1	1
PLA2G2A	435	0	152.994144706586	0.0236069799037587	reg21	1	1	1	1	1	1	1
PLA2G5	417	0	152.994144706586	0.0236069799037587	reg21	1	1	1	1	1	1	1
PLA2G2D	438	0	152.994144706586	0.0236069799037587	reg21	1	1	1	1	1	1	1
PLA2G2F	636	0	152.994144706586	0.0236069799037587	reg21	1	1	1	1	1	1	1
PLA2G2C	499	0	152.994144706586	0.0236069799037587	reg21	1	1	1	1	0.999999999999795	1	1
UBXN10	843	0	152.994144706586	0.0236069799037587	reg21	1	1	1	1	1	1	1
VWA5B1	3899	3	152.994144706586	0.0236069799037587	reg21	1	1	1	1	1	1	1
CAMK2N1	237	0	152.994144706586	0.0236069799037587	reg21	1	1	1	1	1	1	1
MUL1	1059	0	152.994144706586	0.0236069799037587	reg21	1	1	1	1	1	1	1
FAM43B	990	0	152.994144706586	0.0236069799037587	reg21	1	1	1	1	1	1	1
CDA	441	0	152.994144706586	0.0236069799037587	reg21	1	1	1	1	1	1	1
PINK1	1746	0	152.994144706586	0.0236069799037587	reg21	1	1	1	1	1	1	1
DDOST	1371	0	152.994144706586	0.0236069799037587	reg21	1	1	1	1	1	1	1
KIF17	3090	0	126.802779934191	0.0236069799037587	reg22	1	1	1	1	0.999999999458912	1	1
SH2D5	1326	1	126.802779934191	0.0236069799037587	reg22	1	1	1	1	1	1	1
HP1BP3	1714	0	126.802779934191	0.0236069799037587	reg22	1	1	1	1	1	1	1
EIF4G3	5204	0	126.802779934191	0.0236069799037587	reg22	1	1	1	1	1	1	1
ECE1	2469	0	126.802779934191	0.0236069799037587	reg22	1	1	1	1	1	1	1
NBPF3	1977	1	126.802779934191	0.0236069799037587	reg22	1	1	1	1	1	1	1
ALPL	1575	0	126.802779934191	0.0236069799037587	reg22	1	1	1	1	1	1	1
RAP1GAP	2516	0	126.802779934191	0.0236069799037587	reg22	1	1	1	1	1	1	1
USP48	3259	0	121.37216485197	0.0236069799037587	reg23	1	1	1	1	0.999999999974771	1	1
LDLRAD2	819	0	121.37216485197	0.0236069799037587	reg23	1	1	1	1	1	1	1
HSPG2	13727	1	121.37216485197	0.0236069799037587	reg23	1	1	1	1	1	1	1
CELA3B	943	0	121.37216485197	0.0236069799037587	reg23	1	1	1	1	1	1	1
CELA3A	826	0	121.37216485197	0.0236069799037587	reg23	1	1	1	1	1	1	1
CDC42	842	0	121.37216485197	0.0236069799037587	reg23	1	1	1	1	1	1	1
WNT4	1271	0	121.37216485197	0.0236069799037587	reg23	1	1	1	1	1	1	1
ZBTB40	3720	0	121.37216485197	0.0236069799037587	reg23	1	1	1	1	1	1	1
EPHA8	3191	0	121.37216485197	0.0236069799037587	reg23	1	1	1	1	1	1	1
C1QA	738	0	121.37216485197	0.0236069799037587	reg23	1	1	1	1	1	1	1
C1QC	738	0	121.37216485197	0.0236069799037587	reg23	1	1	1	1	1	1	1
C1QB	762	0	121.37216485197	0.0236069799037587	reg23	1	1	1	1	1	1	1
EPHB2	3248	0	138.09754199662	0.0236069799037587	reg24	1	1	1	1	1	1	1
LACTBL1	1641	0	138.09754199662	0.0236069799037587	reg24	1	1	1	1	1	1	1
KDM1A	2685	0	138.09754199662	0.0236069799037587	reg24	1	1	1	1	1	1	1
LUZP1	3240	0	138.09754199662	0.0236069799037587	reg24	1	1	1	1	1	1	1
HTR1D	1134	0	138.09754199662	0.0236069799037587	reg24	1	1	1	1	1	1	1
HNRNPR	1911	0	138.09754199662	0.0236069799037587	reg24	1	1	1	1	1	1	1
ZNF436	1413	0	138.09754199662	0.0236069799037587	reg24	1	1	1	1	1	1	1
C1orf213	500	0	138.09754199662	0.0236069799037587	reg24	1	1	1	1	1	1	1
TCEA3	1087	0	138.09754199662	0.0236069799037587	reg24	1	1	1	1	1	1	1
ASAP3	2735	0	138.09754199662	0.0236069799037587	reg24	1	1	1	1	1	1	1
E2F2	1314	0	138.09754199662	0.0236069799037587	reg24	1	1	1	1	1	1	1
ID3	360	0	138.09754199662	0.0236069799037587	reg24	1	1	1	1	1	1	1
MDS2	423	0	138.09754199662	0.0236069799037587	reg24	1	1	1	1	1	1	1
RPL11	567	0	131.576240524031	0.0236069799037587	reg25	1	1	1	1	1	1	1
