gene	len	ct	mu	sigma	region	p-value
MMP1	1410	1	114.94135326496	0.0236069799037587	reg1916	0.040760304606959
DDI1	1191	0	157.935908449979	0.0236069799037587	reg1918	0.00043781963711452
LAYN	1237	0	109.654843471134	0.0236069799037587	reg1925	0.0208804517951971
DRD2	1342	0	119.443884561367	0.0236069799037587	reg1927	0.0126686037893288
NXPE1	1681	0	139.63712490769	0.0236069799037587	reg1928	0.00373228020263003
SCN2B	648	0	149.084231876746	0.0236069799037587	reg1932	0.0158101833052133
TRIM29	2118	0	136.758173870389	0.0236069799037587	reg1933	0.0047972271231176
OR6T1	972	0	160.844842549075	0.0236069799037587	reg1937	0.0158507099348077
OR10G6	999	1	160.844842549075	0.0236069799037587	reg1937	0.0170197784313966
VWA5A	2413	0	143.288851468544	0.0236069799037587	reg1938	0.0113183461063061
OR8D1	927	0	143.288851468544	0.0236069799037587	reg1938	0.0418595840539536
VSIG2	988	0	143.288851468544	0.0236069799037587	reg1938	0.0468774983868399
SCNN1A	2277	0	104.712481655235	0.0236069799037587	reg1955	0.0129555765195295
IFFO1	1692	0	104.712481655235	0.0236069799037587	reg1955	0.0493578902663835
PIANP	853	0	104.712481655235	0.0236069799037587	reg1955	0.000860337796594442
SLC2A3	1491	0	262.840454588133	0.0236069799037587	reg1957	0.00258966767566156
KLRF2	624	0	173.619176106796	0.0236069799037587	reg1959	0.0154302136140877
TAS2R19	900	0	153.201092382187	0.0236069799037587	reg1960	1.58296338902578e-05
TAS2R31	930	0	153.201092382187	0.0236069799037587	reg1960	8.65583362751071e-11
TAS2R43	930	1	153.201092382187	0.0236069799037587	reg1960	0.00366266160718368
TAS2R30	960	1	153.201092382187	0.0236069799037587	reg1960	0.0385706768135307
KRAS	708	0	149.323748212471	0.0236069799037587	reg1974	1.19143631472821e-08
FAR2	1582	0	130.192262353081	0.0236069799037587	reg1978	0.0382739687008864
H3F3C	408	0	162.679754592426	0.0236069799037587	reg1980	0.00783249039368942
MUC19	12915	4	160.78070419213	0.0236069799037587	reg1989	0.00137592917610436
CNTN1	3137	0	160.78070419213	0.0236069799037587	reg1989	0.0349892257792645
ANO6	3076	0	163.203040748242	0.0236069799037587	reg1994	0.0459109137943773
TFCP2	1509	0	133.351204699719	0.0236069799037587	reg2000	0.0431595190280695
OR9K2	1008	0	230.704796257904	0.0236069799037587	reg2004	0.0019568879043131
GLI1	3321	0	138.452745873522	0.0236069799037587	reg2006	0.0455141021765865
LGR5	2724	0	139.869097429042	0.0236069799037587	reg2020	0.0204730984907278
DUSP6	1171	0	108.92370766631	0.0236069799037587	reg2038	0.0446407227441514
NR1H4	1599	0	134.012636872459	0.0236069799037587	reg2049	0.00351710247256177
HVCN1	834	0	133.894126547744	0.0236069799037587	reg2060	0.0351595644051723
RASAL1	2421	1	132.181037700053	0.0236069799037587	reg2062	0.0492901076478649
CABP1	1620	0	138.740717090726	0.0236069799037587	reg2070	0.00544882193453652
C12orf43	914	1	138.740717090726	0.0236069799037587	reg2070	0.0166140966085556
VPS33A	1884	0	114.073460851106	0.0236069799037587	reg2072	0.0454604093200591
TMEM132C	3327	4	241.456614942572	0.0236069799037587	reg2077	0.00956354385937561
GPR12	1005	0	111.101155489095	0.0236069799037587	reg2109	0.0460127526096454
TRPC4	2949	0	167.913522086317	0.0236069799037587	reg2120	0.00878598189378429
FNDC3A	3604	0	111.159302648563	0.0236069799037587	reg2131	0.0456218041811744
KLHL1	2247	0	199.89203480937	0.0236069799037587	reg2152	0.0454280370558587
DACH1	2283	0	150.507181212145	0.0236069799037587	reg2154	0.00792704301209749
AL355390.1	435	0	121.810682658796	0.0236069799037587	reg2156	0.0110890564426387
TMEM255B	1234	3	188.454852532068	0.0236069799037587	reg2195	0.00488494715071733
OR11H6	993	0	308.504905245626	0.0236069799037587	reg2217	0.0217280849605181
OR6S1	996	0	134.006570744299	0.0236069799037587	reg2218	0.0265163627377134
SLC39A2	930	0	134.006570744299	0.0236069799037587	reg2218	0.0233802409875721
OR4E2	942	0	146.784898696266	0.0236069799037587	reg2219	0.00624093080753226
MYH6	5820	0	134.2650737237	0.0236069799037587	reg2220	0.000621327476939418
MYH7	5808	4	134.2650737237	0.0236069799037587	reg2220	0.00297410895656135
DACT1	2511	1	122.188014917866	0.0236069799037587	reg2256	0.00162148826804045
RGS6	1956	2	138.134791395849	0.0236069799037587	reg2269	0.0380138471482133
ACOT4	1266	0	135.013188011316	0.0236069799037587	reg2271	0.00258789999684025
SERPINA9	1399	0	139.3936937242	0.0236069799037587	reg2291	0.0157431147894399
C14orf177	378	0	176.763295133535	0.0236069799037587	reg2296	0.00161525224059374
GOLGA6L2	2932	1	302.764219535462	0.0236069799037587	reg2328	1.62556586351196e-05
OCA2	2573	0	221.862906891424	0.0236069799037587	reg2332	0.0412468215896779
KLF13	880	0	166.441036474954	0.0236069799037587	reg2335	0.0225876822967486
GJD2	966	0	128.873260402859	0.0236069799037587	reg2339	0.032348715390692
HAUS2	807	0	116.034459542094	0.0236069799037587	reg2346	0.0074290604359182
CATSPER2	1611	1	117.886974230292	0.0236069799037587	reg2347	0.0314983192200142
HDC	2002	0	125.192631532483	0.0236069799037587	reg2354	0.00528349755210405
LYSMD2	730	0	117.06181141417	0.0236069799037587	reg2356	0.00809578009358185
FAM214A	3270	1	117.06181141417	0.0236069799037587	reg2356	0.0231220701604694
CSNK1G1	1558	0	113.885719436223	0.0236069799037587	reg2368	0.0369866493663033
CTD-2116N17.1	1507	0	113.885719436223	0.0236069799037587	reg2368	0.0348353203131818
KBTBD13	1377	0	116.408182101879	0.0236069799037587	reg2369	0.0379863376798394
IGDCC4	3753	2	116.408182101879	0.0236069799037587	reg2369	0.0110124294995255
MAP2K1	1222	0	108.88625149255	0.0236069799037587	reg2370	0.038028846491974
PTPN9	2010	0	160.488374541287	0.0236069799037587	reg2379	0.0492198028229134
TMED3	810	0	135.16839982005	0.0236069799037587	reg2383	0.0344903579022614
AP3B2	3372	0	121.591033009748	0.0236069799037587	reg2387	0.0173685055484338
C16orf11	1716	0	176.716356882379	0.0236069799037587	reg2407	0.015830386590917
SSTR5	1116	0	176.716356882379	0.0236069799037587	reg2407	0.0446449409915529
TPSG1	966	0	176.716356882379	0.0236069799037587	reg2407	0.0344769043819328
TPSAB1	849	0	176.716356882379	0.0236069799037587	reg2407	0.0272694907711408
AMDHD2	1823	0	151.226413348483	0.0236069799037587	reg2408	0.0451668534398519
ZG16B	659	1	151.226413348483	0.0236069799037587	reg2408	0.00682946547748368
MEFV	2614	1	121.441716169422	0.0236069799037587	reg2409	0.0270994088962831
OR2C1	939	0	121.441716169422	0.0236069799037587	reg2409	0.0222752510374497
GRIN2A	4395	3	169.372603321291	0.0236069799037587	reg2416	0.0026868874515374
XYLT1	2880	0	176.267134003859	0.0236069799037587	reg2423	0.00960640801384889
SDR42E2	1167	0	129.204194331578	0.0236069799037587	reg2428	0.0420153466864978
PRKCB	2371	2	155.939153178382	0.0236069799037587	reg2430	0.00110227720183554
CLN3	1524	0	161.736578259369	0.0236069799037587	reg2434	0.000286454443113809
C16orf93	1256	0	141.334184490963	0.0236069799037587	reg2436	0.0281907174414111
ITGAD	3486	0	197.703737398526	0.0236069799037587	reg2437	0.0403612643860077
RPGRIP1L	4168	1	126.781868562606	0.0236069799037587	reg2459	0.0161398505865142
CES5A	1888	0	149.446781584225	0.0236069799037587	reg2461	0.0460643402259255
CCDC135	2766	1	100.499198692219	0.0236069799037587	reg2463	0.0187175292067494
CDH11	2570	1	171.222216095758	0.0236069799037587	reg2471	0.0144064207497266
CLEC3A	621	1	94.3428191550524	0.0236069799037587	reg2484	0.0228873084452647
TAF1C	2634	1	123.315798092936	0.0236069799037587	reg2490	0.033306465407461
OR1G1	942	0	186.848779405841	0.0236069799037587	reg2499	0.0316105672788191
OR1A1	930	1	186.848779405841	0.0236069799037587	reg2499	0.0308835678276929
PHF23	1280	0	131.283009751374	0.0236069799037587	reg2503	0.041371046227424
TP53	1378	0	131.283009751374	0.0236069799037587	reg2503	2.02555479277745e-20
LSMD1	595	0	131.283009751374	0.0236069799037587	reg2503	0.0100423440198665
KCNAB3	1215	0	131.283009751374	0.0236069799037587	reg2503	0.00385813966875679
PIGL	931	1	185.151175916246	0.0236069799037587	reg2512	0.0239406094297341
EVPLL	906	2	249.490250588133	0.0236069799037587	reg2514	0.00091845454167371
EPN2	1970	0	249.490250588133	0.0236069799037587	reg2514	0.00797685194082563
UBBP4	861	1	265.660626640322	0.0236069799037587	reg2516	0.032049709200357
EVI2A	780	0	144.726206450268	0.0236069799037587	reg2525	0.0114930799277895
CCL14	479	0	111.683495459028	0.0236069799037587	reg2531	0.000192760833766709
PLXDC1	1698	1	124.92875749618	0.0236069799037587	reg2533	0.0409504630032764
GFAP	1868	1	141.857786531199	0.0236069799037587	reg2538	0.0167485130786914
SKAP1	1080	0	88.7621609500091	0.0236069799037587	reg2542	0.00439677918601032
HOXB7	654	0	88.7621609500091	0.0236069799037587	reg2542	0.0163812976109655
STXBP4	1686	0	126.9343665099	0.0236069799037587	reg2549	0.0173398874073119
HLF	891	0	126.9343665099	0.0236069799037587	reg2549	0.0327697345984589
OR4D2	924	0	127.260764705044	0.0236069799037587	reg2552	0.0299376210985771
CSH2	702	0	129.304371467994	0.0236069799037587	reg2557	0.00745651600365109
CD300C	675	0	169.326685512578	0.0236069799037587	reg2568	0.0344279042583193
TBC1D16	2535	0	156.800283336059	0.0236069799037587	reg2574	0.0187686064895332
NOTUM	1491	0	232.087500458979	0.0236069799037587	reg2576	0.0456440312834263
TBCD	4028	0	232.087500458979	0.0236069799037587	reg2576	0.0149842863764481
NDUFV2	825	0	123.407415274124	0.0236069799037587	reg2586	0.0119690612597418
PIEZO2	8701	1	133.677715374981	0.0236069799037587	reg2587	0.0371122076781045
ANKRD30B	4179	3	342.375963886555	0.0236069799037587	reg2591	0.0257473618422195
ASXL3	6798	3	175.128192279416	0.0236069799037587	reg2608	0.010575164023951
SLC39A6	2280	0	148.108743022674	0.0236069799037587	reg2610	0.00590929455088145
SETBP1	4980	1	131.760443394898	0.0236069799037587	reg2619	0.000648662477967027
LOXHD1	6963	0	145.649254137526	0.0236069799037587	reg2620	0.000932518459837432
TCEB3B	2262	2	145.649254137526	0.0236069799037587	reg2620	0.00746961057334859
SERPINB3	1173	0	174.352000386164	0.0236069799037587	reg2638	0.0184789881313451
SERPINB7	1143	1	174.352000386164	0.0236069799037587	reg2638	0.0172821593965209
STK11	1583	0	197.921573825692	0.0236069799037587	reg2656	9.59130107983441e-12
OR7E24	1020	0	148.657808473647	0.0236069799037587	reg2664	0.0483712106587477
OLFM2	1500	0	146.466437073444	0.0236069799037587	reg2665	0.0467372155559982
KEAP1	1875	0	146.466437073444	0.0236069799037587	reg2665	3.4456773115858e-08
SMARCA4	5058	0	155.120781398141	0.0236069799037587	reg2666	0.000860631298429612
FBXW9	1467	0	165.489618058041	0.0236069799037587	reg2667	0.0406195238400372
OR7A10	930	0	164.441817100832	0.0236069799037587	reg2669	0.0235631456481096
EPS15L1	2823	0	139.157182880672	0.0236069799037587	reg2671	0.0184512567822908
UNC13A	5461	3	162.894605022942	0.0236069799037587	reg2672	0.0107934604453346
FFAR3	1041	1	140.436553167613	0.0236069799037587	reg2690	0.0475592367409266
KCNK6	942	1	131.239492403657	0.0236069799037587	reg2693	0.0234493352555797
IFNL3	591	0	162.224293823707	0.0236069799037587	reg2694	0.00959409382217494
LEUTX	507	0	184.320947029564	0.0236069799037587	reg2695	0.00850783579008586
C19orf47	1281	0	184.320947029564	0.0236069799037587	reg2695	0.0471560902583514
PSG3	1472	1	345.373995635348	0.0236069799037587	reg2698	0.0353829290151115
PSG11	1287	0	345.373995635348	0.0236069799037587	reg2698	0.0253063663303264
PSG2	1008	0	345.373995635348	0.0236069799037587	reg2698	0.0016827288847603
TRAPPC6A	522	0	151.174413065429	0.0236069799037587	reg2700	0.00630596721395979
EML2	3081	0	142.867768384052	0.0236069799037587	reg2701	0.0426022235424287
MAMSTR	1398	1	167.298926579609	0.0236069799037587	reg2704	0.0438247940201835
EMC10	1290	0	134.73173651199	0.0236069799037587	reg2705	0.0289003169847796
NKG7	584	0	192.167715932127	0.0236069799037587	reg2706	0.0474530829309719
ZNF611	2202	0	203.340655363992	0.0236069799037587	reg2708	0.0494559924481418
NLRP4	3040	0	217.794383836988	0.0236069799037587	reg2711	0.0108586927596322
FLJ30594	480	0	169.626760645532	0.0236069799037587	reg256	0.0469406319636873
SDC1	1055	0	105.165888416261	0.0236069799037587	reg270	0.0277745226813553
APOB	13775	0	105.165888416261	0.0236069799037587	reg270	0.0257815345452065
GAREML	2647	0	127.658956999894	0.0236069799037587	reg276	0.031620436276564
ALK	5118	0	127.034795905546	0.0236069799037587	reg279	0.00296368718866989
SLC8A1	3048	0	162.83933871921	0.0236069799037587	reg290	0.0123945107519456
FIGLA	660	0	153.235500629525	0.0236069799037587	reg321	0.0135586165150581
CYP26B1	1692	1	124.065750721763	0.0236069799037587	reg322	0.00232939974279839
REG3A	528	0	206.094797055118	0.0236069799037587	reg329	0.0252026891975237
RETSAT	1833	0	111.38392785813	0.0236069799037587	reg335	0.00647156170462226
THNSL2	1600	0	105.639445338506	0.0236069799037587	reg336	0.000699149276087857
ZNF514	1251	0	205.044273012891	0.0236069799037587	reg346	0.0438266182680698
EIF5B	3663	0	128.330303058246	0.0236069799037587	reg349	0.00821183321883259
BCL2L11	856	0	112.046984344766	0.0236069799037587	reg361	0.00815689904731202
NT5DC4	1287	0	155.522610330441	0.0236069799037587	reg363	0.0494358016350082
IL1A	816	0	155.522610330441	0.0236069799037587	reg363	0.0216886077744552
MYO7B	6435	1	117.575741458891	0.0236069799037587	reg378	0.0247663791022485
AMER3	2586	1	211.138793733508	0.0236069799037587	reg381	0.0138916173261412
ANKRD30BL	777	3	211.138793733508	0.0236069799037587	reg381	0.0300908731111736
NCKAP5	5746	1	124.073109618228	0.0236069799037587	reg384	0.0286487983570849
CXCR4	1086	0	110.399673260806	0.0236069799037587	reg386	0.0440914238717183
LRP1B	13914	7	181.567980123015	0.0236069799037587	reg391	0.00931044407958041
CSRNP3	1854	0	117.873357346872	0.0236069799037587	reg416	0.0232646916679874
LRP2	14012	1	127.415881601485	0.0236069799037587	reg420	0.030022663559784
KIAA1715	1396	0	165.500376448768	0.0236069799037587	reg426	0.0371634540862743
INPP1	1200	0	126.711678980144	0.0236069799037587	reg441	0.0144097103376865
CDK15	1313	0	128.511825754886	0.0236069799037587	reg452	0.0460377287550585
CD28	757	0	121.212622750669	0.0236069799037587	reg454	0.0195694472548609
PTH2R	1653	0	168.331397939453	0.0236069799037587	reg459	0.00193915535063818
FAM124B	1455	0	135.413691369316	0.0236069799037587	reg475	0.0236972719809828
C2orf83	548	0	142.751052147179	0.0236069799037587	reg478	0.0163487912524349
ALPP	1608	0	162.001212271218	0.0236069799037587	reg483	0.011194448485908
AQP12B	924	0	160.064785054745	0.0236069799037587	reg491	0.00339549051124004
ATG4B	1619	0	168.607863646331	0.0236069799037587	reg492	0.0483080230295455
NEU4	1728	0	168.607863646331	0.0236069799037587	reg492	3.63134069369029e-06
RSPO4	705	0	129.174520365637	0.0236069799037587	reg2715	0.0192734753306417
DDRGK1	1113	0	127.111971429373	0.0236069799037587	reg2717	9.4820363766445e-05
PXMP4	659	0	130.850731904141	0.0236069799037587	reg2746	0.00787187311805789
EDEM2	1878	0	112.465784365564	0.0236069799037587	reg2747	0.0398093168055108
UQCC1	1035	0	112.465784365564	0.0236069799037587	reg2747	0.0133018273849894
KIAA1755	3603	1	104.071477870924	0.0236069799037587	reg2750	0.0316839735999287
JPH2	2102	0	140.083659139704	0.0236069799037587	reg2756	0.0390634811865667
SULF2	2613	0	171.953755147767	0.0236069799037587	reg2760	0.0162939626792232
FAM209B	516	0	222.950090731713	0.0236069799037587	reg2768	0.000852634273745565
ZNF831	5034	2	134.285970214127	0.0236069799037587	reg2771	0.0303536200067657
KRTAP15-1	414	0	185.516673841049	0.0236069799037587	reg2808	1.46077064888629e-05
IL10RB	978	0	117.163017092636	0.0236069799037587	reg2811	0.0240527817469601
KRTAP10-6	1098	0	159.39716493923	0.0236069799037587	reg2822	0.0356742801334753
KLHL22	2117	0	208.865199005542	0.0236069799037587	reg2846	0.00752986869971643
VPREB1	449	0	205.733033842928	0.0236069799037587	reg2847	0.0117376525051345
RAB36	1124	0	187.842358433841	0.0236069799037587	reg2848	0.00363769626804189
ZNF70	1341	0	157.81639637261	0.0236069799037587	reg2849	0.0229776075478053
MYO18B	7707	0	148.177062964259	0.0236069799037587	reg2851	0.0139354401344244
CRYBA4	591	0	153.11771656992	0.0236069799037587	reg2852	0.0288200353780905
KIAA1658	258	0	126.532553490593	0.0236069799037587	reg2855	0.0495870195422098
SMTN	3663	1	132.313960776211	0.0236069799037587	reg2856	0.0321594869349678
TEX33	843	0	134.555888777629	0.0236069799037587	reg2862	0.0265525326468008
SYNGR1	944	0	159.930846199639	0.0236069799037587	reg2864	0.0190931857157066
ENTHD1	1824	0	131.630372239533	0.0236069799037587	reg2865	0.0103813844810503
MEI1	3899	1	159.111550990057	0.0236069799037587	reg2867	0.0346295993118918
PHF21B	1614	0	147.350642219495	0.0236069799037587	reg2870	0.00421320852437456
COLQ	1626	0	122.265638531455	0.0236069799037587	reg508	0.0384455454054667
BTD	1732	0	122.265638531455	0.0236069799037587	reg508	0.043037581318225
CCR8	1068	0	151.22058281274	0.0236069799037587	reg532	0.00630836160612101
CTNNB1	2346	0	133.035335142788	0.0236069799037587	reg534	0.0349599971417203
TOPAZ1	5079	0	119.692842925901	0.0236069799037587	reg537	0.0472862650198459
ZNF35	1584	0	119.692842925901	0.0236069799037587	reg537	0.00891683439186215
ZNF501	816	0	119.692842925901	0.0236069799037587	reg537	0.0196868682466134
TGM4	2055	1	119.692842925901	0.0236069799037587	reg537	0.0176996781767019
AMT	1236	0	150.438753523048	0.0236069799037587	reg542	0.0309026566779973
FEZF2	1380	1	130.577105243583	0.0236069799037587	reg555	0.0191818777135275
NFKBIZ	2157	0	141.080183405859	0.0236069799037587	reg594	0.0318467312574977
C3orf56	729	1	151.018479731976	0.0236069799037587	reg619	0.0182269163539938
PRR23B	798	0	136.463099080111	0.0236069799037587	reg631	0.0201740326110768
PAQR9	1235	0	128.935839249004	0.0236069799037587	reg635	0.0452684437359748
MRPL47	753	1	140.991114221598	0.0236069799037587	reg672	0.0486518332376544
ABCC5	4575	0	143.858084156048	0.0236069799037587	reg676	0.0288983649399042
MASP1	3141	0	147.039159596032	0.0236069799037587	reg679	0.0238997729014545
MUC20	2331	3	242.384020147619	0.0236069799037587	reg688	0.00362372955084366
MUC4	16239	9	242.384020147619	0.0236069799037587	reg688	3.45243729586635e-05
FGFBP1	705	0	145.22150704505	0.0236069799037587	reg706	0.023477420429334
