gene	len	ct	mu	sigma	region	p-value
ADAMTS5	2793	0	169.493439628195	0.0236069799037587	reg2805	0.0121120473929679
LRRC3	774	0	159.39716493923	0.0236069799037587	reg2822	0.00311788453103821
PPIL2	1749	0	205.733033842928	0.0236069799037587	reg2847	0.00839681416338703
CARD10	3200	0	134.555888777629	0.0236069799037587	reg2862	0.00640290624602264
EFCAB6	4545	0	145.375386554852	0.0236069799037587	reg2869	0.0150161664831969
ROBO1	5185	1	172.23329021739	0.0236069799037587	reg572	0.0206516869354497
EFCC1	1797	0	129.933439955266	0.0236069799037587	reg621	0.00373382949671869
FGA	2645	0	159.152884921838	0.0236069799037587	reg846	0.0147828625618667
NSUN2	2304	0	171.013822055179	0.0236069799037587	reg888	0.0112433611464725
C6	2805	0	163.447469609874	0.0236069799037587	reg923	0.0119298436332362
PCDH1	3897	0	110.794760041101	0.0236069799037587	reg1023	0.0107927435581298
CAMK2A	1470	0	116.694861811044	0.0236069799037587	reg1031	0.00799134884706349
TRIM38	1398	0	118.463385693708	0.0236069799037587	reg1087	0.00421547027117826
MUC22	5322	1	163.322811723724	0.0236069799037587	reg1092	0.0129858316207919
HCRTR2	1335	1	159.86429059239	0.0236069799037587	reg1117	0.00856200568204025
AKAP7	1371	0	129.891933697633	0.0236069799037587	reg1193	0.00412014020037541
RPS12	399	0	140.933070782106	0.0236069799037587	reg1194	0.00106259384951545
NACAD	4689	1	180.521324164669	0.0236069799037587	reg1277	0.00832224548143786
DGKI	3291	0	150.838991448907	0.0236069799037587	reg1370	0.0111948754176255
KIAA1549	5890	0	128.939835105865	0.0236069799037587	reg1371	0.000482436506232355
ADAM7	2412	0	166.798474871502	0.0236069799037587	reg1416	0.0186830392190558
FGFR1	2795	1	121.034834898061	0.0236069799037587	reg1430	1.07261507847575e-11
ASPH	3086	1	180.559839268754	0.0236069799037587	reg1454	0.0132497808097161
EIF3E	1386	0	160.289024868973	0.0236069799037587	reg1501	0.00486978391470677
EMC2	937	0	160.289024868973	0.0236069799037587	reg1501	0.00329487358158268
RECQL4	3627	0	213.709856041327	0.0236069799037587	reg1536	0.00782533492640392
SVEP1	10740	2	133.706233833506	0.0236069799037587	reg1651	0.0377895285474611
BCOR	5348	0	80.2166779248056	0.0236069799037587	reg2915	0.046380506837627
IL2RG	1217	0	109.717807588536	0.0236069799037587	reg2946	0.0068722755801229
ZMYM3	4137	0	109.717807588536	0.0236069799037587	reg2946	0.0231639693145494
NONO	1416	0	109.717807588536	0.0236069799037587	reg2946	0.00799138228897246
ABCB7	2298	0	142.653049405548	0.0236069799037587	reg2950	0.00956597476311903
SATL1	2088	0	118.885793614506	0.0236069799037587	reg2960	0.012420193972773
TBC1D8B	3491	1	92.8734176825656	0.0236069799037587	reg2982	0.017075872823115
PASD1	2322	1	121.096537657616	0.0236069799037587	reg3026	0.0142876585862938
ZNF185	2291	0	122.335691996072	0.0236069799037587	reg3027	0.0138187692132126
ATP2B3	3828	1	72.5987009351502	0.0236069799037587	reg3029	0.0265412898128079
G6PD	1779	0	72.5987009351502	0.0236069799037587	reg3029	0.0124259268176234
