gene	len	ct	mu	sigma	region	p-value
ZC2HC1B	669	0	114.957289813905	0.0236069799037587	reg1206	0.0319907747191199
STX11	864	0	114.957289813905	0.0236069799037587	reg1206	0.0126715568497009
SDK1	6662	5	112.870771919367	0.0236069799037587	reg1236	0.00676684512197709
ABCB5	3807	0	150.442408206393	0.0236069799037587	reg1253	0.01792711622531
SFRP4	1084	0	173.591085914381	0.0236069799037587	reg1270	0.0379165061162085
GLI3	4910	3	125.922389773225	0.0236069799037587	reg1275	0.00298716101352239
CALN1	786	0	198.503596508901	0.0236069799037587	reg1304	0.0232060444056106
TMEM60	402	0	142.696394422642	0.0236069799037587	reg1310	0.00173928465423567
PEG10	978	0	126.653414335517	0.0236069799037587	reg1327	0.0398887875037316
AP1S1	605	0	147.000402179364	0.0236069799037587	reg1334	0.0243301039894343
IQUB	2409	0	154.637691702892	0.0236069799037587	reg1356	0.0111233245022985
C7orf13	651	0	133.097396935209	0.0236069799037587	reg1389	0.0377668197826896
AC006372.1	492	0	378.214694885049	0.0236069799037587	reg1390	0.00318453226421164
ZDHHC2	1104	0	102.322486465636	0.0236069799037587	reg1409	0.0336342019167404
NPM2	645	0	114.809987949065	0.0236069799037587	reg1414	0.000915065367033515
ADRA1A	2219	1	128.923051661694	0.0236069799037587	reg1418	0.0142555413617885
GOT1L1	1454	0	128.907552997329	0.0236069799037587	reg1429	0.00451709086708291
PREX2	4821	1	168.094971747045	0.0236069799037587	reg1460	0.0358777962259322
MSC	621	1	191.115630362159	0.0236069799037587	reg1464	0.0184048861129534
KCNB2	2736	0	201.848890242535	0.0236069799037587	reg1465	0.0119469031213608
TRIQK	283	0	161.758321578624	0.0236069799037587	reg1485	0.0130938096335194
DCAF13	1869	0	163.380652640315	0.0236069799037587	reg1496	0.0181608182425618
RIMS2	5455	2	163.380652640315	0.0236069799037587	reg1496	0.00300002975898084
WISP1	1129	0	150.136558285791	0.0236069799037587	reg1526	0.0110730166251151
BAI1	4755	3	224.457616308872	0.0236069799037587	reg1535	0.00344241708934018
ZC3H3	2992	1	213.709856041327	0.0236069799037587	reg1536	0.0497576749759704
CYHR1	1794	0	213.709856041327	0.0236069799037587	reg1536	0.0155141522803454
CDKN2A	927	0	138.540603270523	0.0236069799037587	reg1559	0.0202323967723387
PTCH1	4549	1	117.713962239294	0.0236069799037587	reg1636	0.010915373540532
OR13C8	963	0	168.319979086441	0.0236069799037587	reg1645	0.0266425310500898
OR1N1	936	0	107.535275807146	0.0236069799037587	reg1663	0.0220720418866885
BRD3	2209	0	175.002276924664	0.0236069799037587	reg1674	0.00885501727031408
MXRA5	8487	2	114.322578707274	0.0236069799037587	reg2879	0.0436117459968881
TBL1X	1734	0	93.7151999904214	0.0236069799037587	reg2885	0.00047566729145749
PRRG1	735	0	124.948724357118	0.0236069799037587	reg2912	0.0102367165828992
PCSK1N	783	0	108.677148306472	0.0236069799037587	reg2924	0.0286708458623979
AF196779.12	879	0	108.677148306472	0.0236069799037587	reg2924	0.0382507968470895
WDR45	1550	0	108.677148306472	0.0236069799037587	reg2924	0.0425507381391037
CDX4	855	0	131.719822182583	0.0236069799037587	reg2948	0.00372109277098062
PGAM4	765	0	130.487809463572	0.0236069799037587	reg2953	0.0459922105593978
P2RY10	1020	0	131.592018451164	0.0236069799037587	reg2954	0.0255296645011593
ARMCX3	1140	0	113.132297133056	0.0236069799037587	reg2976	0.0202447369456774
ACTRT1	1131	0	143.995575079564	0.0236069799037587	reg3003	0.0144214810496014
