gene	len	ct	mu	sigma	region	BRCA	GACA	LICA	LUAD	MB	PA	PRAD
PER3	3637	0	123.81139443237	0.0236069799037587	reg8	1	0.863617870593223	0.467781230164959	1	1	1	1
UTS2	583	0	123.81139443237	0.0236069799037587	reg8	1	1	1	1	1	1	1
TNFRSF9	809	0	123.81139443237	0.0236069799037587	reg8	1	1	1	0.214328209362773	1	1	1
PARK7	600	2	120.07375764023	0.0236069799037587	reg9	1	1	1	1	1	1	1
ERRFI1	1464	0	120.07375764023	0.0236069799037587	reg9	1	0.0949715413135402	0.00164917271906253	1	1	1	1
SLC45A1	2349	0	120.07375764023	0.0236069799037587	reg9	1	0.512124242724734	0.302224262392183	1	1	1	1
RERE	4727	1	120.07375764023	0.0236069799037587	reg9	1	0.970995574831116	0.165212589446638	0.560907572987332	1	1	1
ENO1	1305	0	120.07375764023	0.0236069799037587	reg9	1	0.778658499924681	1	1	1	1	1
CA6	1306	1	143.457225885518	0.0236069799037587	reg10	1	0.423681230714916	1	0.0301782108573246	1	1	1
SLC2A7	1539	0	143.457225885518	0.0236069799037587	reg10	1	0.816231958386711	1	1	0.0562718176861744	1	1
SLC2A5	1786	1	143.457225885518	0.0236069799037587	reg10	1	0.317988115367451	1	1	1	1	1
GPR157	1008	0	143.457225885518	0.0236069799037587	reg10	1	1	1	1	1	1	1
H6PD	2409	0	143.457225885518	0.0236069799037587	reg10	1	0.742542726194842	1	0.385275085078998	1	1	1
SPSB1	822	0	143.457225885518	0.0236069799037587	reg10	1	1	1	0.153626831947509	1	1	1
SLC25A33	966	1	143.457225885518	0.0236069799037587	reg10	1	0.290222730366852	1	1	1	1	1
TMEM201	2020	0	143.457225885518	0.0236069799037587	reg10	1	0.891238898926836	0.0478153807617012	0.335331196620566	1	1	1
C1orf200	504	0	143.457225885518	0.0236069799037587	reg10	1	1	1	1	1	1	1
PIK3CD	3337	0	143.457225885518	0.0236069799037587	reg10	1	0.879926978826697	1	1	0.117956527575659	1	1
CLSTN1	2946	1	143.457225885518	0.0236069799037587	reg10	1	0.630233896114186	1	1	1	1	1
CTNNBIP1	246	0	143.457225885518	0.0236069799037587	reg10	1	1	1	1	1	1	1
LZIC	740	0	143.457225885518	0.0236069799037587	reg10	1	0.198796224586244	1	1	1	1	1
NMNAT1	892	0	129.196803187074	0.0236069799037587	reg11	1	1	1	1	1	1	1
RBP7	405	0	129.196803187074	0.0236069799037587	reg11	1	1	1	1	1	1	1
UBE4B	4013	2	129.196803187074	0.0236069799037587	reg11	1	1	0.163282026309816	0.530721616891004	1	1	0.40269030928904
KIF1B	7000	0	129.196803187074	0.0236069799037587	reg11	1	0.982704057290061	0.134190066591976	0.729971676297939	1	1	1
PGD	1452	0	129.196803187074	0.0236069799037587	reg11	1	1	1	1	1	1	1
APITD1-CORT	636	0	129.196803187074	0.0236069799037587	reg11	1	1	1	1	1	1	1
APITD1	636	0	129.196803187074	0.0236069799037587	reg11	1	1	1	1	1	1	1
CORT	468	0	129.196803187074	0.0236069799037587	reg11	1	1	1	1	1	1	1
DFFA	1020	0	129.196803187074	0.0236069799037587	reg11	1	1	1	1	1	1	1
PEX14	1145	0	129.196803187074	0.0236069799037587	reg11	1	0.723115194245719	0.018596751778653	1	1	1	1
CASZ1	5525	0	129.196803187074	0.0236069799037587	reg11	1	0.737487855540731	1	0.645628926472529	0.157119832464343	1	0.161441271512264
C1orf127	2503	0	126.928795504057	0.0236069799037587	reg12	1	0.721620490163454	1	0.535434547134618	1	1	0.271317604142267
TARDBP	1424	0	126.928795504057	0.0236069799037587	reg12	1	1	0.227911231902898	1	1	1	1
MASP2	2075	0	126.928795504057	0.0236069799037587	reg12	1	0.623684501152583	0.313833789330199	0.470989668116531	1	1	1
SRM	1164	0	126.928795504057	0.0236069799037587	reg12	1	1	1	1	1	1	1
EXOSC10	2819	0	126.928795504057	0.0236069799037587	reg12	1	1	1	1	0.0651637131417765	1	1
MTOR	7650	1	126.928795504057	0.0236069799037587	reg12	0.436190583917371	0.981834840385838	0.748463820519466	0.418974556596031	1	1	0.617123787761693
ANGPTL7	1041	0	126.928795504057	0.0236069799037587	reg12	1	0.653625001796536	1	1	1	1	1
UBIAD1	1035	0	126.928795504057	0.0236069799037587	reg12	1	0.651511355092204	1	0.273167289936434	1	1	1
PTCHD2	4217	3	126.928795504057	0.0236069799037587	reg12	0.557410350325942	0.0349319380412574	1	0.147140545140685	0.0958628864976547	1	0.0179749572349867
FBXO2	964	0	126.928795504057	0.0236069799037587	reg12	1	1	1	1	1	1	1
FBXO44	800	1	126.928795504057	0.0236069799037587	reg12	1	0.198079305141189	1	1	1	1	1
FBXO6	882	0	126.928795504057	0.0236069799037587	reg12	1	1	1	1	1	1	1
MAD2L2	767	0	126.928795504057	0.0236069799037587	reg12	1	0.185968532764322	0.00896282781082967	0.0245981465602579	1	1	1
DRAXIN	1050	0	126.928795504057	0.0236069799037587	reg12	1	1	1	0.276504968628527	1	1	1
AGTRAP	707	0	126.928795504057	0.0236069799037587	reg12	1	1	1	1	1	1	1
C1orf167	4444	0	126.928795504057	0.0236069799037587	reg12	0.576297472214548	0.988450579965625	1	0.397393199953374	1	1	1
MTHFR	2150	0	126.928795504057	0.0236069799037587	reg12	1	1	1	1	1	1	1
CLCN6	2966	0	126.928795504057	0.0236069799037587	reg12	1	0.950016347486697	1	1	1	1	1
NPPA	456	0	126.928795504057	0.0236069799037587	reg12	1	1	1	1	1	1	1
NPPB	405	0	126.928795504057	0.0236069799037587	reg12	1	1	1	1	1	1	0.0500776129483435
KIAA2013	2022	2	126.928795504057	0.0236069799037587	reg12	0.0601570486978784	0.609826133352246	1	1	1	1	0.225761771386346
PLOD1	2429	1	147.561958630108	0.0236069799037587	reg13	1	0.870909273059752	1	1	1	1	1
MFN2	2274	0	147.561958630108	0.0236069799037587	reg13	1	1	1	0.462184966706779	0.0707077076825743	1	0.284113629220684
MIIP	1174	0	147.561958630108	0.0236069799037587	reg13	1	1	1	1	1	1	0.158765197892116
TNFRSF8	1788	1	147.561958630108	0.0236069799037587	reg13	0.290508661602165	0.447782097613048	1	1	1	1	1
TNFRSF1B	1397	0	147.561958630108	0.0236069799037587	reg13	1	1	0.210061197908501	1	1	1	1
VPS13D	13265	4	147.561958630108	0.0236069799037587	reg13	0.918516350336846	0.962396106065903	0.65164623035939	0.488628843940003	1	1	0.852441635524916
DHRS3	909	0	147.561958630108	0.0236069799037587	reg13	1	1	1	1	1	1	1
AADACL4	1224	0	147.561958630108	0.0236069799037587	reg13	1	0.645151632536017	1	1	1	1	1
AADACL3	1057	0	147.561958630108	0.0236069799037587	reg13	0.183797661965783	0.591490787681174	1	1	1	1	1
C1orf158	585	1	147.561958630108	0.0236069799037587	reg13	1	1	1	0.14838173558468	1	1	1
PRAMEF12	1452	1	147.561958630108	0.0236069799037587	reg13	1	0.707138775053154	1	0.327872865187805	1	1	1
PRAMEF1	1556	0	147.561958630108	0.0236069799037587	reg13	1	0.149063779795194	0.230946686516174	0.346617267452627	1	1	5.40015905445279e-06
PRAMEF11	1311	1	147.561958630108	0.0236069799037587	reg13	1	0.670230567038155	1	1	1	1	0.175529016296895
HNRNPCL1	882	2	147.561958630108	0.0236069799037587	reg13	1	1	0.138388576176294	1	1	1	0.00792132687939
PRAMEF2	1425	1	147.561958630108	0.0236069799037587	reg13	1	0.700408935225082	1	0.0603505579105263	1	1	1
PRAMEF4	1437	1	147.561958630108	0.0236069799037587	reg13	1	1	0.215368849385801	0.00816329998889906	1	1	0.0198788210532183
PRAMEF10	1425	1	147.561958630108	0.0236069799037587	reg13	1	1	1	1	1	1	1
PRAMEF7	1425	0	147.561958630108	0.0236069799037587	reg13	1	0.341138255645918	1	1	1	1	0.189217630937396
PRAMEF6	2862	1	147.561958630108	0.0236069799037587	reg13	1	1	1	0.541062588386135	1	1	1
PRAMEF22	1446	0	147.561958630108	0.0236069799037587	reg13	1	1	1	1	1	1	1
PRAMEF3	1446	0	147.561958630108	0.0236069799037587	reg13	1	1	1	1	1	1	1
PRAMEF5	1431	0	147.561958630108	0.0236069799037587	reg13	1	1	1	1	1	1	1
PRAMEF8	1425	0	147.561958630108	0.0236069799037587	reg13	1	1	1	1	1	1	1
PRAMEF9	1437	0	147.561958630108	0.0236069799037587	reg13	1	1	1	1	1	1	1
PRAMEF13	1425	0	147.561958630108	0.0236069799037587	reg13	1	1	1	1	1	1	1
PRAMEF18	1440	0	147.561958630108	0.0236069799037587	reg13	1	1	1	1	1	1	1
PRAMEF16	1425	0	147.561958630108	0.0236069799037587	reg13	1	1	1	1	1	1	1
PRAMEF21	1428	0	110.932850009998	0.0236069799037587	reg15	1	1	1	1	1	1	1
PRAMEF15	1437	0	110.932850009998	0.0236069799037587	reg15	1	1	1	1	1	1	1
PRAMEF14	1425	0	110.932850009998	0.0236069799037587	reg15	1	1	1	1	1	1	1
PRAMEF19	1440	0	110.932850009998	0.0236069799037587	reg15	1	1	1	1	1	1	1
PRAMEF17	1425	1	110.932850009998	0.0236069799037587	reg15	1	1	1	1	1	1	0.14596669302095
PRAMEF20	1428	0	110.932850009998	0.0236069799037587	reg15	1	1	1	1	1	1	1
LRRC38	885	0	110.932850009998	0.0236069799037587	reg15	1	0.692335767621193	1	1	1	1	1
PDPN	773	0	110.932850009998	0.0236069799037587	reg15	1	0.276957007922973	0.270845320622655	0.239637381833891	1	1	1
PRDM2	5219	0	110.932850009998	0.0236069799037587	reg15	0.637107984852501	0.911352780701988	0.878717564298518	0.836219218670158	1	1	1
KAZN	2580	0	126.977106343659	0.0236069799037587	reg16	1	0.707400861300995	0.525644182366586	0.460184274272283	0.0760752589461504	1	1
C1orf195	499	0	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
TMEM51	762	0	126.977106343659	0.0236069799037587	reg16	1	0.519581073386528	1	1	1	1	1
FHAD1	4759	0	126.977106343659	0.0236069799037587	reg16	0.568681525573137	0.831264760854478	1	0.317371581691877	1	1	1
EFHD2	835	0	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
CTRC	807	0	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
CELA2A	810	0	126.977106343659	0.0236069799037587	reg16	1	1	1	0.176948618691047	1	1	0.0976265277751169
CELA2B	915	0	126.977106343659	0.0236069799037587	reg16	1	0.585111761845608	1	1	1	1	1
CASP9	1359	0	126.977106343659	0.0236069799037587	reg16	1	1	1	0.278273902852004	1	1	1
DNAJC16	2378	1	126.977106343659	0.0236069799037587	reg16	1	1	1	0.433709342698175	1	1	1
AGMAT	1059	0	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
DDI2	1200	0	126.977106343659	0.0236069799037587	reg16	1	1	1	1	0.000671587068091967	1	1
RSC1A1	1854	1	126.977106343659	0.0236069799037587	reg16	0.280206873873135	1	0.415273371392123	0.358623117149145	1	1	1
PLEKHM2	3060	0	126.977106343659	0.0236069799037587	reg16	0.418326640172857	0.342377683319242	1	1	0.0895666628593493	1	1
SLC25A34	915	1	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
FBLIM1	1357	1	126.977106343659	0.0236069799037587	reg16	1	0.728115808311201	1	1	1	1	1
SPEN	11276	0	126.977106343659	0.0236069799037587	reg16	0.861437992794469	0.980042887384362	0.235224668254153	0.74302359102009	1	1	0.755399276460572
ZBTB17	2803	0	126.977106343659	0.0236069799037587	reg16	0.391341480946377	0.140020178922915	0.555117957324746	1	1	1	1
C1orf64	510	0	126.977106343659	0.0236069799037587	reg16	1	0.388083148265092	1	0.115505180544073	1	1	1
HSPB7	872	0	126.977106343659	0.0236069799037587	reg16	1	1	0.223391646622223	1	1	1	1
CLCNKA	2064	0	126.977106343659	0.0236069799037587	reg16	1	0.861276169857815	1	0.389874343334018	1	1	1
CLCNKB	2260	1	126.977106343659	0.0236069799037587	reg16	1	0.638120951487081	1	1	1	1	0.248737835926572
FAM131C	843	0	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
EPHA2	2931	0	126.977106343659	0.0236069799037587	reg16	0.404936689549687	0.158972534395064	1	0.159115698571739	1	1	1
ARHGEF19	2616	0	126.977106343659	0.0236069799037587	reg16	1	0.714447633558824	0.530532753612727	1	1	1	1
C1orf134	252	0	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
RSG1	777	0	126.977106343659	0.0236069799037587	reg16	1	0.526442640098647	1	1	1	1	1
FBXO42	2172	0	126.977106343659	0.0236069799037587	reg16	1	0.874784977146939	0.132572858170628	1	1	1	1
SZRD1	587	0	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
SPATA21	2061	1	126.977106343659	0.0236069799037587	reg16	0.306085335984529	1	0.449158840533935	0.0903219344341593	0.0612590192423216	1	1
NECAP2	898	0	126.977106343659	0.0236069799037587	reg16	1	0.578299835243673	1	1	1	1	1
AL355149.2	510	0	126.977106343659	0.0236069799037587	reg16	0.0866143241464274	1	1	1	1	1	1
NBPF1	3420	1	126.977106343659	0.0236069799037587	reg16	0.454100416214419	1	1	1	1	1	0.0011683714276629
AL137798.1	510	0	126.977106343659	0.0236069799037587	reg16	1	1	1	1	1	1	1
AL021920.2	510	1	131.049422756826	0.0236069799037587	reg19	1	1	1	1	1	1	1
CROCC	6054	2	131.049422756826	0.0236069799037587	reg19	1	0.96986148188544	1	0.287692130381939	0.156578405698625	1	1
MFAP2	552	0	131.049422756826	0.0236069799037587	reg19	1	1	1	1	1	1	1
ATP13A2	3779	0	131.049422756826	0.0236069799037587	reg19	1	0.849495924610525	0.587121383649289	0.806888544301297	1	1	1
SDHB	843	0	131.049422756826	0.0236069799037587	reg19	1	0.530685970671806	1	1	1	1	1
PADI2	2002	2	131.049422756826	0.0236069799037587	reg19	1	0.0377834918553881	0.374879147708357	0.58556683223768	0.0548045464814148	1	1
PADI1	1992	1	131.049422756826	0.0236069799037587	reg19	1	1	1	0.0630764396873404	1	1	1
PADI3	1995	1	131.049422756826	0.0236069799037587	reg19	1	0.83177891539629	1	0.223957572008895	1	1	0.0292200485667884
PADI4	2036	0	131.049422756826	0.0236069799037587	reg19	1	1	0.0843897567528894	0.591642625669564	1	1	1
RCC2	1569	0	131.049422756826	0.0236069799037587	reg19	1	0.754414687559633	1	1	1	1	1
ARHGEF10L	4066	0	131.049422756826	0.0236069799037587	reg19	0.508099897405578	0.972807526241676	1	0.534567740802446	1	1	1
ACTL8	1101	0	131.049422756826	0.0236069799037587	reg19	1	0.0189593398944244	1	1	1	1	1
IGSF21	1444	0	131.049422756826	0.0236069799037587	reg19	1	0.725514724884059	1	0.0289673314089701	1	1	0.172059459221263
KLHDC7A	2334	1	131.049422756826	0.0236069799037587	reg19	1	0.350442808484928	1	0.641128846305107	1	1	1
PAX7	1679	0	112.626226067144	0.0236069799037587	reg20	1	0.791415770998505	1	1	1	1	1
TAS1R2	2520	0	112.626226067144	0.0236069799037587	reg20	0.337738609569636	0.420999934831439	0.404205290047285	0.0394240833862641	1	1	0.246383387939244
ALDH4A1	1705	0	112.626226067144	0.0236069799037587	reg20	1	1	1	1	1	1	1
IFFO2	1554	0	112.626226067144	0.0236069799037587	reg20	1	0.42787224559119	1	1	1	1	1
UBR4	16031	4	112.626226067144	0.0236069799037587	reg20	1	0.977278954077581	0.419365764222502	0.93449470341534	1	1	0.533812857830059
EMC1	2990	0	112.626226067144	0.0236069799037587	reg20	1	0.530638782614562	1	1	1	1	0.284962954909612
MRTO4	720	0	112.626226067144	0.0236069799037587	reg20	1	1	1	1	1	1	1
AKR7A3	996	0	112.626226067144	0.0236069799037587	reg20	1	1	1	0.249408199708696	0.0357514863108954	1	1
AKR7A2	1080	1	112.626226067144	0.0236069799037587	reg20	1	0.636002214141091	0.199353472725434	1	1	1	1
PQLC2	927	1	112.626226067144	0.0236069799037587	reg20	1	1	1	1	1	1	1
CAPZB	1102	0	112.626226067144	0.0236069799037587	reg20	1	1	1	1	1	1	1
MINOS1	237	0	112.626226067144	0.0236069799037587	reg20	1	1	1	1	1	1	1
NBL1	735	0	112.626226067144	0.0236069799037587	reg20	1	0.497778544609939	1	1	1	1	1
MINOS1-NBL1	546	0	112.626226067144	0.0236069799037587	reg20	1	0.400703994972561	1	1	1	1	1
HTR6	1323	0	112.626226067144	0.0236069799037587	reg20	1	1	0.23835842864865	0.31652976450087	1	1	1
TMCO4	1991	1	152.994144706586	0.0236069799037587	reg21	1	0.337776190495918	1	1	1	1	1
RNF186	684	0	152.994144706586	0.0236069799037587	reg21	1	1	1	1	1	1	1
OTUD3	1197	0	152.994144706586	0.0236069799037587	reg21	1	0.707239014055024	1	1	1	1	1
PLA2G2E	429	0	152.994144706586	0.0236069799037587	reg21	1	0.0736074834062039	1	1	1	1	1
