chr	start	stops	name	BRCA	GACA	LICA	LUAD	MB	PA	PRAD
chr10	27258000	27260200	DRM:MASTL(;)	0.376045680216812	0.476730625283128	1	1	1	1	1
chr10	27258000	27260200	DRM:MKX(;)	0.376045680216812	0.476730625283128	1	1	1	1	1
chr10	27759900	27760100	DRM:MASTL(;)	1	1	1	1	1	1	1
chr10	2834100	2834700	DRM:KLF6(PPI;REG)	1	1	0.287346844229104	1	1	1	1
chr10	2834100	2834700	DRM:PFKP(PPI;)	1	1	0.287346844229104	1	1	1	1
chr10	28582300	28582700	DRM:MKX(;)	1	1	1	1	1	1	1
chr10	28582300	28582700	DRM:WAC(;)	1	1	1	1	1	1	1
chr10	28694200	28694400	DRM:BAMBI(;)	1	1	1	1	1	1	1
chr10	29237700	29238500	DRM:ARMC4(;)	1	1	1	1	1	1	1
chr10	2990100	2991200	DRM:PFKP(PPI;)	0.315239693698108	0.64957374243145	1	0.239585597366694	1	1	1
chr10	30290800	30291700	DRM:MTPAP(;)	1	1	0.15464394507284	1	1	1	0.115025725757068
chr10	3078200	3078900	DRM:PFKP(PPI;)	1	1	1	1	1	1	1
chr10	30792600	30793600	DRM:ZEB1(;REG)	1	0.282841068302497	1	1	1	1	1
chr10	30931700	30931900	DRM:ZEB1(;REG)	1	1	1	1	1	1	1
chr10	30934300	30934400	DRM:ZEB1(;REG)	1	1	1	1	1	1	1
chr10	31102800	31102900	DRM:ZEB1(;REG)	1	1	1	1	1	1	1
chr10	32239800	32241700	DRM:ITGB1(PPI;)	1	0.864665826994347	1	1	1	1	1
chr10	32239800	32241700	DRM:ZEB1(;REG)	1	0.864665826994347	1	1	1	1	1
chr10	32261000	32262300	DRM:ITGB1(PPI;)	1	1	1	1	1	1	1
chr10	32261000	32262300	DRM:ZEB1(;REG)	1	1	1	1	1	1	1
chr10	32703800	32704800	DRM:ITGB1(PPI;)	0.177711955316486	0.652454209462669	1	1	1	1	1
chr10	33772500	33773100	DRM:ITGB1(PPI;)	1	1	1	1	1	1	1
chr10	34062900	34063200	DRM:ITGB1(PPI;)	1	1	1	1	1	1	1
chr10	34239200	34239300	DRM:NRP1(;)	1	1	1	1	1	1	1
chr10	36202700	36202900	DRM:CREM(PPI;)	1	1	1	1	1	1	1
chr10	4191300	4192000	DRM:AKR1C1(;)	0.167521454759166	1	1	0.242089313325612	1	1	0.0798980683703592
chr10	4218800	4219400	DRM:KLF6(PPI;REG)	1	0.166046792732823	1	1	0.0273984714838626	1	1
chr10	44664000	44664200	DRM:RASSF4(;)	0.0496505805149505	1	1	1	1	1	1
chr10	44688000	44688100	DRM:HNRNPF(;REG)	1	1	1	1	1	1	1
chr10	44694100	44694400	DRM:C10orf10(;)	1	1	1	1	1	1	1
chr10	44744900	44745000	DRM:RASSF4(;)	1	1	1	1	1	1	1
chr10	44895600	44895900	DRM:RASSF4(;)	1	1	1	0.15959767851955	1	1	1
chr10	44896100	44896600	DRM:RASSF4(;)	1	1	1	0.251221019344953	1	1	1
chr10	44973000	44973100	DRM:RASSF4(;)	1	1	1	1	1	1	1
chr10	44973500	44974400	DRM:RASSF4(;)	1	0.653581802950088	1	1	1	1	1
chr10	45284200	45284800	DRM:RASSF4(;)	1	0.128331944408457	1	1	1	1	1
chr10	4556600	4557200	DRM:CALML5(;)	1	1	1	1	1	1	1
chr10	4565000	4565100	DRM:CALML5(;)	1	0.114273656701461	1	1	1	1	1
chr10	4565000	4565100	DRM:KLF6(PPI;REG)	1	0.114273656701461	1	1	1	1	1
chr10	45693400	45694000	DRM:RASSF4(;)	1	1	0.157010758515782	1	1	1	1
chr10	45773900	45776200	DRM:RASSF4(;)	0.408911523077523	1	1	1	1	1	1
chr10	4750600	4750900	DRM:CALML5(;)	1	1	1	0.112250196322187	1	1	0.0350775465015386
chr10	4775600	4776200	DRM:AKR1C3(;)	1	1	1	0.211581118762632	1	1	1
chr10	48477000	48477100	DRM:ANXA8(;)	1	1	1	1	1	1	1
chr10	48477000	48477100	DRM:ANXA8L2(;)	1	1	1	1	1	1	1
chr10	48477000	48477100	DRM:FAM25C(;)	1	1	1	1	1	1	1
chr10	48477000	48477100	DRM:FAM25G(;)	1	1	1	1	1	1	1
chr10	48477400	48478800	DRM:ANXA8(;)	1	0.83298257035197	1	0.146511088894321	1	1	1
chr10	48477400	48478800	DRM:ANXA8L2(;)	1	0.83298257035197	1	0.146511088894321	1	1	1
chr10	48477400	48478800	DRM:FAM25C(;)	1	0.83298257035197	1	0.146511088894321	1	1	1
chr10	48477400	48478800	DRM:FAM25G(;)	1	0.83298257035197	1	0.146511088894321	1	1	1
chr10	4944800	4945800	DRM:AKR1C1(;)	1	1	1	1	1	1	1
chr10	50450600	50451000	DRM:WDFY4(;)	1	0.401964648386957	1	0.17379541258046	1	1	1
chr10	51498100	51499700	DRM:ASAH2(;)	0.327738782076183	1	1	0.531145602081723	1	1	1
chr10	51504800	51505600	DRM:ASAH2(;)	1	0.051128395324001	1	1	1	1	1
chr10	51510700	51511000	DRM:ASAH2(;)	1	1	1	1	1	1	1
chr10	51519500	51519900	DRM:ASAH2(;)	0.0961478385885217	1	1	1	1	1	1
chr10	52054800	52055300	DRM:A1CF(;)	1	1	1	1	1	1	1
chr10	5513600	5514600	DRM:AKR1C1(;)	1	1	1	1	1	1	1
chr10	5515000	5515700	DRM:AKR1C1(;)	1	1	1	0.159131737355481	1	1	0.0874848413111414
chr10	5518100	5524600	DRM:AKR1C1(;)	0.736657073624646	0.375258834286963	0.67988563684715	0.474931058506092	1	1	0.569408704909842
chr10	5525500	5525800	DRM:AKR1C1(;)	0.0602500040205983	1	1	1	1	1	1
chr10	5526300	5526500	DRM:AKR1C3(;)	1	1	1	1	1	1	1
chr10	5526900	5530600	DRM:AKR1C1(;)	0.0436687825836074	0.963187156866471	1	1	1	1	1
chr10	5526900	5530600	DRM:AKR1C3(;)	0.0436687825836074	0.963187156866471	1	1	1	1	1
chr10	5623000	5623200	DRM:CALML3(PPI;)	1	1	1	1	1	1	1
chr10	57500600	57500900	DRM:ZWINT(PPI;)	1	1	1	1	1	1	1
chr10	59784100	59784500	DRM:CISD1(;REG)	1	1	1	0.240249264787758	1	1	1
chr10	60710900	60711100	DRM:CCDC6(;)	1	1	1	1	1	1	1
chr10	62825900	62828000	DRM:RHOBTB1(;)	1	0.019075637989862	1	0.0243869511076572	0.0860294893980693	1	1
chr10	6309000	6309700	DRM:CALML5(;)	1	1	1	0.0218103858955038	1	1	1
chr10	6309900	6310100	DRM:CALML5(;)	1	0.191218801239055	1	1	1	1	1
chr10	63603900	63604500	DRM:EGR2(;)	1	0.463066587595437	1	1	1	1	1
chr10	63605300	63605900	DRM:EGR2(;)	1	0.463066587595437	1	1	1	1	1
chr10	63607500	63607700	DRM:EGR2(;)	1	1	1	1	1	1	1
chr10	6362300	6362900	DRM:CALML3(PPI;)	1	1	1	1	1	1	1
chr10	6362300	6362900	DRM:CALML5(;)	1	1	1	1	1	1	1
chr10	63868400	63870400	DRM:ZNF365(;)	0.354970680125141	1	1	0.440717024755046	0.00449278736119806	1	1
chr10	6389300	6391000	DRM:CALML3(PPI;)	1	0.111056430944634	1	0.103785729994178	1	1	1
chr10	6389300	6391000	DRM:CALML5(;)	1	0.111056430944634	1	0.103785729994178	1	1	1
chr10	64441800	64442700	DRM:EGR2(;)	1	0.0949353343377271	1	0.294733420032743	1	1	1
chr10	64441800	64442700	DRM:ZNF365(;)	1	0.0949353343377271	1	0.294733420032743	1	1	1
chr10	64450700	64451800	DRM:ZNF365(;)	0.244691644705847	1	1	1	1	1	1
chr10	64467200	64469300	DRM:EGR2(;)	0.414203038641544	0.709992426268471	0.451927350069917	0.198730673302225	1	1	1
chr10	64467200	64469300	DRM:ZNF365(;)	0.414203038641544	0.709992426268471	0.451927350069917	0.198730673302225	1	1	1
chr10	64469500	64470400	DRM:EGR2(;)	1	0.656195025803304	0.227601337016217	1	1	1	0.0100482356265252
chr10	64469500	64470400	DRM:ZNF365(;)	1	0.656195025803304	0.227601337016217	1	1	1	0.0100482356265252
chr10	64526200	64526400	DRM:EGR2(;)	1	1	1	1	1	1	1
chr10	64529200	64530300	DRM:EGR2(;)	1	0.376412614881876	0.270601665460348	1	1	1	1
chr10	64529200	64530300	DRM:ZNF365(;)	1	0.376412614881876	0.270601665460348	1	1	1	1
chr10	64530800	64530900	DRM:EGR2(;)	0.0252340621918093	1	1	1	1	1	1
chr10	64532000	64533100	DRM:EGR2(;)	1	0.728457679717373	0.0408880497505083	1	1	1	1
chr10	69621200	69622600	DRM:MYPN(;)	1	1	0.285693326730611	0.391429800354997	1	1	1
chr10	7035700	7036000	DRM:ITIH2(;REG)	1	1	1	1	1	1	1
chr10	7048700	7050200	DRM:ITIH2(;REG)	1	0.898264096422227	0.35796344038509	1	0.0656288794861056	1	1
chr10	70572100	70572700	DRM:HK1(;REG)	1	1	1	1	1	1	1
chr10	7057400	7057900	DRM:ITIH2(;REG)	1	1	1	1	1	1	1
chr10	7068700	7071800	DRM:ITIH2(;REG)	0.158799266413183	0.515323059814634	1	0.0351373102138262	1	1	1
chr10	7161100	7162100	DRM:ITIH2(;REG)	1	0.0212460420796813	1	1	1	1	1
chr10	7162300	7162400	DRM:ITIH2(;REG)	1	1	1	1	1	1	1
chr10	7172500	7172800	DRM:ITIH2(;REG)	0.0661142233970655	0.0790747698515096	1	1	1	1	1
chr10	72339200	72340000	DRM:SGPL1(;)	1	1	1	1	1	1	1
chr10	72384500	72384700	DRM:PRF1(;)	1	1	1	1	1	1	1
chr10	73789000	73792500	DRM:PSAP(;)	1	0.765865871132504	1	1	1	1	1
chr10	73793500	73796000	DRM:PSAP(;)	0.0852869995399638	0.323937635214534	1	1	1	1	1
chr10	73804100	73805100	DRM:CDH23(;)	0.175103419180622	1	0.143581708837812	1	1	1	1
chr10	73804100	73805100	DRM:PSAP(;)	0.175103419180622	1	0.143581708837812	1	1	1	1
chr10	74067200	74070800	DRM:ECD(;)	1	0.479896106895989	0.0235945048609735	1	1	1	1
chr10	74439400	74440400	DRM:PSAP(;)	1	0.0000922658534756832	1	1	1	1	1
chr10	7473300	7473500	DRM:ITIH2(;REG)	1	1	1	1	1	1	1
chr10	74741500	74742300	DRM:SYNPO2L(;)	1	1	1	1	1	1	1
chr10	7525000	7525300	DRM:GATA3(;REG)	1	1	1	1	0.013490330496212	1	1
chr10	7525500	7527700	DRM:GATA3(;REG)	1	0.0593741351105232	0.477477497493664	1	1	1	1
chr10	7533100	7535500	DRM:GATA3(;REG)	0.0187311549963396	0.708818438171767	0.507294679844585	0.234512164473032	0.102888869144411	1	1
chr10	7543400	7543500	DRM:GATA3(;REG)	1	1	1	1	1	1	1
chr10	7550000	7550300	DRM:GATA3(;REG)	1	1	1	1	1	1	1
chr10	7562500	7563300	DRM:GATA3(;REG)	1	0.706057371624604	1	1	0.0355647515534945	1	1
chr10	76953500	76955700	DRM:DUSP13(;)	1	0.924471016688679	0.08121350584302	0.356974971067911	1	1	1
chr10	8081700	8081800	DRM:GATA3(;REG)	1	1	1	1	1	1	1
chr10	81486400	81486500	DRM:MAT1A(PPI;)	1	1	1	1	1	1	1
chr10	8174800	8175800	DRM:GATA3(;REG)	1	1	1	0.459233328276274	1	1	1
chr10	81864200	81864500	DRM:MAT1A(PPI;)	1	1	1	1	1	1	1
chr10	81865200	81865600	DRM:MAT1A(PPI;)	1	1	1	1	1	1	1
chr10	82075900	82076100	DRM:MAT1A(PPI;)	1	1	1	1	1	1	1
chr10	82144500	82144700	DRM:MAT1A(PPI;)	1	1	1	1	1	1	1
chr10	82146400	82147000	DRM:MAT1A(PPI;)	1	1	1	0.245168251669458	1	1	1
chr10	82488200	82488900	DRM:MAT1A(PPI;)	1	1	1	1	1	1	1
chr10	82630100	82631200	DRM:TSPAN14(;)	0.216917939069023	0.757686323415414	0.280790448476014	1	1	1	1
chr10	82724700	82725600	DRM:TSPAN14(;)	1	1	0.236446543669771	1	1	1	1
chr10	82791500	82792300	DRM:TSPAN14(;)	1	1	0.213246866681202	1	1	1	0.130171336218022
chr10	82794200	82794300	DRM:C10orf57(;)	1	1	1	1	1	1	1
chr10	82795200	82796500	DRM:TSPAN14(;)	1	0.812398362097688	1	0.454775459194367	1	1	1
chr10	8356600	8357200	DRM:ITIH2(;REG)	0.117562559429869	1	0.237029265786112	1	1	1	1
chr10	85302100	85303300	DRM:C10orf99(;)	1	0.267538924995014	1	0.182583702030243	1	1	1
chr10	85307700	85307800	DRM:C10orf99(;)	1	1	1	1	1	1	1
chr10	85748300	85748600	DRM:C10orf99(;)	1	0.360486956521998	1	0.175390284552179	1	1	1
chr10	85749700	85750700	DRM:C10orf99(;)	0.215705033742529	0.438784455447208	0.324677902237904	1	1	1	1
chr10	85878400	85878800	DRM:FAM190(;)	1	0.44881726794388	1	1	1	1	1
chr10	8768000	8768800	DRM:ITIH2(;REG)	1	0.357612152066612	0.0518361082296473	1	1	1	1
chr10	88148900	88153500	DRM:C10orf116(;)	0.599710485302817	0.0237314943686833	1	0.376263703936284	1	1	0.568622988760737
chr10	88148900	88153500	DRM:MMRN2(;)	0.599710485302817	0.0237314943686833	1	0.376263703936284	1	1	0.568622988760737
chr10	88298300	88298700	DRM:MMRN2(;)	1	1	1	1	1	1	1
chr10	88362500	88362700	DRM:MMRN2(;)	1	1	0.0376793739251205	1	1	1	1
chr10	88363100	88363400	DRM:MMRN2(;)	1	1	1	1	1	1	1
chr10	89875900	89876000	DRM:PAPSS2(;)	1	1	1	1	1	1	1
chr10	89987200	89987300	DRM:ACTA2(;)	1	1	1	1	1	1	1
chr10	91565200	91565900	DRM:IFIT1(;)	1	0.552596943135171	1	0.032204391256116	1	1	1
chr10	91573400	91575300	DRM:LIPA(;)	0.0660752380322892	0.885875350212807	1	1	1	1	1
chr10	91632900	91633100	DRM:IFIT1(;)	1	1	1	1	1	1	1
chr10	91806700	91807700	DRM:IFIT1(;)	1	0.320020498866777	0.0240816185070445	1	1	1	1
chr10	91890200	91891500	DRM:IFIT1(;)	1	0.440715986424252	0.264032793973567	0.398063185024762	1	1	1
chr10	91891900	91892000	DRM:IFIT1(;)	1	1	1	1	1	1	1
chr10	92029600	92029800	DRM:IFIT1(;)	1	1	1	0.0837679338160964	1	1	1
chr10	93100800	93101100	DRM:HECTD2(;)	1	1	1	1	1	1	1
chr10	93462400	93462700	DRM:ANKRD1(;REG)	1	0.26590438064925	1	1	1	1	0.0348925247305058
chr10	94162000	94162500	DRM:EXOC6(PPI;)	1	1	1	1	1	1	1
chr10	94513700	94514100	DRM:RBP4(;)	1	1	1	1	1	1	1
chr10	94591800	94594000	DRM:RBP4(;)	1	0.260461786082226	0.351096970889939	0.115669701018145	1	1	1
chr10	95008400	95009600	DRM:EXOC6(PPI;)	1	1	0.212117409319606	0.28343947908725	1	1	1
chr10	95008400	95009600	DRM:RBP4(;)	1	1	0.212117409319606	0.28343947908725	1	1	1
chr10	95026700	95028300	DRM:RBP4(;)	1	0.766135280197507	1	1	0.0557256355690787	1	1
chr10	98497100	98498100	DRM:BLNK(PPI;)	0.188249072759345	1	0.172885268922365	1	1	1	1
chr10	98497100	98498100	DRM:ENTPD1(;)	0.188249072759345	1	0.172885268922365	1	1	1	1
chr10	98497100	98498100	DRM:FRAT2(;REG)	0.188249072759345	1	0.172885268922365	1	1	1	1
chr10	98497100	98498100	DRM:PIK3AP1(;)	0.188249072759345	1	0.172885268922365	1	1	1	1
chr10	98498300	98498500	DRM:BLNK(PPI;)	1	1	1	0.0630389271152237	1	1	1
chr10	98498300	98498500	DRM:CC2D2B(;)	1	1	1	0.0630389271152237	1	1	1
chr10	98498300	98498500	DRM:ENTPD1(;)	1	1	1	0.0630389271152237	1	1	1
chr10	98498300	98498500	DRM:PIK3AP1(;)	1	1	1	0.0630389271152237	1	1	1
chr10	99548300	99549800	DRM:MARVELD1(;)	0.242839884430729	0.423960178366279	1	1	1	1	1
chr1	100010100	100010300	DRM:RP4-788L13.1(;)	1	1	1	1	1	1	1
chr1	100012300	100012500	DRM:RP4-788L13.1(;)	1	1	1	1	1	1	1
chr1	100059800	100060000	DRM:RP4-788L13.1(;)	1	1	1	1	1	1	1
chr1	100403100	100403600	DRM:VCAM1(;)	1	0.0976364595408755	1	1	1	1	1
chr1	100786900	100787300	DRM:CDC14A(PPI;)	1	1	1	0.095065258340646	1	1	1
chr1	101224700	101225300	DRM:VCAM1(;)	1	1	1	0.205832261059115	1	1	1
chr1	101225700	101226500	DRM:VCAM1(;)	0.151780007778655	1	1	0.26430802644903	1	1	1
chr1	101250800	101252900	DRM:S1PR1(;)	1	0.898566938697933	0.395259806100224	1	1	1	1
chr1	101250800	101252900	DRM:VCAM1(;)	1	0.898566938697933	0.395259806100224	1	1	1	1
chr1	101275900	101276400	DRM:VCAM1(;)	1	0.422406100119489	1	1	1	1	1
chr1	101564600	101564900	DRM:VCAM1(;)	1	0.280815063314225	1	1	1	1	1
chr1	101584800	101585400	DRM:S1PR1(;)	1	0.482297995021323	1	1	1	1	1
chr1	101584800	101585400	DRM:VCAM1(;)	1	0.482297995021323	1	1	1	1	1
chr1	101748800	101749800	DRM:S1PR1(;)	1	0.10048626335751	0.0248321487848666	1	1	1	1
chr1	101748800	101749800	DRM:VCAM1(;)	1	0.10048626335751	0.0248321487848666	1	1	1	1
chr1	10252400	10252700	DRM:PGD(;REG)	1	1	1	1	1	1	1
chr1	103125400	103125700	DRM:COL11A1(;)	1	1	0.16408303766514	0.00246006040444361	1	1	1
chr1	103126000	103126500	DRM:COL11A1(;)	0.127039657795994	0.513422083359351	1	1	1	1	0.0902941404960355
